Crash_ID,Unit_Nbr,Prsn_Nbr,Charge_Cat_ID,Charge,Citation_Nbr
13627109,1,1,,RAN RED LIGHT,15020237
13627109,2,1,,NO CHARGES,
13627110,1,1,,NO CHARGES,
13627110,2,1,,NO CHARGES,
13627111,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE - COLLISION,15086632
13627111,2,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE - COLLISION,15086632
13627111,2,2,,NO CHARGES,
13627112,1,1,,RAN RED LIGHT,15068635
13627112,2,1,,RAN RED LIGHT,15068635
13627114,1,1,,NO CHARGES,
13627114,2,1,,NO CHARGES,
13627116,1,1,,NO CHARGES,
13627116,2,1,,NO CHARGES,
13627117,1,1,,NO CHARGES,
13627117,2,1,,NO CHARGES,
13627118,1,1,,NO CHARGES,
13627119,1,1,,FTMACD,15051661
13627119,1,2,,NO CHARGES,
13627119,2,1,,NO CHARGES,
13627120,1,1,,BACKED NOT IN SAFETY,13995201
13627367,1,1,,FTMACD,13979754
13627367,2,1,,NO CHARGES,
13627367,2,2,,NO CHARGES,
13627368,1,1,,NO CHARGES,
13627368,2,1,,NO CHARGES,
13627369,1,1,,NO CHARGES,
13627369,1,2,,NO CHARGES,
13627369,2,1,,NO CHARGES,
13627369,2,2,,NO CHARGES,
13627369,3,1,,NO CHARGES,
13627370,1,1,,NO CHARGES,
13627370,2,1,,NO CHARGES,
13627371,1,1,,FAIL TO YIELD LEFT TURN,140021597
13627371,2,1,,NO CHARGES,
13627372,1,1,,NO CHARGES,
13627372,1,2,,NO CHARGES,
13627373,1,1,,NO CHARGES,
13627373,2,1,,NO CHARGES,
13627374,1,1,,NO CHARGES,
13627374,2,1,,NO CHARGES,
13627375,1,1,,FTMACD,15093064
13627375,2,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE - COLLISION,15093064
13627375,2,2,,NO CHARGES,
13627375,2,3,,NO CHARGES,
13627406,1,1,,NO CHARGES,
13627406,2,1,,NO CHARGES,
13628958,1,1,,NO CHARGES,
13628958,1,2,,NO CHARGES,
13628958,2,1,,NO CHARGES,
13630072,1,1,,NO CHARGES,
13630072,2,1,,NO CHARGES,
13630078,1,1,,NO CHARGES,
13630078,1,2,,NO CHARGES,
13630079,1,1,,NO CHARGES,
13630080,1,1,,NO CHARGES,
13630080,1,2,,NO CHARGES,
13630080,1,3,,NO CHARGES,
13630080,1,4,,NO CHARGES,
13630080,2,1,,NO CHARGES,
13630080,2,2,,NO CHARGES,
13630081,1,1,,NO CHARGES,
13630082,1,1,,NO CHARGES,
13630119,1,1,,NO CHARGES,
13630119,2,1,,NO CHARGES,
13630122,1,1,,FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY,13981211
13630122,1,1,,NO DRIVERS LICENSE,13981211
13630124,1,1,,NO CHARGES,
13630124,2,1,,NO CHARGES,
13630124,2,2,,NO CHARGES,
13630125,1,1,,NO CHARGES,
13630251,1,1,,UNSAFE LANE CHANGE,T783497
13630251,1,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,T783497
13630251,1,1,,DRIVING WHILE LICENSE SUSPENDED/INVALID,T783497
13630251,2,1,,NO CHARGES,
13630251,2,2,,NO CHARGES,
13630251,2,3,,NO CHARGES,
13630251,2,4,,NO CHARGES,
13630533,1,1,,NO CHARGES,
13630533,2,1,,NO CHARGES,
13630533,3,1,,NO CHARGES,
13630534,1,1,,FTM ASSURED CLEAR DISTANCE - CRASH,13993906
13630534,1,1,,FTMFR,13993906
13630534,1,2,,NO CHARGES,
13630534,2,1,,NO CHARGES,
13630534,2,2,,NO CHARGES,
13630535,1,1,,FAIL TO YIELD STOP SIGN,15059419
13630535,1,1,,FTMFR,15059419
13630535,2,1,,NO CHARGES,
13630652,1,1,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,15135003
13630652,1,2,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,15135003
13630652,2,1,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,15135003
13630652,2,2,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,15135003
13630653,1,1,,RAN RED LIGHT,15112377
13630653,1,1,,DRIVING WHILE LICENSE INVALID - SUSPENDED,
13630653,2,1,,NO CHARGES,
13630653,3,1,,NO CHARGES,
13632368,1,1,,NO CHARGES,
13632368,1,2,,NO CHARGES,
13632368,2,1,,NO CHARGES,
13632369,1,1,,"FTMA&CD, NO DL 2ND",15071581
13632369,2,1,,NO CHARGES,
13632369,2,2,,NO CHARGES,
13632370,1,1,,"FTMFR, NO DL, FTMA&CD",13967919
13632370,1,2,,NO CHARGES,
13632370,2,1,,NO CHARGES,
13632370,2,2,,NO CHARGES,
13632370,2,3,,NO CHARGES,
13632371,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13990593
13632371,2,1,,NO CHARGES,
13632371,2,2,,NO CHARGES,
13632371,2,3,,NO CHARGES,
13632371,3,1,,NO CHARGES,
13632372,1,1,,NO CHARGES,
13632372,2,1,,NO CHARGES,
13632373,1,1,,FTMA CLEAR DISTANCE - COLLISION,15115438
13632373,1,2,,NO CHARGES,
13632373,2,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE - COLLISION,15115438
13632373,2,2,,NO CHARGES,
13632373,2,3,,NO CHARGES,
13632374,1,1,,NO CHARGES,
13632374,2,1,,NO CHARGES,
13632375,1,1,,NO CHARGES,
13632375,2,1,,NO CHARGES,
13632375,3,1,,NO CHARGES,
13632375,3,2,,NO CHARGES,
13632376,1,1,,NO CHARGES,
13632377,1,1,,NO CHARGES,
13632377,2,1,,NO CHARGES,
13632664,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,15043451
13632664,2,1,,NO CHARGES,
13632664,2,2,,NO CHARGES,
13632664,3,1,,NO CHARGES,
13632683,1,1,,NO CHARGES,
13632683,2,1,,NO CHARGES,
13632683,2,2,,NO CHARGES,
13634808,1,1,,NO CHARGES,
13634808,1,2,,NO CHARGES,
13634808,2,1,,NO CHARGES,
13634808,3,1,,NO CHARGES,
13634808,3,2,,NO CHARGES,
13634897,1,1,,NO CHARGES,
13634898,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,
13634898,2,1,,NO CHARGES,
13634899,1,1,,FAIL TO CONTROL SPEED,15121141
13634899,2,1,,NO CHARGES,
13634899,2,2,,NO CHARGES,
13634900,1,1,,NO CHARGES,
13634900,1,2,,NO CHARGES,
13634900,2,1,,NO CHARGES,
13634901,1,1,,NO CHARGES,
13634901,2,1,,NO CHARGES,
13634901,2,2,,NO CHARGES,
13634901,2,3,,NO CHARGES,
13634901,2,4,,NO CHARGES,
13634901,3,1,,NO CHARGES,
13634901,3,2,,NO CHARGES,
13634902,1,1,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,15065626
13634902,2,1,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,15065626
13634903,1,1,,NO CHARGES,
13634904,1,1,,NO CHARGES,
13634904,2,1,,NO CHARGES,
13634904,2,2,,NO CHARGES,
13634904,2,3,,NO CHARGES,
13634904,3,1,,NO CHARGES,
13634905,1,1,,NO CHARGES,
13634906,1,1,,NO DL,13964171
13634906,1,1,,PASSING TO THE RIGHT NOT SAFELY,13964171
13634906,2,1,,NO CHARGES,
13634907,1,1,,NO CHARGES,
13634907,2,1,,NO CHARGES,
13634908,1,1,,NO CHARGES,
13634909,1,1,,NO CHARGES,
13634909,2,1,,NO DRIVERS LICENSE,13968064
13634909,2,1,,FTYROW LEFT TURN,13968064
13634910,1,1,,NO CHARGES,
13634910,2,1,,NO CHARGES,
13634910,2,2,,NO CHARGES,
13634910,2,3,,NO CHARGES,
13634911,1,1,,FTMACD,15135013
13634911,1,1,,FAIL TO MAINTAIN A SINGLE LANE OF TRAVEL,15135013
13634911,2,1,,NO CHARGES,
13634912,1,1,,RAN RED LIGHT,15012361
13634912,2,1,,NO CHARGES,
13634912,2,2,,NO CHARGES,
13634913,1,1,,NO CHARGES,
13634913,2,1,,NO CHARGES,
13634914,1,1,,NO CHARGES,
13634915,1,1,,NO CHARGES,
13634916,1,1,,NO CHARGES,
13635003,1,1,,FTMACD,15111808
13635003,2,1,,NO CHARGES,
13635003,3,1,,NO CHARGES,
13635004,1,1,,NO CHARGES,
13635005,1,1,,FTMACD,15120122
13635005,2,1,,NO CHARGES,
13635687,1,1,,NO CHARGES,
13635687,1,2,,NO CHARGES,
13635689,1,1,,NO CHARGES,
13635689,2,1,,NO CHARGES,
13635690,1,1,,NO CHARGES,
13635690,2,1,,NO CHARGES,
13635690,2,2,,NO CHARGES,
13635691,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13990592
13635691,3,1,,NO CHARGES,
13635692,1,1,,FAIL TO KEEP DISTANCE,15043402
13635692,1,2,,NO CHARGES,
13635692,2,1,,NO CHARGES,
13635693,1,1,,NO CHARGES,
13635693,2,1,,NO CHARGES,
13635693,3,1,,NO CHARGES,
13635693,3,2,,NO CHARGES,
13635694,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,15037531
13635694,1,2,,NO CHARGES,
13635694,2,1,,NO CHARGES,
13635695,1,1,,FAIL TO YEILD ROW TO PEDESTRIAN IN CROSSWALK,15129558
13635695,2,1,,NO CHARGES,
13635696,1,1,,NO CHARGES,
13635696,1,2,,NO CHARGES,
13635696,2,1,,NO CHARGES,
13635696,3,1,,NO CHARGES,
13635697,1,1,,NO CHARGES,
13635697,2,1,,NO CHARGES,
13635697,3,1,,NO CHARGES,
13635697,4,1,,NO CHARGES,
13635698,1,1,,RAN RED LIGHT,
13635698,2,1,,NO CHARGES,
13635718,1,1,,NO CHARGES,
13635718,2,1,,NO CHARGES,
13635718,3,1,,NO CHARGES,
13635719,1,1,,NO CHARGES,
13635719,2,1,,NO CHARGES,
13635720,1,1,,NO CHARGES,
13635720,1,2,,NO CHARGES,
13635720,1,3,,NO CHARGES,
13635720,2,1,,NO CHARGES,
13635720,2,2,,NO CHARGES,
13635720,3,1,,NO CHARGES,
13635721,1,1,,NO CHARGES,
13635722,1,1,,FTMACD - COLLISION,15112925
13635722,2,1,,NO CHARGES,
13635723,1,1,,NO CHARGES,
13635723,2,1,,NO CHARGES,
13635723,3,1,,NO CHARGES,
13636261,1,1,,NO CHARGES,
13637930,1,1,,NO CHARGES,
13637930,2,1,,NO CHARGES,
13637930,3,1,,NO CHARGES,
13637931,1,1,,NO CHARGES,
13637931,2,1,,NO CHARGES,
13637944,1,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,15053170
13637944,1,2,,NO CHARGES,
13637944,1,3,,NO CHARGES,
13637944,1,4,,NO CHARGES,
13637944,2,1,,NO CHARGES,
13637944,2,2,,NO CHARGES,
13637945,1,1,,NO CHARGES,
13637945,1,2,,NO CHARGES,
13637945,1,3,,NO CHARGES,
13637946,1,1,,NO CHARGES,
13637946,2,1,,NO CHARGES,
13637946,3,1,,NO CHARGES,
13637946,4,1,,NO CHARGES,
13638079,1,1,,FTMACD,15067697
13638079,2,1,,NO CHARGES,
13638080,1,1,,NO CHARGES,
13638080,1,2,,NO CHARGES,
13638080,2,1,,FAIL TO MAINTAIN ASSURED DISTANCE,14023337
13638080,2,2,,NO CHARGES,
13638080,2,3,,NO CHARGES,
13638080,2,4,,NO CHARGES,
13638080,2,5,,NO CHARGES,
13638080,2,6,,NO CHARGES,
13638080,3,1,,NO CHARGES,
13638080,3,2,,NO CHARGES,
13638080,4,1,,NO CHARGES,
13638080,4,2,,NO CHARGES,
13638080,4,3,,NO CHARGES,
13638080,4,4,,NO CHARGES,
13638080,5,1,,NO CHARGES,
13638080,6,1,,NO CHARGES,
13638080,6,2,,NO CHARGES,
13638080,6,3,,NO CHARGES,
13639596,1,1,,FAILED TO MAINTAN ASSURED CLEAR - COLLISION,15067104
13639596,2,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE - COLLISION,15067104
13639597,1,1,,NO CHARGES,
13639599,1,1,,NO CHARGES,
13639599,1,2,,NO CHARGES,
13639599,2,1,,NO CHARGES,
13639601,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,15125109
13639601,2,1,,NO CHARGES,
13639602,1,1,,NO CHARGES,
13639602,2,1,,NO CHARGES,
13639603,1,1,,NO CHARGES,
13639604,1,1,,NO CHARGES,
13639604,2,1,,NO CHARGES,
13639604,2,2,,NO CHARGES,
13639604,3,1,,NO CHARGES,
13639605,1,1,,NO CHARGES,
13639605,2,1,,NO CHARGES,
13639609,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,15125119
13639609,2,1,,NO CHARGES,
13639609,3,1,,NO CHARGES,
13639615,1,1,,RAN RED LIGHT,15125613
13639615,2,1,,DWLI--SUSPENDED,15125614
13639615,2,2,,NO CHARGES,
13639615,3,1,,NO CHARGES,
13639615,3,2,,NO CHARGES,
13639619,1,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,15066111
13639619,2,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,15066111
13639619,3,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,15066111
13639619,3,2,,NO CHARGES,
13639619,3,3,,NO CHARGES,
13640626,1,1,,FTM CLEAR DISTANCE - COLLISION,15115439
13640626,1,1,,NO DRIVER LICENSE,15115439
13640626,2,1,,NO DRIVER LICENSE,15122351
13640626,2,1,,NO INSURANCE,15122351
13640626,3,1,,NO CHARGES,
13640641,1,1,,NO CHARGES,
13640642,1,1,,NO CHARGES,
13640642,2,1,,NO CHARGES,
13640643,1,1,,NO CHARGES,
13640643,2,1,,NO CHARGES,
13640643,3,1,,NO CHARGES,
13640643,4,1,,NO CHARGES,
13640643,4,2,,NO CHARGES,
13640645,1,1,,NO CHARGES,
13640645,2,1,,NO CHARGES,
13640895,1,1,,NO CHARGES,
13640895,1,2,,NO CHARGES,
13640895,2,1,,NO CHARGES,
13640895,2,2,,NO CHARGES,
13641729,1,1,,NO CHARGES,
13641729,2,1,,NO CHARGES,
13641729,3,1,,NO CHARGES,
13641768,1,1,,NO CHARGES,
13642235,1,1,,NO CHARGES,
13642236,1,1,,NO CHARGES,
13643366,1,1,,NO CHARGES,
13643366,2,1,,NO CHARGES,
13643366,2,2,,NO CHARGES,
13643366,2,3,,NO CHARGES,
13643366,2,4,,NO CHARGES,
13643367,1,1,,NO CHARGES,
13643368,1,1,,NO CHARGES,
13643368,2,1,,NO CHARGES,
13643369,1,1,,NO CHARGES,
13643370,1,1,,NO CHARGES,
13643370,2,1,,NO CHARGES,
13643371,1,1,,FTYROW LEFT TURN,15068636
13643371,2,1,,NO CHARGES,
13643372,1,1,,FTMA CLEAR DISTANCE - COLLISION,15115440
13643372,2,1,,NO CHARGES,
13643373,1,1,,NO CHARGES,
13643373,2,1,,NO CHARGES,
13643373,2,2,,NO CHARGES,
13643373,2,3,,NO CHARGES,
13643373,2,4,,NO CHARGES,
13643373,3,1,,NO CHARGES,
13643374,1,1,,FAIL TO MAINT ASSURE CLEAR DISTANCE,15125612
13643374,2,1,,NO CHARGES,
13643375,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,15089113
13643375,2,1,,NO CHARGES,
13643376,1,1,,NO CHARGES,
13643376,2,1,,NO CHARGES,
13643377,1,1,,NO CHARGES,
13643377,2,1,,NO CHARGES,
13643467,1,1,,NO CHARGES,
13643467,2,1,,NO CHARGES,
13643467,2,2,,NO CHARGES,
13643467,2,3,,NO CHARGES,
13643467,2,4,,NO CHARGES,
13643468,1,1,,NO CHARGES,
13643468,2,1,,NO CHARGES,
13643468,3,1,,NO CHARGES,
13643469,1,1,,NO CHARGES,
13643469,2,1,,NO CHARGES,
13643471,1,1,,NO CHARGES,
13643471,2,1,,NO CHARGES,
13643471,2,2,,NO CHARGES,
13643472,1,1,,FAIL TO YIELD STOP SIGN,1506034
13643472,2,1,,NO CHARGES,
13643473,1,1,,FTMACD,15125622
13643473,2,1,,NO CHARGES,
13643473,2,2,,NO CHARGES,
13643587,1,1,,DWI,140160143
13643588,1,1,,NO DRIVER'S LICENSE,15112408
13643588,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,15112408
13643588,2,1,,NO CHARGES,
13643588,3,1,,NO CHARGES,
13643588,4,1,,NO CHARGES,
13643589,1,1,,NO CHARGES,
13643589,2,1,,NO CHARGES,
13643589,3,1,,NO CHARGES,
13643590,1,1,,NO CHARGES,
13643590,1,2,,NO CHARGES,
13643590,2,1,,NO CHARGES,
13643590,2,2,,NO CHARGES,
13643590,2,3,,NO CHARGES,
13643591,1,1,,FAIL TO KEEP ASSURED CLEAR DISTANCE,14015761
13643591,1,2,,NO CHARGES,
13643591,2,1,,NO CHARGES,
13643698,1,1,,RAN RED LIGHT,13984966
13643698,1,2,,NO CHARGES,
13643698,1,3,,NO CHARGES,
13643698,2,1,,NO CHARGES,
13643706,1,1,,NO CHARGES,
13643707,1,1,,NO CHARGES,
13643707,2,1,,NO CHARGES,
13643707,2,2,,NO CHARGES,
13643708,1,1,,FAIL TO MAINT ASSRD/CLEAR DIST,15107736
13643708,2,1,,NO DRIVERS LICENSE,15107737
13643708,2,2,,NO CHARGES,
13643708,2,3,,NO CHARGES,
13643708,2,4,,NO CHARGES,
13643709,1,1,,NO CHARGES,
13643709,2,1,,NO CHARGES,
13643709,2,2,,NO CHARGES,
13643709,2,3,,NO CHARGES,
13643710,1,1,,NO CHARGES,
13643710,1,2,,NO CHARGES,
13643710,2,1,,NO CHARGES,
13643711,1,1,,NO CHARGES,
13643711,2,1,,NO CHARGES,
13643711,3,1,,NO CHARGES,
13643712,1,1,,NO CHARGES,
13643712,2,1,,NO CHARGES,
13643712,2,2,,NO CHARGES,
13643791,1,1,,NO CHARGES,
13646347,1,1,,NO CHARGES,
13646347,1,2,,NO CHARGES,
13646347,2,1,,NO CHARGES,
13646348,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13953899
13646348,2,1,,NO CHARGES,
13646349,1,1,,RAN RED LIGHT,15071583
13646349,2,1,,NO CHARGES,
13646350,1,1,,NO CHARGES,
13646350,2,1,,NO CHARGES,
13646351,1,1,,FAIL TO MAINTAIN SINGLE LN,13980790
13646351,2,1,,NO CHARGES,
13646351,2,2,,NO CHARGES,
13646354,1,1,,NO CHARGES,
13646354,2,1,,NO CHARGES,
13646356,1,1,,NO CHARGES,
13646357,1,1,,NO CHARGES,
13646357,2,1,,NO CHARGES,
13646358,1,1,,FOLLOWING TOO CLOSELY - COLLISION,15033886
13646358,2,1,,NO CHARGES,
13646358,3,1,,NO CHARGES,
13646359,1,1,,NO CHARGES,
13646359,2,1,,NO CHARGES,
13646360,1,1,,NO CHARGES,
13646660,1,1,,NO CHARGES,
13646660,1,2,,NO CHARGES,
13646661,1,1,,NO CHARGES,
13646661,2,1,,NO CHARGES,
13646661,2,2,,NO CHARGES,
13646661,2,3,,NO CHARGES,
13646661,2,4,,NO CHARGES,
13646662,1,1,,NO CHARGES,
13646662,3,1,,NO CHARGES,
13646662,4,1,,NO CHARGES,
13646662,5,1,,NO CHARGES,
13646663,1,1,,UNSAFE MOVEMENT LEFT/RIGHT,13989157
13646663,2,1,,NO CHARGES,
13646664,1,1,,NO CHARGES,
13646664,2,1,,NO CHARGES,
13646665,1,1,,FTMFR,13946036
13646665,1,1,,FTMACD,13946036
13646665,2,1,,NO CHARGES,
13646665,2,2,,NO CHARGES,
13646666,1,1,,NO CHARGES,
13646667,1,1,,NO CHARGES,
13646667,3,1,,FTMACD; FTMFR,15086112
13646667,3,1,,NO DRIVERS LICENSE,15086112
13646667,4,1,,NO CHARGES,
13646668,1,1,,NO CHARGES,
13646668,2,1,,NO CHARGES,
13646668,2,2,,NO CHARGES,
13646668,3,1,,NO CHARGES,
13646669,1,1,,NO CHARGES,
13646669,2,1,,NO CHARGES,
13646670,1,1,,NO CHARGES,
13646670,1,2,,NO CHARGES,
13646670,1,3,,NO CHARGES,
13646670,1,4,,NO CHARGES,
13646670,2,1,,NO CHARGES,
13646670,3,1,,NO CHARGES,
13646671,1,1,,DWI 2 2ND OFFENSE CLASS A,
13646671,2,1,,NO CHARGES,
13646671,2,2,,NO CHARGES,
13646671,2,3,,NO CHARGES,
13646671,2,4,,NO CHARGES,
13646672,1,1,,FTMACD,14005820
13646672,1,2,,NO CHARGES,
13646672,2,1,,NO CHARGES,
13646672,3,1,,NO CHARGES,
13646672,4,1,,NO CHARGES,
13646673,1,1,,NO CHARGES,
13646673,2,1,,NO CHARGES,
13646673,2,2,,NO CHARGES,
13646673,3,1,,NO CHARGES,
13646673,3,2,,NO CHARGES,
13646687,1,1,,FTMACD,13984764
13646687,2,1,,NO CHARGES,
13646687,2,2,,NO CHARGES,
13646688,1,1,,DWI,
13646688,2,1,,NO CHARGES,
13646689,1,1,,NO CHARGES,
13646689,3,1,,NO CHARGES,
13646690,1,1,,FTYROW - FLASHING RED LIGHT,14004844
13646690,1,2,,NO CHARGES,
13646690,2,1,,NO DL,14006249
13646690,2,2,,NO CHARGES,
13646691,1,1,,RAN RED LIGHT,15086114
13646691,2,1,,NO DL,15086115
13646692,1,1,,DWI,140010622
13646693,1,1,,NO CHARGES,
13646693,2,1,,NO CHARGES,
13646959,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,15003082
13646959,2,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE - COLLISION,15003082
13646961,1,1,,NO CHARGES,
13646961,2,1,,NO CHARGES,
13646962,1,1,,DWI FELONY- 3 PRIOR DWI CONVICTIONS,
13646963,1,1,,DWI,140020235
13646964,1,1,,POSSESSION OF CONTROLLED SUBSTANCE,
13646965,1,1,,NO CHARGES,
13646965,2,1,,NO CHARGES,
13646966,1,1,,"DWI, DWLI",140010542
13646966,2,1,,NO CHARGES,
13646966,2,2,,NO CHARGES,
13646966,2,3,,NO CHARGES,
13646966,2,4,,NO CHARGES,
13646967,1,1,,NO CHARGES,
13646967,2,1,,NO CHARGES,
13646968,1,1,,UNSAFE MOVEMENT RIGHT,14016280
13646968,2,1,,NO CHARGES,
13646969,1,1,,NO CHARGES,
13646969,2,1,,NO CHARGES,
13646970,1,1,,DWLI,CR104741
13646970,1,1,,NO DL/ FAIL TO DRIVE MARKED LN/LTS,13983936
13646971,1,1,,RAN STOP SIGN,14007718
13646971,1,2,,NO CHARGES,
13646971,2,1,,NO CHARGES,
13646972,1,1,,NO CHARGES,
13646972,1,2,,NO CHARGES,
13646972,2,1,,NO CHARGES,
13646973,1,1,,FTMACD,14003538
13646973,2,1,,NO CHARGES,
13646973,2,2,,NO CHARGES,
13646973,3,1,,NO CHARGES,
13646974,1,1,,NO CHARGES,
13646974,1,2,,NO CHARGES,
13646974,2,1,,NO CHARGES,
13646975,1,1,,NO CHARGES,
13646975,2,1,,NO CHARGES,
13646975,2,2,,NO CHARGES,
13646975,2,3,,NO CHARGES,
13646976,1,1,,FTMACD,13995285
13646976,1,2,,NO CHARGES,
13646976,2,1,,NO CHARGES,
13646976,3,1,,NO CHARGES,
13646976,3,2,,NO CHARGES,
13646976,3,3,,NO CHARGES,
13646977,1,1,,FTMACD,13986520
13646977,2,1,,NO CHARGES,
13646977,3,1,,NO CHARGES,
13646977,3,2,,NO CHARGES,
13646977,3,3,,NO CHARGES,
13646978,1,1,,NO CHARGES,
13646978,2,1,,NO CHARGES,
13647029,1,1,,NO CHARGES,
13647031,1,1,,NO CHARGES,
13647031,2,1,,NO CHARGES,
13647031,3,1,,NO CHARGES,
13647031,3,2,,NO CHARGES,
13647031,3,3,,NO CHARGES,
13647031,3,4,,NO CHARGES,
13647032,1,1,,NO CHARGES,
13647032,1,2,,NO CHARGES,
13647686,1,1,,FAILED TO MAINT ASSURED CLEAR DISTANCE - COLLISION,15003084
13647686,2,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE - COLLISION,15003084
13647686,2,2,,NO CHARGES,
13647686,2,3,,NO CHARGES,
13647687,1,1,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,15003083
13647687,2,1,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,15003083
13647688,1,1,,NO CHARGES,
13647688,2,1,,NO CHARGES,
13647688,3,1,,NO CHARGES,
13647689,1,1,,NO CHARGES,
13647690,1,1,,NO CHARGES,
13647691,1,1,,NO DL / FTMFR,13989761
13647692,1,1,,FAIL TO DRIVE IN MARKED LANE,13964495
13647692,2,1,,NO CHARGES,
13647693,1,1,,NO CHARGES,
13647693,2,1,,NO CHARGES,
13647694,1,1,,NO CHARGES,
13647695,1,1,,NO CHARGES,
13647696,1,1,,FTYROW-STOP SIGN,13983939
13647696,1,2,,NO CHARGES,
13647696,2,1,,NO CHARGES,
13647696,2,2,,NO CHARGES,
13647696,2,3,,NO CHARGES,
13647696,2,4,,NO CHARGES,
13647698,1,1,,DWLI,14021278
13647699,1,1,,FTYROW-STOP SIGN,13934305
13647699,2,1,,NO CHARGES,
13647701,1,1,,FTMACD,13989230
13647701,2,1,,NO CHARGES,
13647702,1,1,,EXPIRED TX DL,14015883
13647702,1,1,,FAIL TO MAINTAIN AN ASSURED CLEAR DISTANCE,14015883
13647702,2,1,,NO CHARGES,
13647703,1,1,,UNSAFE LANE CHANGE-RIGHT,14006481
13647703,2,1,,NO CHARGES,
13647703,3,1,,NO CHARGES,
13647704,1,1,,NO CHARGES,
13647705,1,1,,FTMFR,13989729
