Crash_ID,Damaged_Property
11930692,CONCRETE RETAINING WALL
11940258,LIGHT POLE #364058
11940274,GUARD RAIL
11940276,STREET LAMP ($3500-)
11940306,STOP SIGN-PALO BLANCO/TERI
11940310,NO PARKING SIGN
11940314,TREE
11940332,120 YDS. GUARD RAIL
11940341,METAL FENCE
11940345,BRICK/STONE WALL
11940381,WOODEN BALCONY FENCE
11940387,METAL POLE
11940626,TELEPHONE LINE WIRE BOX
11940628,"LIGHT POLE, BICYCLE RACK, STREET SIGN"
11940628,BICYCLE RACK
11940630,BRIDGE PILLER
11940645,LIGHT POLE
11940646,WOODEN FENCE/ROCK PILLAR
11940646,WOODEN FENCE/ROCK PILLAR
11940714,LIGHT POLE
11940720,WATCH FOR ICE ON BRIDGE SIGN
11940758,EXIT SIGN
11940783,3 METAL POSTS
11940832,SIGN
11940892,STORE FRONT WINDOW & FRAMING
11940895,STREET SIGN
11940956,LAMPLIGHT POLE
11940994,COMMERCIAL PARKING SIGN
11940994,PATIO FURNITURE
11941004,GUARDRAIL DAMAGE
11941014,GUARDRAIL DAMAGE
11941094,CABLE
11941160,STREET/HWY SIGN
11941162,FENCE
11941162,FIRE HYDRANT
11941164,METAL/CONCRETE SIGN
11941169,FIRE HYDRANT #85 MNAA
11941269,BRICKED MAILBOX
11941302,YIELD SIGN
11941318,LIGHT POLE #362357
11941320,MAIL BOX
11941329,WOODEN ELECTIRCAL POLE
11941373,GUARD RAIL
11941409,GUARD RAIL
11941418,ROUBAIX BICYCLE
11942588,LA MEXICANA GROCERY STORE
11942702,STAIR HANDRAIL
11945474,METAL LIGHT POLE
11945474,WOODEN FENCE
11945487,SMALL TREE
11945488,WALK/DON'T WALK SIGNAL LIGHT
11945844,FENCE
11945856,RETAINING WALL
11945860,TREE
11945872,TREES & LANDSCAPING
11945872,SIGN & LANDSCAPING
11945873,GUARDRAIL
11945891,WROUGHT IRON FENCE
11945900,GUARDRAIL
11945902,FENCE
11945926,GUARD RAIL
11945935,FENCE AND FENCE POLE
11946713,TRAFFIC CONTROL LIGHT POLE
11946762,UTILITY POLE (#291851)
11946774,ONE SIGN AND TWO TREES
11946777,"SIGN (ROAD, WARNING)"
11946815,GUARD RAIL WEST CURBLINE
11946818,STOP SIGN
11946824,BUILDING
11946884,"TREE (BRADFORD PEAR) SIDEWALK,"
11946884,SPRINKLER HEAD
11946929,PRIVATE PROPERTY FIRE HYDRANT
11946930,DENTON DUMPSTER
11946936,RAD SIGN
11946975,STREET SIGN FM 1325
11946978,GUARD RAIL 2400 BLK
11947096,LIGHT POLE
11947480,TREE
11950969,TREES
11950969,POLE
11955743,SPOTLIGHT FIXTURES ATTACHED TO LAMP POST
11955743,25' DECORATIVE LAMP POST
11962109,YELLOW POST
11962121,BRICK PILLAR & WALL DAMAGE
11962122,CINDER BLOCK WALL
11962179,FENCE
11962179,FENCE AND TREE
11962221,ELECTRIC POLE (WOODEN)
11962231,GUARD RAIL
11962234,UTILITY BOX
11962235,POLE #210862
11962763,2 STREET SIGNS
11962766,NAVARA BICYCLE
11962786,SB TRAFFIC LIGHT
11962797,LAMP POST #362081
11962896,APARTMENT BUILDING #20
11962963,LIGHT POLE #366877
11962968,GUARD RAIL
11962985,TRAFFIC CONTROL BOX
11963008,PARKING SIGN-15 MINUTE PARKING
11963025,ROSE BUSHES
11963046,DETACHED GARAGES X6
11963046,"UNITS 6L,6M,4A,4B,4C,4D"
11967952,SPRINKLERS/LANDSCAPING
11981957,UTILITY LINES
11982580,STREET POLE #296125
11982668,STOP SIGN
11983007,GUARD RAIL DAMAGE
11983009,GUARD RAIL
11983010,FIRE HYDRANT
11983015,GARAGE
11983047,LIGHT POLE #377546
11983060,METAL/WOOD GUARD RAIL
11983066,FENCE/YARD
11983073,LANDSCAPE TIMBERS
11983079,GARAGE DAMAGE
11983084,CITY STREET LIGHT POLE#364537
11983084,CAPITOL METRO BENCH
11983098,STREET SIGN
11983128,PLANTS
11983131,PEDICAB
11983180,BUILDING
11983180,GATE
11983191,IRON FENCE/BRICK STRUCTURE
11983217,TRAFFIC SIGN
11983217,TREE
11983219,HIGHWAY ROAD SIGN
11983233,TREES & LANSCAPING
11983257,"LANDSCAPING, LARGE PLANTS"
11983261,GUARD RAIL
11983271,LAWN-SCRUBS
11983275,STOP SIGN @ INTERSECTION
11983282,STREET SIGN
11983285,GARAGE DOOR
11983285,STRUCTURE
11983289,GAURDRAIL
11983296,POWERLINE POLE #315491
11983299,FENCE
11983348,CAP. METRO BUS SIGN
11983358,LIGHT POLE
11983371,BRICK BUILDING DAMAGE
11983382,ELECTRICAL BOX/METER BROKEN OFF (CORNER
11983403,FENCE WITH METAL CABLES
11983403,GUARDRAIL
11983455,GRASS AREA/SMALL TREE
11983512,CITY OF AUSTIN LIGHT POLE #78
11983535,ONE WAY SIGN
11990225,GUARD RAIL
12011084,STONE SIGN
12011090,UTILITY POLE #1079
12011090,BUILDING 1717 W 6TH ST.
12011110,WOODEN ELECTRICAL POLE
12011116,FENCE-CHAINLINK
12011118,GUARD RAIL
12011118,WOOD GUARD RAIL PILLARS (SEVERAL)
12011154,METAL TRASH CAN
12011166,TRAFFIC CONTROL BOX
12011188,TELEPHONE POLE
12011206,STEEL PIPE FENCING
12011220,"WALL, PLANTS"
12011248,WOODEN FENCE-6FT.
12011256,FENCE
12011261,WATER HYDRANT
12011278,FENCE 6700 COLONY PARK DR
12011280,40 FT TREE
12011300,SUITE F-3/ENTRYWAY
12011301,BICYCLE
12011308,STEEL AND WOODEN FENCE
12011308,TELEPHONE POLE
12011319,METAL PIPE RAILING
12011326,LIGHT POLE #359289
12011328,GUARD RAIL
12011330,MEDIAN LANDSCAPING (TREES)
12011346,HIGHWAY SIGN
12011356,BUILDING RM #134
12011361,STREET ONE WAY SIGN
12011383,HOUSE
12011383,MAIL BOX
12011388,LIGHT POLE #384636
12011395,LIGHT POLE #350091
12011445,FENCE
12011479,GUARD RAIL
12011482,FENCE AND TREE
12011484,CURB
12011518,LIGHT POLE-381467
12011556,BUILDING
12011560,DAMAGE TO CARPORT & FENCE AREA
12011567,LARGE TREE
12011567,UTILITY POLE # 219132
12011649,BUSHES
12011655,9811 DA MAIL BOX
12011708,DAMAGED FENCE
12011714,INSURANCE ALLSTATE
12011717,WRONG WAY TRAFFIC SIGN
12011727,ELECTRIC UTILITY POLE
12011736,CENTER MEDIAN DIVIDER
12011737,STREET SIGN
12011737,STREET SIGN
12011740,GAURD RAIL
12011790,SCHWINN VARSITY BICYCLE
12012518,GUARDRAIL
12017113,STREET LIGHT POLE/FIRE HYDRANT
12017113,BUS STOP
12037677,ROCK WALL AND FENCE
12040860,STOP SIGN
12040860,CHAIN LINK FENCE
12040958,GUARD RAIL
12041020,CINDERBLOCK WALL
12041110,UTILITY BOX
12041116,TELEPHONE/UTILITY POLES (X2)
12041155,1156 NICKOLS-HOUSE
12041162,GUARDRAIL ON EAST SIDE OF FRONTAGE RD
12041183,PAINT TRANSFER ON BARRIER
12041209,YARD & FENCE POST
12041237,STREET LIGHT POLE
12041238,SIGN
12041238,TELPHONE POLE WIRE
12041257,BICYCLE
12041325,MAIL BOX
12041335,LEFT ARROW SIGN
12041350,LIGHT POLE #360233
12041352,TRAFFIC LIGHTS @ INTERSECTION
12041374,CEDAR TREE
12041377,YARD & TREE
12041407,CEMENT POLE (GREEN)
12041417,N US 103 METAL SIGN
12041429,STONEWORK IN YARD
12041485,ONE WAY SIGN
12041497,YARD/TREE/LANDSCAP.
12041501,BICYCLE
12041513,BLIND PED CROSSING
12041520,YIELD SIGN
12041526,CHAIN LINK FENCE
12041542,BLACK BICYCLE
12041545,LIGHT POLE #372389
12041568,YIELD SIGN
12041607,GUARD RAIL
12041612,GUARDRAIL
12041622,8 FEET OF WOOD FENCE
12041655,ELECTRICITY POLE
12041661,LIGHT POLE
12051367,2 MAILBOXES WITH POST
12056008,PEDESTRIAN LIGHT FIXTURE
12057195,LIGHT POLE #299570
12057202,FENCE
12057251,UTILITY POLE/TRANSFORMER
12057292,CONCRETE MAILBOX
12057357,GUARDRAILS
12057358,FIRE HYDRANT
12057358,SIGN AND POLE
12057414,EXIT ONLY SIGN
12057414,DUMPSTER DOOR
12057423,CURB
12057443,METAL GUARD RAIL
12057494,METAL FENCE STAKES
12057513,MAIL BOX (UNIT #2)
12057561,GAS LINE
12057584,WOODEN PRIVACY FENCE
12057585,CONCRETE DIVIDING WALL
12057634,SCRATCHES REAR LEFT BUMPER
12057634,SCRATCHES FRONT RIGHT BUMPER
12057658,GUARDRAIL
12057685,BRICK PILLAR
12057694,BICYCLE
12057720,METAL BARRIER
12057732,ONE WAY SIGN
12057732,DO NOT ENTER SIGN
12057743,15 FT OF GUARDRAIL
12057758,SIGN AND POST
12057759,LIGHT POLE 372086
12057771,LANDSCAPING
12057786,TREE/GRASS
12057846,MAIL BOX
12057854,RETAINING WALL OF PROPERT
12057855,"403 BLACKBERRY DR AUSTIN, TX 72744"
12057856,GUARD RAIL 9600 N 183 N/B WEST C/L
12057882,GUARD RAIL 15FT OF DAMAGE
12057892,TELEPHONE POLE #3208
12057933,"""ONE-WAY"" SIGN"
12057952,WOODEN POWER LINE
12059032,GUARDRAIL
12059782,MOBILE HOME
12074403,STEEL BEAM AND SHEET METAL
12077388,STREET LIGHT POLE#236950
12077399,CONSTRUCTION SIGN
12077587,TREE
12077600,LIGHT POLE #391412
12077603,TRASH CAN
12077603,LIGHT POLE
12077609,RAIL DAMAGED
12077616,TELEPHONE POLE
12077625,RETAING WALL/LANDSCAPE
12077625,FENCE
12077625,SIDE YARD FENCE
12077629,CONCRETE MEDIAN
12078970,GLASS WINDOWS/GLASS DOORS
12078975,GAURDRAIL
12078981,STREET SIGN
12078992,TXDOT GUARD RAIL MM235
12079014,CITY LIGHT POLE
12079015,UTILITY POLE #264904
12079016,LIGHT POLE 38877
12079016,TREE
12079034,ROAD SIGN
12079051,UTILITY POLE #300107
12079051,CAR WASH-1417 E. RUNDBERG LN.
12079103,POLE #261621
12079127,SIGN AND POLE
12079127,BUILDING
12079138,TELEPHONE POLE #251752
12079138,STREET BICYCLE SIGN
12079142,PEDESTRIAN CONTROL DEVICE
12079163,ENCLOSED GARAGE & BRICK WALL
12079182,BLUE/GREY BICYCLE
12079192,BUS STOP CANOPY
12079218,GAS LINE
12079221,ROCK RETAINING WALL
12079229,LANDSCAPING
12079235,STOP SIGN
12079256,SOUTH FENCE LINE
12079257,LIGHT POLE
12079263,BUILDING
12079270,"4 8""X8"" GUARDRAIL POSTS"
12079270,GUARD RAIL METAL
12079286,RAIL ROAD TIE
12079299,TREE DAMAGE
12079301,LIGHT POLE
12079374,GARAGE DOOR
12079391,MAIL BOX
12079418,CHAIN LINK FENCE
12079433,CRASH BARRIER
12079449,WOODEN PRIVACY FENCE
12079467,BRICK MAIL BOX
12079473,BICYCLE
12079485,UTILITY POLE #372127
12079495,SPEED LIMIT SIGN
12079545,TELEPHONE POLE
12079549,TELEPHONE WIRE COVER #3420
12079601,LIGHT POLE
12079604,FIRE HYDRANT
12079637,BLACK METAL FENCE
12079663,"STONE WALL, LAWN, FIXTURES"
12079663,METAL LIGHT POLE #339724
12079673,APT COMPLEX FENCE
12082820,LIGHT POLE
12093824,CROSSWALK INDICATOR LIGHT
12096661,CONTROLLED ACCESS SIGN
12107326,CONCRETE MEDIAN
12107327,TELEPHONE POLE #282472
12107330,POWER CABLE LINES
12107330,AT&T LINES
12108125,METAL POLE/CABLE SUPPORT
12108159,MAILBOX
12108188,FIRE HYDRANT
12108194,WINDOW AND WALL ON WEST SIDE OF BUILDING
12108216,"3"" PIPE"
12108216,LIGHT POLE
12108220,TENSION CABLE/GUARD RAIL
12108222,POWER POLE #283167
12108227,TREE
12108235,HUFFY BICYCLE
12108253,FENCE
12108355,CONCRETE WALL
12108362,BUSHES
12108367,CURB AND ELECTRICAL BOX
12108376,FENCE
12108376,STONE PILLAR
12108386,LANDSCAPING/PLANTS
12108386,TRAFFIC SIGN
12108466,CAPITAL METRO BENCH & SIGN
12108466,AT&T BOX 2235
12108490,FENCE BETWEEN N/B & S/B PROPER
12108494,EXCEL BOAT-HULL # TX8721HA
12108497,"CHAIN FENCE, TREE, SHED"
12108510,STREET SIGN
12108513,PARKING SIGN
12108602,SCHOOL SIGN
12108639,GUARDRAIL
12108672,GUARD RAIL
12108683,BUILDING
12108704,WOODEN PRIVACY FENCE
12108706,CROSS WALK PUSH BUTTON ON POLE
12108713,ATT ELECTRIC BOX
12108713,SPRINKLER SYSTEM
12108720,PLASTIC-ORANGE BARRELLS
12108735,UTILITY TRAILER
12108745,WATERLOO SURVEYORS
12108750,GATE
12108750,FIRE HYDRANT
12108755,15 FEET GUARDRAIL
12109064,GUARD-RAIL
12109066,40' OF GUARD RAIL
12109070,STREET SIGN
12109080,SHELL GAS STATION
12109083,LANDSCAPING
12109085,ELECTRIC POLE #275496
12109121,HOUSE
12109127,TREE
12109136,FENCE/CHAIN LINK
12109143,EXIT DIVIDER
12109178,SUPPORT WIRES ON TELEPHONE POLE
12109178,TREE & PLANTER BOX
12109195,TWO GUARDRAIL POSTS
12109197,LIME STONE MAIL BOC
12109199,MAN HOLE RING
12109199,LANDSCAPE
12109222,GUARD RAIL ON MOPAC
12109241,10 FOOT OF FENCE
12109246,GUARDRAIL
12109247,TRAFFIC BOX (EAST SIDE/OLHORF)
12112218,UTILITY POLE
12113512,WOODEN WARNING POLE
12113512,LIGHT POLE
12119675,ELECTRICAL TRAFFIC CONTROL BOX
12129497,GUARDRAIL
12139663,PILAR
12139681,LITE POLE #371440
12139681,LITE POLE #391624
12139692,FENCE
12139693,METAL FENCE
12139706,BRICK WALL FOUNDATION/LAYER
12139720,GUARD RAIL
12139734,PARKING SIGN
12139738,GRASS/TREE/ADDRESS MARKER
12139744,GAURDRAIL
12139766,GUARDRAIL
12139846,BARBED WIRE FENCE AROUND EMPTY FIELD
12141723,FIRE HYDRANT
12141723,LIGHT POLE
12141729,MAIL BOX
12141745,MAIL BOX
12141748,UTILITY POLE
12141749,TREE & GRASS
12141754,1703 W. BROKER LN (HOUSE)
12141769,UTILITY BOX #030008
12141774,RETAINING WALL
12141776,TREE
12141819,SIERRA QUEST BICYCLE
12141864,TREES
12146851,RAIL ROAD CROSSING ARM
12146853,BRIDGE
12147640,GUARD WIRE/RAIL-MEDIAN
12147641,LIGHT POLE
12147644,HOUSE
12147685,CONCRETE MEDIAN
12147702,SIGN & POST
12147703,FENCE/LANDSCAPING
12147709,LIGHT POLE #385855
12147713,FIRE HYDRANT
12147748,BUILDING
12147778,LIGHT POLE #356546
12147779,UTILITY POLE #349041
12147779,MAIL BOX & ELECTRICAL DAMAGE TO GATE
12147789,DYNO MOUNTAIN BICYCLE
12147815,11813 BUGGY WHIP TRL (HOUSE)
12147844,WHITE ROCK MAILBOX
12147886,YARD FENCE
12147903,SIGN DESIGNATING LANE SELECTION
12147938,GUARDRAIL
12147993,MAILBOX
12148007,GUARD RAIL
12148043,GUARDRAIL DAMAGE
12148051,DIRECTIONAL SIGN
12148054,GUARDRAIL
12148057,FENCE (CHAINLINKED)
12148059,CONCRETE RAIL
12148082,NO PARKING/TOW AWAY ZONE (SIGN)
12148119,FIRE HYDRANT
12148126,ANIMAL-HORSE
12148143,LIGHT POLE
12148146,WILLIAM CANNON EXIT SIGN N.B.
12148174,"PROPERTY SIGN, PLANTS AND LIGHTING"
12148249,TELEPHONE POLE (300977)
12148252,FENCE/GATE
12148263,LANDSCAPING-YARD
12148299,STREET SIGN
12148299,TELEPHONE POLE #323426
12148327,LANDSCAPING
12148361,ELECTRICAL POLE (#335I95)
12148378,GUARD RAIL
12148638,BICYCLE
12148655,STONE CROSS
12148659,HOUSE S-SIDE 5706 TALLOW TREE DR
12148659,PRIVACY FENCE
12148663,METAL FENCE
12148667,"PILLAR, WALL, PARKING SIGN"
12148673,CHAIN LINK FENCE
12148699,FIRE PLUG
12148699,STOP SIGN
12152930,PEDESTRIAN CROSSWALK POLE & SIGN
12152934,SPECIALIZED ROAD BICYCLE
12152963,FENCE
12152965,BICYCLE
12152971,LARGE BUILDING SIGN
12153000,UTILITY POLE
12153015,LIGHT POLE
12154193,GUARD RAIL
12154804,MAIL BOX
12154833,GUARD RAIL
12154836,TREE
12154840,BICYCLE
12154856,"PLANKS, CONCRETE, RAILING"
12154858,LARGE TREE & SHRUBS
12154862,MINER DAMAGE ON GUARD RAIL
12154866,GUARD RAIL
12154878,GUARD RAIL
12154900,TWO FIRE HYDRANTS
12154913,LIGHT POLE #206557
12154949,WOODEN FENCE POST
12159857,SRUBHS ROCKS & LIGHTING
12163546,"FENCE, TREE"
12163651,BURGER KING DRIVE THRU POLE
12163651,BURGER KING DRIVE THRU POLE
12163655,CAPITAL METRO BUS STOP $1500
12163655,CITY OF AUSTIN ELECTRIC POLE #20977
12163682,ROCK RETAINING WALL
12163682,FRONT YARD AND DRIVEWAY
12163710,TREE
12163728,LANDSCAPING
12163729,COMMUNICATION POLE GUIDE WIRE #329309
12163776,METAL UTILITY POLE #369059
12163784,TRAFFIC SIGNAL CONTROL BOX
12163847,PEUGEOT BIKE - SINGLE SPEED
12163850,PARKING GARAGE GATE
12163861,METAL POLE
12163862,CITY OF AUSTIN LIGHT POLE #334316
12163889,15' OF COLLISION BARRIER
12163930,WROUGHT IRON FENCING-20 FEET
12163941,CITY OF AUSTIN
12163962,CHAIN LINK FENCE
12164001,METAL GUARD RAIL & 4 POSTS
12164048,WOODEN PRIVACY FENCE
12164054,GUARD RAIL POSTS
12164515,TREE
12164518,GUARDRAIL
12164536,TRAFFIC CABINET
12164538,MAILBOX
12164538,MAILBOX
12164551,BUTTON ON LIGHT POLE
12164584,CITY LIGHT POLE #381784
12164646,BICYCLE
12164668,GUARDRAIL
12164669,STONE MAILBOX @ 2306 DEADWOOD
12164674,FIRE HYDRANT
12164725,SMALL TREES
12164744,SUPPORT PILLAR
12164773,SIGNAL CONNECTONS/WIRING
12164773,ONE-UTILITY POLE
12164809,GUARDRAIL
12164810,UTILITY LINES
12165584,FRONT GATE
12175979,CRASH CUSHION
12184834,RESIDENCE FENCE
12184834,RESIDENCE FENCE
12184946,BRICK WALL/SIGN
12184947,STOP SIGN
12184949,DIRECTION SIGN
12185107,ELECTRIC POLE
12189507,KHS 24 SPD MOUNTAIN BIKE S/N: U11J00337
12190723,1 METAL SIGN
12190723,3 POSTS (CABLE BARRIER SYSTEM)
12194676,STEEL LIGHT POLE #361341
12195485,CONCRETE POLE
12195499,STONE COLUMNS
12195533,TREE
12195536,MAIL BOX
12195546,TRASFORMER BOX
12195551,FIRE HYDRANT
12195557,"""NO LEFT TURN"" SIGN"
12195565,UTILITY POLE #223535
12195568,MINOR DAMAGE TO APARTMENT BUILDING
12195578,FENCE
12195610,ELECTRICAL POLES
12195616,TREE
12195616,COMMUNITY MAILBOX
12195626,POLE
12195629,LIGHT POLE 381460 CONTRACT
12195634,CHAIN LINK FENCE & WOODEN FENCE
12195634,CHAIN LINK FENCE
12195634,MAILBOX
12195655,PROHIBITED U-TURN SIGN/POLE
12195688,BUILDING
12195688,GAURDRAIL
12195691,GUARD RAIL
12195701,GARD RAIL
12195707,BUILDING
12195721,STREET SIGN
12195728,75' FENCE
12195749,HIGHWAY BARRIER
12195760,BICYCLE
12195793,STREET SIGN
12195834,WEST SIDE OF BUILDING
12195917,FENCE
12195928,BUSHES ON S SIDE OF MAIN ENTRANCE
12196019,BRICK RETAINING WALL
12196022,STONE ACCESS GATE CONTROL BOX
12196032,POLE 386625
12196033,GUARD RAIL (10 FT)
12196084,LIGHT POLE
12196098,UNIT2-PORTABLE SCHOOL BLDG
12196098,UNIT 3-PORTABLE SCHOOL BLDG
12196115,ELECTRICAL POLE
12196127,TRAFFIC BARRELS
12196130,ELECTRIC POLE #204296
12196138,TRAFFIC LIGHT POLE
12201187,STEEL MODULAR CRASH CUSHION
12207462,ELECTRIC EQUIPMENT
12207462,POWER POLE
12207607,LIGHT POLE
12207639,GUARD RAILING
12207641,LIGHT POLE
12207797,"SIGN ""WELLS BRANCH PKWY NEXT RIGHT"""
12207844,BUSHES
12207847,GUARD RAIL
12207851,SPEED LIMIT SIGN
12207851,LIGHT POLE
12207852,SIGN
12207854,POWER LINE POLE #299912
12207865,LIGHT POLE
12207872,CAPITAL METRO BUS STOP
12207878,CEDAR TREE IN PARKING LOT
12207882,STEEL FENCE
12207893,CEMENT BALLARD
12207896,BRICK WALL OF DUPLEX
12207904,CONCRETE BARRIER
12207920,FENCE
12207931,WOODEN FENCE
12207938,POWER LINE WOOD POLE
12207947,BASE OF UTILITY POLE
12207955,TREE
12208031,BLACK METAL FENCING
12208031,MAIL BOX
12208032,SCRAPED WALL ON BRIDGE
12208056,AUSTIN LIGHT POLE
12208056,FENCE
12208064,BOULDER
12208094,LIGHT POLE
12208104,MAILBOX
12208106,CITY UTILITY POLE
12208114,GUARD RAIL
12208122,FENCE/TREE
12208135,HIGHWAY SIGN
12208136,CHAIN LINK FENCE
12208155,"TREE, BUSHES"
12208160,POSTED ONE WAY SIGN
12213344,FENCE/WALL
12214040,RAILING AROUND PARKING LOT
12214044,LIGHT POLE
12214052,WOODEN POLE LIGHT
12214071,STOP SIGN
12214073,CURB TO SIDE WALK
12214080,STREET SIGN
12214106,FENCE
12214115,ROCK WALL
12214135,SIDEWALK/WALL
12214135,POWER JUNCTION BOX
12214136,LIGHT POLE 385915
12214142,HOUSE
12214148,PEDESTRIAN CROSS LIGHT POLE
12214148,ELECTRICAL BOX (CROSS LIGHTS)
12214156,GUARD RAIL
12214156,HIGHWAY SIGNS
12214158,BLK IRON FENCE
12214228,CREEKBED-HAZMAT CLEANUP FOR COOLANT/OIL
12217655,STOP SIGN
12219224,AWNING OF DPS BLDG AT 4719 S. CONGRESS
12225249,ELECTRIC POLE
12226566,GUARD RAIL
12226577,UNTILITY POLE
12226585,RAILROAD CROSSING ARM
12226614,LIGHT POLE #392285
12226618,CITY OF AUSTIN FIRE HYDRANT
