ColumnName,ID,Description
AGENCY_ID,145,BOYD POLICE DEPARTMENT
AGENCY_ID,146,BRACKETTVILLE POLICE DEPARTMENT
AGENCY_ID,147,BRADY POLICE DEPARTMENT
AGENCY_ID,148,BRAZORIA COUNTY SHERIFF'S OFFICE
AGENCY_ID,149,BRAZORIA COUNTY CONSTABLE PRECINCT 2
AGENCY_ID,150,BRAZORIA POLICE DEPARTMENT
AGENCY_ID,151,BRAZOS COUNTY SHERIFF'S OFFICE
AGENCY_ID,153,BRAZOSPORT COLLEGE POLICE DEPARTMENT
AGENCY_ID,154,BRECKENRIDGE POLICE DEPARTMENT
AGENCY_ID,155,BREMOND POLICE DEPARTMENT
AGENCY_ID,156,BRENHAM POLICE DEPARTMENT
AGENCY_ID,157,BREWSTER COUNTY SHERIFF'S OFFICE
AGENCY_ID,159,BRIDGE CITY POLICE DEPARTMENT
AGENCY_ID,160,BRIDGEPORT POLICE DEPARTMENT
AGENCY_ID,161,BRISCOE COUNTY SHERIFF'S OFFICE
AGENCY_ID,163,BROOKHAVEN COLLEGE POLICE DEPARTMENT
AGENCY_ID,164,BROOKS COUNTY SHERIFF'S OFFICE
AGENCY_ID,165,BROOKSHIRE POLICE DEPARTMENT
AGENCY_ID,166,BROOKSIDE VILLAGE POLICE DEPARTMENT
AGENCY_ID,167,BROWN COUNTY SHERIFF'S OFFICE
AGENCY_ID,168,BROWNFIELD POLICE DEPARTMENT
AGENCY_ID,170,BROWNSBORO POLICE DEPARTMENT
AGENCY_ID,171,BROWNSVILLE ISD POLICE DEPARTMENT
AGENCY_ID,172,BROWNSVILLE POLICE DEPARTMENT
AGENCY_ID,173,BRUCEVILLE-EDDY POLICE DEPARTMENT
AGENCY_ID,174,BRYAN POLICE DEPARTMENT
AGENCY_ID,177,BUFFALO POLICE DEPARTMENT
AGENCY_ID,179,BULLARD POLICE DEPARTMENT
AGENCY_ID,180,BULVERDE POLICE DEPARTMENT
AGENCY_ID,183,BURKBURNETT POLICE DEPARTMENT
AGENCY_ID,184,BURLESON COUNTY SHERIFF'S OFFICE
AGENCY_ID,185,BURLESON POLICE DEPARTMENT
AGENCY_ID,186,BURNET COUNTY SHERIFF'S OFFICE
AGENCY_ID,187,BURNET POLICE DEPARTMENT
AGENCY_ID,188,BURTON POLICE DEPARTMENT
AGENCY_ID,189,CACTUS POLICE DEPARTMENT
AGENCY_ID,190,CADDO MILLS POLICE DEPARTMENT
AGENCY_ID,191,CALDWELL COUNTY SHERIFF'S OFFICE
AGENCY_ID,192,CALDWELL COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,194,CALDWELL POLICE DEPARTMENT
AGENCY_ID,195,CALHOUN COUNTY ISD POLICE DEPARTMENT
AGENCY_ID,196,CALHOUN COUNTY SHERIFF'S OFFICE
AGENCY_ID,197,CALLAHAN COUNTY SHERIFF'S OFFICE
AGENCY_ID,198,CALVERT POLICE DEPARTMENT
AGENCY_ID,202,CAMERON POLICE DEPARTMENT
AGENCY_ID,208,CANEY CITY POLICE DEPARTMENT
AGENCY_ID,209,CANTON POLICE DEPARTMENT
AGENCY_ID,210,CANYON POLICE DEPARTMENT
AGENCY_ID,212,CARRIZO SPRINGS CISD POLICE DEPARTMENT
AGENCY_ID,214,CARROLLTON POLICE DEPARTMENT
AGENCY_ID,215,CARSON COUNTY SHERIFF'S OFFICE
AGENCY_ID,216,CARTHAGE POLICE DEPARTMENT
AGENCY_ID,218,CASTLE HILLS POLICE DEPARTMENT
AGENCY_ID,219,CASTLEBERRY ISD POLICE DEPARTMENT
AGENCY_ID,220,CASTRO COUNTY SHERIFF'S OFFICE
AGENCY_ID,221,CASTROVILLE POLICE DEPARTMENT
AGENCY_ID,222,CEDAR HILL ISD POLICE DEPARTMENT
AGENCY_ID,223,CEDAR HILL POLICE DEPARTMENT
AGENCY_ID,224,CEDAR PARK POLICE DEPARTMENT
AGENCY_ID,225,CEDAR VALLEY COLLEGE POLICE DEPARTMENT
AGENCY_ID,226,CELESTE POLICE DEPARTMENT
AGENCY_ID,227,CELINA POLICE DEPARTMENT
AGENCY_ID,228,CENTER ISD POLICE DEPARTMENT
AGENCY_ID,229,CENTER POLICE DEPARTMENT
AGENCY_ID,232,CENTRAL TEXAS COLLEGE POLICE DEPARTMENT
AGENCY_ID,234,CHAMBERS COUNTY SHERIFF'S OFFICE
AGENCY_ID,235,CHANDLER POLICE DEPARTMENT
AGENCY_ID,236,CHAPEL HILL NORTHEAST ISD POLICE DEPARTMENT (TITUS)
AGENCY_ID,240,CHILDRESS COUNTY SHERIFF'S OFFICE
AGENCY_ID,241,CHILDRESS POLICE DEPARTMENT
AGENCY_ID,242,CHILLICOTHE POLICE DEPARTMENT
AGENCY_ID,243,CHINA GROVE POLICE DEPARTMENT
AGENCY_ID,244,CHINA SPRING ISD POLICE DEPARTMENT
AGENCY_ID,247,CIBOLO POLICE DEPARTMENT
AGENCY_ID,248,CISCO POLICE DEPARTMENT
AGENCY_ID,252,ANNA POLICE DEPARTMENT
AGENCY_ID,254,AUSTIN CITY MARSHAL'S OFFICE
AGENCY_ID,256,BEVIL OAKS CITY MARSHAL'S OFFICE
AGENCY_ID,257,BOGATA POLICE DEPARTMENT
AGENCY_ID,261,HUDSON POLICE DEPARTMENT
AGENCY_ID,262,LEFORS CITY MARSHAL'S OFFICE
AGENCY_ID,268,PALM VALLEY POLICE DEPARTMENT
AGENCY_ID,273,SAN ANTONIO CITY MARSHAL'S OFFICE
AGENCY_ID,274,SANSOM PARK POLICE DEPARTMENT
AGENCY_ID,275,STAR HARBOR POLICE DEPARTMENT
AGENCY_ID,277,PENITAS POLICE DEPARTMENT
AGENCY_ID,280,CLARKSVILLE POLICE DEPARTMENT
AGENCY_ID,282,CLAY COUNTY SHERIFF'S OFFICE
AGENCY_ID,283,CLEAR LAKE SHORES POLICE DEPARTMENT
AGENCY_ID,284,CLEBURNE POLICE DEPARTMENT
AGENCY_ID,285,CLEVELAND ISD POLICE DEPARTMENT
AGENCY_ID,286,CLEVELAND POLICE DEPARTMENT
AGENCY_ID,287,CLIFTON POLICE DEPARTMENT
AGENCY_ID,288,CLINT POLICE DEPARTMENT
AGENCY_ID,289,CLUTE POLICE DEPARTMENT
AGENCY_ID,290,CLYDE POLICE DEPARTMENT
AGENCY_ID,292,COCHRAN COUNTY SHERIFF'S OFFICE
AGENCY_ID,293,COCKRELL HILL POLICE DEPARTMENT
AGENCY_ID,294,COFFEE CITY POLICE DEPARTMENT
AGENCY_ID,295,COKE COUNTY SHERIFF'S OFFICE
AGENCY_ID,296,COLDSPRING OAKHURST CISD POLICE DEPARTMENT
AGENCY_ID,297,COLEMAN COUNTY SHERIFF'S OFFICE
AGENCY_ID,298,COLEMAN ISD COOP ALTER POLICE DEPARTMENT
AGENCY_ID,299,COLEMAN POLICE DEPARTMENT
AGENCY_ID,300,COLLEGE OF THE MAINLAND CAMPUS POLICE DEPARTMENT
AGENCY_ID,301,COLLEGE STATION POLICE DEPARTMENT
AGENCY_ID,302,COLLEYVILLE POLICE DEPARTMENT
AGENCY_ID,303,COLLIN COUNTY COMMUNITY DISTRICT POLICE DEPARTMENT
AGENCY_ID,304,COLLIN COUNTY SHERIFF'S OFFICE
AGENCY_ID,306,COLLINGSWORTH COUNTY SHERIFF'S OFFICE
AGENCY_ID,307,COLLINSVILLE POLICE DEPARTMENT
AGENCY_ID,308,COLORADO CITY POLICE DEPARTMENT
AGENCY_ID,309,COLORADO COUNTY SHERIFF'S OFFICE
AGENCY_ID,311,COLUMBUS POLICE DEPARTMENT
AGENCY_ID,312,COMAL COUNTY SHERIFF'S OFFICE
AGENCY_ID,313,COMANCHE COUNTY SHERIFF'S OFFICE
AGENCY_ID,314,COMANCHE POLICE DEPARTMENT
AGENCY_ID,315,COMBES POLICE DEPARTMENT
AGENCY_ID,316,COMBINE POLICE DEPARTMENT
AGENCY_ID,317,COMMUNITY ISD POLICE DEPARTMENT
AGENCY_ID,320,CONCHO COUNTY SHERIFF'S OFFICE
AGENCY_ID,321,CONCORDIA UNIVERSITY POLICE DEPARTMENT
AGENCY_ID,322,CONNALLY ISD POLICE DEPARTMENT
AGENCY_ID,324,CONROE ISD POLICE DEPARTMENT
AGENCY_ID,325,CONROE POLICE DEPARTMENT
AGENCY_ID,327,BOSQUE COUNTY CONSTABLE PRECINCT 2
AGENCY_ID,330,BOSQUE COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,332,TOM GREEN COUNTY CONSTABLE PRECINCT 3
AGENCY_ID,334,DENTON COUNTY CONSTABLE PRECINCT 6
AGENCY_ID,337,GALVESTON COUNTY CONSTABLE PRECINCT 2
AGENCY_ID,339,KERR COUNTY CONSTABLE PRECINCT 3
AGENCY_ID,341,KERR COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,511,BLANCO COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,512,BRAZORIA COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,515,GARZA COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,516,GRIMES COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,518,LIMESTONE COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,519,MATAGORDA COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,522,WHARTON COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,655,JOHNSON COUNTY CONSTABLE PRECINCT 2
AGENCY_ID,657,MATAGORDA COUNTY CONSTABLE PRECINCT 2
AGENCY_ID,659,SAN JACINTO COUNTY CONSTABLE PRECINCT 2
AGENCY_ID,791,BRAZOS COUNTY CONSTABLE PRECINCT 3
AGENCY_ID,794,COLORADO COUNTY CONSTABLE PRECINCT 3
AGENCY_ID,795,FALLS COUNTY CONSTABLE PRECINCT 3
AGENCY_ID,798,LAMAR COUNTY CONSTABLE PRECINCT 3
AGENCY_ID,922,CORYELL COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,923,DENTON COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,925,GREGG COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,929,MATAGORDA COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,931,NUECES COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,933,VAN ZANDT COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,1030,EL PASO COUNTY CONSTABLE PRECINCT 6
AGENCY_ID,1092,HOOD COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,1093,LA SALLE COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,1105,CONVERSE POLICE DEPARTMENT
AGENCY_ID,1106,COOKE COUNTY SHERIFF'S OFFICE
AGENCY_ID,1107,COOLIDGE POLICE DEPARTMENT
AGENCY_ID,1110,COPPELL POLICE DEPARTMENT
AGENCY_ID,1112,COPPERAS COVE POLICE DEPARTMENT
AGENCY_ID,1113,CORINTH POLICE DEPARTMENT
AGENCY_ID,1114,CORPUS CHRISTI ISD POLICE DEPARTMENT
AGENCY_ID,1115,CORPUS CHRISTI POLICE DEPARTMENT
AGENCY_ID,1116,CORRIGAN POLICE DEPARTMENT
AGENCY_ID,1118,CORSICANA ISD POLICE DEPARTMENT
AGENCY_ID,1119,CORSICANA POLICE DEPARTMENT
AGENCY_ID,1120,CORYELL COUNTY SHERIFF'S OFFICE
AGENCY_ID,1121,COTTLE COUNTY SHERIFF'S OFFICE
AGENCY_ID,1122,COTTONWOOD SHORES POLICE DEPARTMENT
AGENCY_ID,1128,WILLIAMSON COUNTY CONSTABLE PRECINCT 1
AGENCY_ID,1132,WILLIAMSON COUNTY CONSTABLE PRECINCT 4
AGENCY_ID,1139,COVINGTON POLICE DEPARTMENT
AGENCY_ID,1140,CRANDALL ISD POLICE DEPARTMENT
AGENCY_ID,1141,CRANDALL POLICE DEPARTMENT
AGENCY_ID,1144,CRANE POLICE DEPARTMENT
AGENCY_ID,1145,CRAWFORD POLICE DEPARTMENT
AGENCY_ID,1146,CROCKETT COUNTY SHERIFF'S OFFICE
AGENCY_ID,1147,CROCKETT POLICE DEPARTMENT
AGENCY_ID,1148,CROSBY COUNTY SHERIFF'S OFFICE
AGENCY_ID,1150,CROSBYTON POLICE DEPARTMENT
AGENCY_ID,1151,CROSS PLAINS POLICE DEPARTMENT
AGENCY_ID,1153,CROWELL POLICE DEPARTMENT
AGENCY_ID,1154,CROWLEY POLICE DEPARTMENT
AGENCY_ID,1156,CRYSTAL CITY ISD POLICE DEPARTMENT
AGENCY_ID,1157,CRYSTAL CITY POLICE DEPARTMENT
AGENCY_ID,1158,CUERO POLICE DEPARTMENT
AGENCY_ID,1159,CULBERSON COUNTY SHERIFF'S OFFICE
AGENCY_ID,1160,CUMBY POLICE DEPARTMENT
AGENCY_ID,1161,CUNEY POLICE DEPARTMENT
AGENCY_ID,1162,CUT AND SHOOT POLICE DEPARTMENT
AGENCY_ID,1163,DAINGERFIELD POLICE DEPARTMENT
AGENCY_ID,1164,DAISETTA POLICE DEPARTMENT
AGENCY_ID,1165,DALHART POLICE DEPARTMENT
AGENCY_ID,1166,DALLAM COUNTY SHERIFF'S OFFICE
AGENCY_ID,1167,DALLAS CITY MARSHAL'S OFFICE
AGENCY_ID,1168,DALLAS COUNTY COMMUNITY COLLEGE POLICE DEPARTMENT
AGENCY_ID,1169,DALLAS COUNTY SHERIFF'S OFFICE
AGENCY_ID,1173,DALLAS FT WORTH AIRPORT POLICE DEPARTMENT
AGENCY_ID,1174,DALLAS ISD POLICE DEPARTMENT
AGENCY_ID,1176,DALWORTHINGTON GARDENS POLICE DEPARTMENT
AGENCY_ID,1177,DANBURY POLICE DEPARTMENT
AGENCY_ID,1179,DALLAS AREA RAPID TRANSIT POLICE DEPARTMENT
AGENCY_ID,1181,DAWSON POLICE DEPARTMENT
AGENCY_ID,1182,DAYTON ISD POLICE DEPARTMENT
AGENCY_ID,1184,DAYTON POLICE DEPARTMENT
AGENCY_ID,1185,DEKALB POLICE DEPARTMENT
AGENCY_ID,1186,DE LEON POLICE DEPARTMENT
AGENCY_ID,1187,DESOTO POLICE DEPARTMENT
AGENCY_ID,1188,DEAF SMITH COUNTY SHERIFF'S OFFICE
AGENCY_ID,1189,DECATUR POLICE DEPARTMENT
AGENCY_ID,1190,DEER PARK POLICE DEPARTMENT
AGENCY_ID,1191,DEL RIO POLICE DEPARTMENT
AGENCY_ID,1192,DELTA COUNTY SHERIFF'S OFFICE
AGENCY_ID,1193,DENISON POLICE DEPARTMENT
AGENCY_ID,1194,DENTON COUNTY SHERIFF'S OFFICE
AGENCY_ID,1196,DENTON POLICE DEPARTMENT
AGENCY_ID,1197,DENVER CITY POLICE DEPARTMENT
AGENCY_ID,1199,DEVINE POLICE DEPARTMENT
AGENCY_ID,1200,DEWITT COUNTY SHERIFF'S OFFICE
AGENCY_ID,1201,DIBOLL ISD POLICE DEPARTMENT
AGENCY_ID,1202,DIBOLL POLICE DEPARTMENT
AGENCY_ID,1203,DICKENS COUNTY SHERIFF'S OFFICE
AGENCY_ID,1204,DICKINSON POLICE DEPARTMENT
AGENCY_ID,1205,DILLEY POLICE DEPARTMENT
AGENCY_ID,1206,DIMMIT COUNTY SHERIFF'S OFFICE
AGENCY_ID,1207,DIMMITT POLICE DEPARTMENT
AGENCY_ID,1210,DOMINO POLICE DEPARTMENT
AGENCY_ID,1211,DONLEY COUNTY SHERIFF'S OFFICE
AGENCY_ID,1212,DONNA ISD POLICE DEPARTMENT
AGENCY_ID,1213,DONNA POLICE DEPARTMENT
AGENCY_ID,1214,DOUBLE OAK POLICE DEPARTMENT
AGENCY_ID,1218,DRISCOLL POLICE DEPARTMENT
AGENCY_ID,1219,DUBLIN POLICE DEPARTMENT
AGENCY_ID,1220,DUMAS ISD POLICE DEPARTMENT
AGENCY_ID,1221,DUMAS POLICE DEPARTMENT
AGENCY_ID,1223,DUNCANVILLE POLICE DEPARTMENT
AGENCY_ID,1224,DUVAL COUNTY SHERIFF'S OFFICE
AGENCY_ID,1225,EAGLE LAKE POLICE DEPARTMENT
AGENCY_ID,1226,EAGLE PASS ISD POLICE DEPARTMENT
AGENCY_ID,1227,EAGLE PASS POLICE DEPARTMENT
AGENCY_ID,1228,EARLY POLICE DEPARTMENT
AGENCY_ID,1229,EARTH POLICE DEPARTMENT
AGENCY_ID,1230,EAST CENTRAL ISD POLICE DEPARTMENT
AGENCY_ID,1231,EAST MOUNTAIN POLICE DEPARTMENT
AGENCY_ID,1232,EAST TAWAKONI POLICE DEPARTMENT
AGENCY_ID,1233,EAST TEXAS BAPTIST COLLEGE POLICE DEPARTMENT
AGENCY_ID,1235,EASTLAND COUNTY SHERIFF'S OFFICE
AGENCY_ID,1236,EASTLAND POLICE DEPARTMENT
AGENCY_ID,1240,ECTOR COUNTY ISD POLICE DEPARTMENT
AGENCY_ID,1241,ECTOR POLICE DEPARTMENT
AGENCY_ID,1242,EDCOUCH POLICE DEPARTMENT
AGENCY_ID,1243,EDEN POLICE DEPARTMENT
AGENCY_ID,1245,EDGEWOOD ISD POLICE DEPARTMENT
AGENCY_ID,1246,EDGEWOOD POLICE DEPARTMENT
AGENCY_ID,1247,EDINBURG CISD POLICE DEPARTMENT
AGENCY_ID,1248,EDINBURG POLICE DEPARTMENT
AGENCY_ID,1249,EDNA POLICE DEPARTMENT
AGENCY_ID,1250,EDWARDS COUNTY SHERIFF'S OFFICE
AGENCY_ID,1251,EL CAMPO POLICE DEPARTMENT
AGENCY_ID,1252,EL CENIZO POLICE DEPARTMENT
AGENCY_ID,1255,EL PASO COMMUNITY COLLEGE DISTRICT DEPARTMENT OF PUBLIC SAFETY
AGENCY_ID,1256,EL PASO COMMUNITY COLLEGE POLICE DEPARTMENT
AGENCY_ID,1258,EL PASO ISD POLICE DEPARTMENT
AGENCY_ID,1259,EL PASO POLICE DEPARTMENT
AGENCY_ID,1260,EL PASO COUNTY SHERIFF'S OFFICE
AGENCY_ID,1262,ELECTRA POLICE DEPARTMENT
AGENCY_ID,1263,ELGIN POLICE DEPARTMENT
AGENCY_ID,1265,ELLIS COUNTY SHERIFF'S OFFICE
AGENCY_ID,1266,ELLIS COUNTY CONSTABLE PRECINCT 2
AGENCY_ID,1269,ELMENDORF POLICE DEPARTMENT
AGENCY_ID,1270,ELSA POLICE DEPARTMENT
AGENCY_ID,1271,EMORY POLICE DEPARTMENT
AGENCY_ID,1272,ENCHANTED OAKS POLICE DEPARTMENT
AGENCY_ID,1273,ENNIS ISD POLICE DEPARTMENT
AGENCY_ID,1274,ENNIS POLICE DEPARTMENT
AGENCY_ID,1275,ERATH COUNTY SHERIFF'S OFFICE
AGENCY_ID,1276,ERATH COUNTY CONSTABLE PRECINCT 2
AGENCY_ID,1277,ESCOBARES POLICE DEPARTMENT
AGENCY_ID,1278,ESTELLINE POLICE DEPARTMENT
AGENCY_ID,1279,EULESS POLICE DEPARTMENT
AGENCY_ID,1280,EUSTACE POLICE DEPARTMENT
AGENCY_ID,1281,EVERMAN POLICE DEPARTMENT
AGENCY_ID,1283,FAIR OAKS RANCH POLICE DEPARTMENT
AGENCY_ID,1284,FAIRFIELD POLICE DEPARTMENT
AGENCY_ID,1285,FAIRVIEW POLICE DEPARTMENT
AGENCY_ID,1287,FALFURRIAS POLICE DEPARTMENT
AGENCY_ID,1288,FALLS COUNTY SHERIFF'S OFFICE
AGENCY_ID,1289,FANNIN COUNTY SHERIFF'S OFFICE
AGENCY_ID,1290,FARMERS BRANCH POLICE DEPARTMENT
AGENCY_ID,1291,FARMERSVILLE POLICE DEPARTMENT
AGENCY_ID,1292,FARWELL POLICE DEPARTMENT
AGENCY_ID,1294,FAYETTE COUNTY SHERIFF'S OFFICE
AGENCY_ID,1295,FERRIS ISD POLICE DEPARTMENT
AGENCY_ID,1296,FERRIS POLICE DEPARTMENT
AGENCY_ID,1299,FISHER COUNTY SHERIFF'S OFFICE
AGENCY_ID,1300,FLATONIA POLICE DEPARTMENT
AGENCY_ID,1301,FLORENCE POLICE DEPARTMENT
AGENCY_ID,1302,FLORESVILLE ISD POLICE DEPARTMENT
AGENCY_ID,1303,FLORESVILLE POLICE DEPARTMENT
AGENCY_ID,1304,FLOWER MOUND POLICE DEPARTMENT
AGENCY_ID,1305,FLOYD COUNTY SHERIFF'S OFFICE
AGENCY_ID,1306,FLOYDADA POLICE DEPARTMENT
AGENCY_ID,1307,FOARD COUNTY SHERIFF'S OFFICE
AGENCY_ID,1309,FOREST HILL POLICE DEPARTMENT
AGENCY_ID,1310,FORNEY POLICE DEPARTMENT
AGENCY_ID,1312,FORT BEND COUNTY SHERIFF'S OFFICE
AGENCY_ID,1315,FORT BEND ISD POLICE DEPARTMENT
AGENCY_ID,1316,FORT GATES POLICE DEPARTMENT
AGENCY_ID,1317,FORT STOCKTON POLICE DEPARTMENT
AGENCY_ID,1318,FORT WORTH POLICE DEPARTMENT
AGENCY_ID,1320,FRANKLIN COUNTY SHERIFF'S OFFICE
