Crash_ID,Damaged_Property
15826479,WATER CONSTRUCTION GUARDRAIL END CAPS
15827857,TRAFFIC LIGHT POWER POLE
15827902,25 FEET OF GUARDRAIL
15827914,VEHICLE HIT A CONCRETE MAIL BOX.
15831216,BICYCLE
15831217,GUIDE RAIL
15831221,LIGHTPOLE 25 DOWN
15831225,ROADSIDE SIGN
15831228,CONSTRUCTION FENCING (700
15831235,"LANDSCAPING, YARD STATUE"
15831301,TREE
15831304,LIGHT POLE #386176
15831304,MUELLER 5 1/4 FIRE HYDRANT
15831321,PRIVATE FENCE
15831356,FENCE
15831361,PARKED TRAILER
15831370,BUS SIGN
15831374,MCKINNEY YORK ARCHITECTS
15831432,3FT OF GUARD RAIL IN THE 8500 S IH 35 SV
15831435,REFLECTIVE POLE
15831500,TWO METAL POLES WHICH HOLD CABLE WIRE
15834285,LIGHT POLE
15834287,ROCK WALL
15836653,HIT BRICK WALL FRONT YARD LANDSCAPE
15836681,CAHIN LINK FENCE
15836687,CONCRETE WALL
15836687,DUMPSTER FENCE
15836699,GUARD RAIL 6 FT
15836714,HANDICAP PARKING SIGN AND TREE
15836720,TREE
15836726,FENCE
15836727,ELECTRIC POLE CABLE #281973
15836727,"WOODEN PRIVACY FENCE, METAL POSTS,"
15836729,LIGHT POLE #397252
15836730,TOLL BOOTH BALLARD
15836753,FIRE HYDRANT BROKEN OFF AT THE BASE
15836755,GUARD RAIL
15837052,BARBED WIRE FENCE AT 14216 PARMER LN
15839468,SALLY PORT DOOR
15839668,10-15 FEET OF GUARD RAIL DAMAGE.
15839702,GUARDRAIL
15839706,MAILBOX DESTROYED AND FENCE PUSHED IN
15839708,FIBER OPTIC CABLE
15839709,DIRECTIONAL ROAD SIGN BROKEN
15839799,CAP METRO BUS STOP SIGN
15843145,E/B & S/B DIVIDER
15843146,ONE WAY SIGN
15843160,WALL
15843160,WINDOW
15843246,AT&T WIRE BOX
15843283,PEDESTRIAN ILLUMINATED LIGHTS
15843294,CITY OF AUSTIN LIGHT POLE
15843304,AISD CHAIN FENCE RAN THROUGH BY VEHICLE.
15843560,CHAIN LINK FENCE DAMAGED 40 FEET
15846725,FENCE
15846725,GUARDRAIL
15846787,POWER BOX
15846789,TREE
15846795,METAL SIGNAL LIGHT POLE
15846796,IH35 N ROAD SIGN
15846801,FENCE
15847332,POLE # 392798
15847343,BACK FENCE
15847343,LIGHT POLE
15847395,INFORMATION SIGN EB PROPER AT 4700 BLK
15847412,CONSTRUCTION FENCE/CONCRETE BARRIER
15847826,TOLL BOOTH LANE BARRIER
15850431,METAL FENCE
15850431,FIRE HYDRANT
15851700,KNOCKED OVER U TURN SIGN
15851701,GAS PUMP TILITED AND MOVED
15851719,DAMAGED BICYCLE
15851967,50 FT GUARDRAIL DAMAGE EAST SIDE
15851985,METAL ELECTRICAL POLE
15852081,GUARD RAIL& POST
15853576,GUIDE WIRES
15857015,CEMENT BARRIER
15857016,DAMAGE TO FRONT OF HOUSE>
15857024,FENCE
15857036,POSSIBLE TO BIKE
15857041,NATURAL GAS PIPELINE SIGN
15857113,LARGE DENT AND CRACK IN BUILDING WALL
15857113,BOTH TRAFFIC LIGHT POLES ARE DENTED
15857170,BRICK WALL
15857178,TREE IN CENTER MEDIAN
15857188,FENCE
15857192,FENCE
15857232,FENCE
15857235,PHONE LINE
15857236,METAL GATE AND BRICK PILLAR
15857249,LIGHT POLE # 395053
15857250,FENCE
15857310,GAS LINE MARKER
15857310,LANDSCAPING TREE
15857314,ONE WAY SIGN
15857317,LIGHT POLE AND FIRE HYDRANT
15857317,FENCE
15859923,SMALL TREEE
15860097,STREET SIGN
15860115,GUARDRAIL
15860117,PARKED TRAILER/FENCE
15860117,GARAGE AT 9404 NIGHT STAR
15860211,NONE
15866393,FENCE
15866393,STOP SIGN
15866543,2605 E 7TH ST
15866544,GUARDRAIL
15866698,30-40FT OF GUARDRAIL
15866789,WATER BARRELS
15866797,BUILDING AND GAS LINE
15866798,GUARDRAIL
15866869,175FT GAURDRAIL
15866934,DAMAGE TO WALL OF BUILDING
15866938,DAMAGED BRICK WALL
15867061,CONSTRUCTION BARRIER
15867076,FRONT FENCE OF YARD KNOCKED OVER
15867155,GUARDRAIL
15868591,GUARD RAIL
15868604,TREE
15868738,GUARDRAIL DAMAAGE
15870235,YELLOW FENCE ON PROPERTY DAMAGED
15870342,PARKED TRAILER
15871707,ROCK/METAL FENCE AND CONCRETE WALL
15871712,IDEAL IMAGE LASER HAIR REMOVAL
15871712,TOMO SUSHI
15871783,FENCE & SHED
15871788,PEDESTRIAN CROSSWALK SIGNAL POLE
15873608,ROAD GUARDRAIL
15874431,30 FEET OF GUARD RAIL DAMAGE
15874439,UNIT 1 STRUCK SAFETY BARRICADE AT EXIT
15874483,FENSE
15874489,NO PARKING SIGN KNOCKED DOWN IN 2300 BLK
15874513,PARKING LOT DRIVEWAY (BLACKTOP)
15878007,CHAIN LINK FENCE
15878008,STOP SIGN WITH STREET NAMES
15878075,GAURD RAIL
15878091,BRICK MAILBOX
15878095,LANDSCAPING
15878095,CROSSWALK SIGN
15878178,SEVERAL TREES KNOCKED OVER
15878181,STREET SIGN
15878237,TREE AND POSSIBLY BLDG DAMAGE
15878238,FENCE LOCATED ON PROPERTY LINE
15879988,CAPITAL METRO BUS STOP
15880978,DAMAGE TO BACK LEFT OF TRAILER
15889846,DAMAGED SIGN TO IBM SIGN
15889848,ELECTRIC POLE #242524
15889851,BRICK PILLAR ON SOUTH CURB INDIAN MOUND
15889992,SIED BAR TO LOADING DOCK
15890018,MAILBOX
15890036,CONCRETE DIVIDER
15890044,12 FT OF GUARDRAIL
15890057,SEWER DRAINERS EJIW
15890151,STOP SIGN
15890207,BIKE PATH SIGN/ TOW SIGN
15890211,CONCRETE RETAINING WALL
15890213,BUS STOP SEATING
15890311,LIGHT POLE 365623
15890328,CITY LIGHT POLE #340732
15890334,GUARDRAIL
15890346,BRICK WALL
15890350,WOODEN UTILITY POLE
15890410,DO NOT ENTER SIGN
15890479,STOP SIGN
15890529,YIELD SIGN
15890539,PEDESTRIAN GUARDRAIL DAMAGED.
15892187,25' SECTION OF GUARDRAIL/END CAP
15892194,LIVE OAK TREE
15892195,LIGHT POLE
15892444,CONCRETE BARRICADE
15895600,3 FEET OF STEEL GUARDRAIL
15896053,MAILBOX
15896056,GUARDRAIL
15896060,SIGN
15896268,CONCRETE DRAINAGE DITCH
15896270,GUARDRAIL
15896458,DAMAGE TO METAL FENCE OF THE ROSEWOOD
15896598,WOODEN RAMP PORTCH W RAILING 8FT DAMAGED
15896600,45 FOOT GUARD RAIL
15896616,LIGHT POLE #363213
15896637,FIRE HYDRANT
15896649,120 FEET OF GUARDRAL
15897784,CONCRETE GUARDRAIL
15897786,MAGNA ELECTROSHOCK BICYCLE
15897793,CONCRETE MEDIAN
15898102,UTILITY POLE
15898105,POWER LINE
15898110,FENCE AND TREE
15901281,SOUND WALL
15901686,GUARDRAIL
15902114,GUARDRAIL AT PECAN/MCNEIL
15902122,10 FEET OF 6' TALL WOOD FENCE
15902123,LIGHT POLE 365161
15902159,MAILBOXES
15902199,CITY OF AUSTIN ELECTRIC POLE (#278426)
15902212,MAILBOXES AND YARD
15902215,GUARD RAIL
15902216,METAL GUARDRAIL
15903289,GUARDRAIL AND POST
15904323,AIRPORT FENCE
15904325,TWO WARNING ARROW SIGNS
15904455,AC UNIT ON SIDE OF HOUSE DAMAGED
15904483,CROSS WALK SIGN
15906058,STREET SIGN
15906060,20FT OF FENCE TEKEN OUT. $1000 DAMAGE.
15906067,WATER BARRELS BY CONSTRUCTION WALL
15908104,LEFT PILLAR AT ENTRANCE GATES
15908111,GUARD RAIL
15908118,BUILDING EAST WALL
15908207,MOTORIZED SHOPPING CART
15908214,FRONT FENCE AND YARD AREA
15908309,STONE MAILBOX
15911328,BENT METAL ON PLANTER
15913589,DAMAGE TO GUARDRAIL
15914008,TELEPHONE POLE #244589
15914008,TELEPHONE POLE #244572
15914014,50 FT GUARDRAIL DAMAGE
15914425,LIGHT POLE 319273
15915492,FIBER OPTIC CABLE SIGN
15915499,AUSTIN ENERGY LIGHT POLE
15915506,TREE
15915917,TELEPHONE POLE
15915918,METAL FENCING AND FENCE POSTS
15915921,BUILDING
15917068,TREK BICYCLE. WAS ON BUS BIKE RACK.
15917073,FENCING
15917078,DAMAGE TO LIGHT POLE
15917180,ITS POLE -- TRAFFIC COUNTER
15917311,UTILITY POLE AND TRANSFORMER
15919991,YIELD SIGN
15920034,DAMAGE TO TRUNK OF OAK TREE BY VEHICLE
15921693,TRASH CAN
15921695,#397030
15921745,PEDESTRIAN SIGNAL LIGHT
15925300,FENCE IN FRONT YARD
15925300,GRASS AND LANDSCAPING
15925304,TRAFFIC CONTROL DEVICE
15925313,METAL GUARDRAIL
15925315,DAMAGE TO TOLL
15925369,CONCRETE BARRIERS/MULTIPLE
15925374,CART
15925382,GUARDRAIL DAMAGE
15925385,ABOUT 12 FT OF FENCE
15925455,GAS PUMP
15925488,FIRE HYDRANT
15925494,TX DOT CABLE BARRIER
15925532,SHIMANO SCHWANN BICYCLE
15925943,GAURD RAID DAMAGE
15928022,PINK GRANITE PILLAR OR COLUMN BROKEN
15929403,PILAR SUPPORT AT CHURCH ENTERANCE
15929626,WARNING SIGN BENT OVER
15929626,1 800-959-5325WARNING POLL UPROOTED
15929691,SCRATCHED NORTH SIDE OF POLE #356608
15937487,20' BLACK WROUGHT IRON FENCE
15940138,POSTED PVT PROPERTY TOWING SIGN
15940187,GRASS
15940199,NW CORNER OF WOODEN FENCE
15940207,SPEED LIMIT SIGN
15940210,LANDSCAPEA/ PRIVACY FENCE
15940283,CITY TELEPHONE POLE - 261789
15940291,MAILBOXES
15940338,FENCE
15940350,UTILITY POLE
15940350,STRRET SIGN
15940352,PARKING METER/ STREET SIGNS
15940397,EROSION CONTROL
15940397,GRADING
15940402,PEDESTRIAN CROSSING SIGN
15940438,STATE HWY SIGN
15940440,STONE RETAINING WALL
15940441,NO DAMAGE TO DIVIDER WALL
15940449,FIRE HYDRANT
15940453,GUARD RAIL
15940457,WOODEN PRIVACY FENCE
15940548,A CONSTRUCTION SIGN
15940557,ONE WAY SIGN
15940557,20 FEET OF GUARD RAIL
15940606,GUARDRAIL
15942270,NEIGHBORS FENCE
15942287,80FT GUARD RAIL
15942323,BUILDING
15942323,STEAL TUBE FENCE
15942361,THE CONCRETE BARRIER WAS JUST SCRATCH.
15942367,APPROXIMATELY 50FT OF GUARDRAIL
15942370,"FRONT WHEEL BENT - 24"" FELT BICYCLE"
15942376,"MAILBOX, TREE"
15942377,LIGHT POLE
15942379,GUARD RAIL DAMAGE. ABOUT 60 FEET.
15942410,DENT AT THE BASE OF POLE
15942424,NEWSPAPAER BOXES
15942424,TRASH CAN
15942444,BICYCLE DAMAGED
15942448,FRONT ENTRANCE TO BUILDING
15942454,HWY ENTRANCE SIGN
15942454,CONSTRUCTION BARRICADES
15943447,FRONT END BUMPER
15943447,REAR END DAMAGE
15943451,GUARD CABLE DAMAGE 150 FEET AND 13 POLES
15944017,STOP SIGN
15945613,15 FEET OF IRON FENCEW 1 AIR CONDITIONER
15945616,66 FT OF GUARD RAIL DAMAGE
15945621,FIRE HYDRANT
15945622,GUARDRAIL
15945919,LIGHT POLE
15945998,LIGHT POLE #387745
15945998,SECTION OF BRICK WALL APPROX 15 FT
15946000,GUARDRAIL ON THE SW CORNER OF N IH 35 SV
15946146,COA UTILITY POLE #303098
15946146,ATT TELECOM BOX #MH1746
15946150,ROSE BUSH
15946150,TELEPHONE POLE #269678
15946156,GUARDRAIL
15946196,PLASTIC CRASH BARRIERS (4)
15946216,FENCE AND CEMENT LEDGE
15948354,UTILITY POLE 297025
15948415,BICYCLE
15948421,TRAFFIC SIGN
15948466,FENCE HEAVILY DAMAGED
15948568,GUARDRAIL
15948572,716 UPSON ST
15952092,STOP SIGN
15956076,DAMAGE TO PTS BOLLARDS
15958199,BRICK/IRON ENTRY GATE
15958199,TELEPHONE POLE
15958202,PLANTER DAMAGED
15958202,STOP AND STREET SIGN DAMAGED
15958209,TREES/SHRUBERY/GRASS
15958214,CULVERT
15958227,MOPAC NB BRIDGE NORTHLAND RD
15958237,FRONT YARD BRICK WALKWAY
15958293,PARKED TRAILER
15958294,"TREE HIT, CHIPPED OFF BARK"
15958301,STOP/STREET SIGN ON BIRD CREEK AT QUAIL
15958301,FENCE AT APARTMENTS DAMAGED
15958318,GUARD RAIL
15958374,ELECTRIC SCOOTER
15958391,LIGHT POLE
15958533,UTILITY POLE #397089
15958603,FENCE
15961321,ROCKWALL
15961322,OFFICE BUILDING
15961343,MAILBOX
15961344,BRICK MAILBOX DESTROYED
15961434,GUARD RAIL DAMAGE
15965315,CITY OF AUSTIN WOODEN TELEPHONE POLE.
15965328,LIGHT POLE #388724
15967785,APARTMENT COMPLEX COVERED PARKING AWNING
15969584,SIGNAL LIGHT 389084
15969585,BROKEN FENCE
15969712,I35 SIGN
15969847,SPEED LIMIT SIGN.
15969848,ROCK WALL AND METAL FENCE
15969861,40' OF GUARDRAIL
15972175,DAMAGE TO RETAINING WALL AND BUILDING
15972191,FIRE HYDRANT
15972357,12 FT PARKING LOT SIGN- SCRAPED BASE
15972502,FLAG POLE
15972509,GAURD RAIL
15972515,WALL OF PARKING STRUCTURE
15973418,UT BOLLARD
15974697,GUARDRAIL DAMAGE AT THE ON RAMP FROM 6TH
15974698,FENCE
15974872,NONE
15974874,BRICK WALL
15974884,WOODEN FENCE AND A/C UNIT EXTERIOR.
15975037,ELECTRIC JUCNTION BOX
15975041,PEDESTRIAN CROSSWALK
15975101,ACCESS CONTROL BOLLARD
15975175,UTILITY POLE #382476
15976869,ROAD SIGN TRAFFIC TRAVEL RIGHT OF MEDIAN
15978631,WRONG WAY SIGN
15978678,NONE-NO VISIBLE MARK.
15978679,BICYCLE
15978725,ROOMS FOR YOU FURNITURE SIGN
15978725,CAPITAL METRO BUS SIGN #275
15978784,CONSTRUCTION EQUIPMENT/BARRIER
15978785,METAL GUARDRAIL
15978787,GUARDRAIL AND BARRIER
15978848,10 FT. GUARDRAIL DAMAGED
15982394,GUARD RAIL
15982394,LIGHT POLE #365089
15982416,GARAGE WALL 2ND FLOOR GARAGE
15982460,DAMAGED BRICK WALL ON GREAT HILLS TRAIL
15982521,LIGHT POLE
15982621,RESIDENCE
15982621,PEDESTRIAN CROSS WALK SIGN
15982622,GUARD RAIL DAMAGE
15982652,GUARD RAIL
15982653,FIRE HYDRANT
15982659,NEWSPAPER BOX
15983582,GUY WIRE
15985070,BARRIER
15985080,APPLE IPHONE
15985094,35' GUARD RAIL
15985098,CONSTRUCTION BARRIER
15985145,PRIVATE FENCE
15985162,NO PARKING IN BIKE LANE STREET SIGN
15985168,CROSSWALK SIGNAL LIGHT
15985234,FENCE
15985237,EXIT RAMP CRASH BARRIER
15986966,SIGN-WRONG WAY
15987033,COA FIRE HYDRANT
15987051,SEE NARRATIVE
15987051,SEE NARRATIVE
15987082,BICYCLE STATION
15987082,CITY OF AUSTIN LIGHT POLE
15987085,MEDIAN
15992149,DAMAGED SIGN AND BARRIER
15993246,HYDRAULIC BOLLARD
15996066,LIGHT POLE
15996069,CONCRETE BARRIER
15996084,GUARD RAIL
15996115,WOODEN FENCE
15996115,METAL FENCE
15996125,TRAFFIC LIGHT CAUTION SIGN
15996134,FENCE
15996134,PARKED TRAILER
15996162,NO PARKING SIGN
15996165,GLASS WINDOW TO BUSINESS
15996178,BRICK WALL
15996209,CITY LIGHT POLE #403787
15996213,"CABINET, METAL #12301"
15996216,BLACK GUARD RAIL FENCE
15996245,SEATEN SOUTHWEST HOSPITAL
15996257,LIGHT POLE 397912
15996302,LOAD ON SEMI (HOUSE FRAMING)
15996331,SIGN TO E US 290 HWY SVRD EB
15996363,FENCE
15996365,CONDO BUILDING (THE PLAZA)
15996365,GARBAGE CAN
15996372,CITY LIGHT POLE
15996393,LIGHT POLE #398800
15996401,STREET SIGN AT WEST LYNN AND W 5TH ST
15996419,RETAINER CONCRETE WALL HIT BY V1
15996420,GUARDRAIL DAMAGE
16000513,BLOCK WALL AND WROUGHT IRON FENCE
16000579,TELEPHONE POLE
16000597,CONCRETE BARRIER BETWEEN 1809 AND 07
16000631,20 FEET GUARD RAIL
16000635,UTILITY POLE
16000635,NEIGHBORHOOD SIGN
16000689,VEGETATION ON PRIVATE PROPERTY
16000691,IRON FENCE
16000719,STAIRWELL PAINT
16000722,METAL FENCE ON PROPERTY LINE
16000785,BARRICADE
16000895,GAURD RAIL
16005011,LIGHT POLE 398805 KNOCKED DOWN
16005014,NO PARKING SIGN.
16005019,DAMAGE TO GUARD RAIL ON EAST CURB
16005215,ELECTRIC POLE
16005220,TREE DAMAGE
16005281,STONE WALL ON SIDE OF RESTURANT
16005619,METAL BARRICADE ON SIDE OF ROAD
16007731,PARKING GARAGE ARM LIFT GATE
16009552,(2)PEDESTRIAN CROSSWALK LIGHTS
16009609,HAND RAIL
16009611,BLDG. 7929 GUALT ST
16009614,PED CROSSING POLE
16009620,METAL RAILING
16009622,FENCE
16009668,FLYOVER GUARD RAIL
16009671,WATER BARRIER DAMAGED
16010696,PAKING METER DESTROYED
16011471,LIGHT POLE 405062
16011489,20 X 10 FT ROAD SIGN
16015425,TWO DAMAGED TREES.
16015427,BICYCLE
16015580,GUARD RAIL
16015585,FENCE
16015585,LIGHT POLE
16015596,PEDESTRIAN CROSSING SIGNAL
16015603,DAMAGED SPED LIMIT SIGN
16015783,CITY LIGHT POLE
16015790,CONSTRUCTION SITE BARRIER
16015801,CITY WIRES CONNECTED TO TELEPHONE POLE
16015934,RETAINING BARRELS - WATER HORSE
16015935,UTILITY POLE #401340
16015951,WOODEN ELECTRICAL POLE
16018331,BRICK SUPPORT COLUMN
16021848,EMERGENCY SIGNAL TRAILER
16021848,FIRE HYDRANT
16022108,TREE
16022187,SCHOOL ZONE SIGN WITH CROSSWALK LIGHT
16022187,MAILBOX POLE-4X4
16022196,CENTER DIVIDER OF IH 35
16022239,GUARDRAIL
16022246,LIGHT POLE
16022247,IRON GATE
16022256,MAIN WATER SERVICE VALVE
16022262,CEMENT/METAL VEHICLE BARRIER
16022312,TREE
16022315,TELEPHONE POLE
16022318,MANHOLE COVER
16022321,"3 LIGHT POLES #S. 379278, 406306 210957"
16022328,GARDEN
16022591,PIER
16022600,POWER LINE POLE
16022601,SIDE OF HOUSE
16022604,CONSTRUCTION BARRIER
16027037,GUARDRAIL
16027038,GUARDRAIL
16027044,CITY LIGHT PPOLE
16027056,TREE/FENCE LINE
16027130,"DAMAGE TO YARD,BROWN PICKET FENCE,CEMENT"
16027140,TREE IN FRONT YARD
16030823,WATER BARRICADE
16030825,LARGE PORTION OF BACKYARD WOODEN FENCE W
16031458,BRICK MAILBOX
16035118,OWNER OF DOG HAD GOTTEN FREE AND RAN
16035126,GUARD RAIL ON WEST SIDE OF SERVICE ROAD
16035149,DAMAGED LIGHT POLE AND FENCE.
16035245,GUARD RAILING
16035246,"YARD FENCE, HOUSE, LAWNMOWERS"
16035284,WEIGHT LOSS CLINIC
16035292,CONCRETE BARRIER
16035383,UNOCCUPIED BUILDING
16035385,SUPPORT PILLAR
16035389,PEDESTRAIN GUARDRAIL DAMAGE
16042487,GAS METER
16042498,BRICK WALL
16042544,APPROX 30 FEET OF GUARDRAIL
16042600,GARDEN AREA
16042602,GUARDRAIL
16042611,TREE
16042652,BARRIERS ALONG IH 35 SB
16042698,GUARD RAIL
16042712,PLANTED TREE IN 6900 BLOCK RIVERSIDE
16042771,MAILBOX AND POLE
16044944,LANDSCAPING BOULDER
16044946,MAILBOX
16049565,MINOR WHEEL SCRATCH
16052692,SH 45 TOLL LANE GUARD RAIL / BARRIER
16052693,TREE
16052775,FENCE AROUND PARKING GARAGE.
16052775,BUS STOP BENCH
16052780,STREET SIGN
16052790,CABLE WIRE WHERE PULLED ALONG WITH POLE
16052909,DROVE INTO RESIDENCE. STRUCTURE DAMAGE
16052962,BUS STOP SCHEDULE SIGN
16052962,RAILRAOD CROSSING SIGN
16053017,NO PARKING SIGN
16053033,UTILITY POLE
16053105,FENCE
16053108,APARTMENT WALL
16053316,TELEPHONE POLE
16053322,GUARD RAIL
16053326,LIGHT POLE
16053329,STREET WALK WAY SIGNAL POST
16054049,HIGH LIVESTOCK FENCE
16054055,PARKED TRAILER
16054271,UTILITY POLE # 274724
16054273,"MAILBOX AND POST, SPRINKLERS, METAL POST"
16056337,APPROX 40 FT OF FENCE LINE
16056388,BUILDING
16056389,ROADWAY SIGN
16056402,"""DO NOT ENTER"" SIGN"
16056410,TRAFFIC BOX FOR INTERSECTION
16056507,STATIONARY SIGN (CURVED ROAD)
16056510,LARGE ACCESS GATE IN PARKING GARAGE
16056511,PEDESTRIAN SIGNAL LIGHT
16056512,MEDIAN SPLIT GUARDRAIL
16057876,ELECTRICAL POLE
16058696,25-20 FT OF GUARD RAIL
16058705,CITY BARRIER
16058906,STREET LIGHT
16058906,STREET SIGN
16065299,LIGHT POLE
16065606,GUARD RAIL DAMAGE
16065607,CLOSED ENTRANCE GATE DAMAGE
16065622,CURB DAMAGE AT TEXAS LAND AND CATTLE
16065754,20' GUARDRAIL
16065756,METAL GUARDRAIL
16068655,CROSSWALK
16068655,BUS STOP AREA
16068817,FENCE
16068819,FIRE HYDRANT
16068819,MAIBOX
16068821,OVERHANG PARKING STRUCTURE PILLAR
16068870,STREET SIGN
16068881,WIRE BARRIER SEPERATING N/B FROM S/B
16068891,HIGHWAY BARRIER
16078059,LIGHT POLE
16078059,FENCE AND LANDSCAPING
16078385,UTILITY POLE
16078397,TREE
16078404,TRAFFIC SIGNAL CONTROL PANEL
16078407,YIELD/ONE WAY SIGN
16078611,UTILITY POLE #313775
16078620,"DAMAGE TO FENCE , AND 2 SIGNES"
16078640,CHAIN-LINKED FENCE
16078869,YIELD SIGN
16079036,ONE WAY SIGN
16079036,DAMAGE TO GRASS IN FRONT OF CONDOS
16079036,FIRE HYDRANT
16079036,TWO FENCE POST /TWO BOARDS OF SIDING
16079103,APPROX 157 FT OF RETAINING CABLE/POLES
16079106,MAILBOX
16083449,GARAGE DOOR
16083454,GUARDRAIL
16083461,CONCRETE LEDGE OF PARKING LOT
16083463,HEAVY BUILDING DAMAGE
16083859,CFS BRICK SIGN AND NO PARKING SIGN
16083867,STREET SIGN
16083869,2000 E 18TH STREET
16084384,TRAFFIC LIGHT CONTROL
16086838,KNOCKED OVER FIRE HYDRANT
16086904,120 FT OF GUARDRAIL
16086907,CONCRETE PILLAR - HIGHWAY SIGN
16088834,VEHICLE COLLIDED WITH BUILDING WALL
16088843,CLUB CARNAVAL
16088846,BUILDING STRUCTURE AT ADDRESS & FENCES
16088848,GASOLINE PRICE SIGN
16088849,GUARDRAIL
16088927,LIGHT POLE  (POLE #366433)
16093981,UTILITY POLE #319207
16093982,BUILDING DAMAGE
16093989,DAMAGED TELEPHONE POLE
16094022,LIGHT POLE # 340528
16094027,BICYCLE
16094101,TRASH CAN
16094107,MARQUE BUSINESS SIGN/  LANDSCAPING TREE
16094282,FIRE HYDRANT
16094285,LANDSCAPE
16094293,SPRINKLER SYSTEM IN FLOWER BED
16094296,CONCRETE WALL
16094376,STORE FRONT OF BUILDING
16096720,POKE BOWL
16096727,DAMAGED POLE
16096731,UNDERGROUND UTILTY BOX
16096731,STREET LIGHT POLES # 403306 AND 372049
16096731,APARTMENT ENTRANCE SIGN
16096814,FENCE/TREES
16096816,TRAFFIC LIGHT POLE
16096829,LIGHT POLE
16099256,LIGHT POLE 405012
16099270,GUARD RAILS
16100520,PROHIBITED HAND HELD DEVICE SIGN
16106002,HOUSE
16106002,UTILITY POLE#297113
16106112,IRON FENCE AND BRICKPILLERS WEREDAMAGED
16106116,CROSSWALK SIGNAL
16106133,CROSS WALK INDICATOR SIGN
16106279,YARD
16106279,LANDSCAPE
16106283,GUARD RAIL
16106354,CROSSWALK SIGN
16106358,STREET SIGN
16106402,BLUE BICYCLE
16106415,CABLE BARRIER POLES - 4 X IN MEDIAN
16106417,STORE FRONT/WINDOW
16106417,STORE FRONT/WINDOW
16106508,PRIVACY FENCE
16106527,GATE AND FENCE
16106549,TOLL BOOTH CONCRETE BARRIER AND METAL BA
16111407,DAMAGED BOAT STORAGE BUILDING
16111414,STREET LIGHT POLE #383213
16111496,CITY GUARDRAIL
16111499,FENCE
16114166,STREET SIGN
16115815,TRAFFIC SIGNAL BOX
16115827,UTILITY POLE
16115834,A STREET SIGN POLE WAS KNOCKED OVER.
16115881,TREES
16115884,LIGHT POLE- POLE #: 211325
16115889,LIGHT POLE
16115970,LANDSCAPING ROCK
16119647,FIRE HYDRANT
16119762,SILVER FIRE HYDRANT @SOUTHWEST CORNER OF
16119789,CRASH CUSHIONS
16119821,"FRONT OF THE HOUSE, HOLE IN WALL"
16119908,SCRAPED GUARDRAIL
16119926,APPROX 10 YARDS OF FENCING
16119931,2 STREET SIGNS
16119964,POWER POLE
16120209,CITY LIGHT
16120210,SAFTEY BARRIER AT SPLIT FROM MAIN LANES
16120226,NO PARKING SIGN
16122675,LEFT SIDE GATE DAMAGED
16122684,RODAWAY (GAUGED 50')
16122685,"DAMAGE TO HIGHWAY 3"" DEEP BY 10'LONG"
16122695,GUIDE WIRE IN MEDIAN
16127639,STONE PILLAR TO ENTER GATE HIT BY CAR
16127645,LIGHT POLE AT THIS LOCATION
16127792,GUARDRAIL
16127810,LANDSCAPE DAMAGE
16127842,FRONT FENCE OF 105 W 51ST STREET
16127844,LARGE METAL LIGHT POST
16127850,PEDESTRIAN CROSSWALK SIGNAL DEVICE
16127864,PEDESTRIAN CROSSWALK CONTROL DEVICE
16127864,METAL SGINAL LIGHT POLE
16127868,LIGHT POLL
16127925,METAL GUARD RAIL
16127926,CITY LIGHT POLE
16127969,APPROXIMATELY 60FT OF GUARDRAIL
16127974,GUARD RAIL DAMAGE APPROX. 60 FT
16127977,7105 KILDARE CV
16127981,CROSSING SIGNAL
16127982,UTILITY POLE
16128022,"LANDSCAPING/GRASS,TRASH CANS,POLE,SIGN"
16128022,"LANDSCAPING,GRASS, POLE"
16129178,BACK FENCE TO RESIDENCE
16129302,DAMAGED GUARD RAIL
16129315,GUARD RAIL AT SPLIT
16129324,CONCRET BARRIER
16129384,YELLOW TRAFFIC BARRIER
16129419,BARRIER
16129442,GUARD RAIL FENCE
16130020,2016 SOLAR TECH ARROWBOARD TLR
16133618,WESTBOUND BOLLARD CLOSEST TO CENTER.
16133650,HIGHWAY SIGN
16133700,ROCK WALL
16133716,10 FEET OF BRIDGE GUADRAIL
16133754,TREE ON GOLDEN CHICK LOT
16133760,PARKX PAY TO PARK
16133760,VALET PODIUM AND UMBRELLA
16133774,100' METAL GUARD RAIL
16133849,POST FOR DIRECTING TO PICKUP ENTRANCE/EX
16133851,FENCE BLONGING TO AUTO CENTER
16133855,HANDRAIL AT LOCATION
16133860,30' GUARDRAIL
16133922,METAL FENCING
16133923,COMMUNITY SIGN
16133926,UTILITY POLE
16133943,RESIDENTIAL FENCE
16137229,TEMPORAY CONSTRUCTION BARRIER
16137238,STREET LIGHT POLE #388581
16137239,"FENCE, WTR HTR, A/C, SIDE OF HOUSE"
16137337,BASE DAMAGE ON AN ELECTRIC POLE
16142719,DAMAGED PHONE POLE
16142794,DAMAGE TO CORNER OF BUILDING AND GAS MTR
16142806,"PEDESTRIAN SIGN, GARBAGE CAN, TREE"
16142852,ONE WAY STREET SIGN & METAL POLE
16142883,ELECTRICAL BOX #F27
16142889,TRAFFIC LIGHT POLE/CONTROL BOX
16142948,ABOUT 50FT OF FENCE DESTROYED
16148241,BACKYARD FENCE
16148333,TREES PLANTED ALONG MEDIAN
16148400,GUARD RAIL
