Crash_ID,Damaged_Property
16861302,FIRE HYDRANT KNOCKED DOWN
16861302,NO PARKING SIGN KNOCKED DOWN
16862323,GUARD RAIL
16863212,SPEED LIMIT SIGN
16863254,HAND RAILS AT ROUND ABOUT INTERSECTION
16864726,FENCE
16864726,UTILITY POLE AND ELECTRICAL WIRES
16864729,4 NEW VEHICLES
16864786,CURB DAMAGED ON NORTH SIDE OF FM 969
16868210,POST AND CHAIN FENCE
16868210,FIRE HYDRANT
16870093,CONCRETE BARRIER
16871144,TELEPHONE CABLE BOX
16871147,GUARD RAIL - 20 FT
16871148,MAILBOX
16871215,APARTMENT COMPLEX SIGN
16871252,RADIO POLE
16871265,METAL PIPE (WATER)
16871265,DAMAGE OF SEVERAL BUSHES AND SHRUBS.
16871270,MAIL BOX/ MADE OUT OF WOOD
16871326,STEEL CABLES AND 4 STEEL POSTS
16871377,LANDSCAPE AND HANDICAP CROSSING SIGN
16871383,POLE #303221
16871383,POLE #303203
16871386,TELEPHONE POLE
16873306,GUARD RAIL DAMAGE
16873347,DAMAGED TREE TO FRONT YARD
16873492,FENCING AROUND ROLLER DERBY RINK
16873493,AUSTIN STATE HOSPITAL CEMETERY FENCE
16873497,RETAINING WALL
16873514,GUARDRAIL
16876370,GARAGE DOOR/ENTRANCE WALL/INSIDE WALL
16876495,WATER BARRIER
16880491,GUARDRAIL DAMAGE
16880550,LANDSCAPING
16880569,DAMAGE TO LANDSCAPING
16880571,ELECTRICAL POLE #305552
16880572,ELECTRIC UTILITY BOX/AT&T BOX
16880572,8FT WOODEN PRIVACY FENCE
16880574,METAL / CONCRETE FENCE (BARRIER)
16880598,CONCRETE SLAB THAT HOLDS THE SIGN POLE
16880614,COA FIRE HYDRANT
16880622,"FENCE, SUPPLIES IN BACKYARD"
16880631,25 FT OF GUARD RAIL DAMAGE
16880631,ONE WAY SIGN DOWN
16880632,ELECTRIC POLE 409037
16880663,AGAVE PLANT
16882259,40 FEET GUARDRAIL DAMAGE SOUTH CURBLINE
16882268,GUARDRAIL APPROX 10 FEET
16882279,WOODEN ELECTRICAL WIRE POLE # 335202
16882336,FENCE & TREE
16882337,DESTROYED STREET SIGN AND FIRE HYDRANT
16882403,"FENCE ON DRY CREEK, LANDSCAPING, STONES"
16882403,"PARKING SIGN, HYDRANT."
16884417,15' BRIDGE CLEARANCE SIGN
16884451,SOUTH GUARD RAIL APR 300'
16884460,TREE
16887506,TRASH CAN
16887508,DIRECTIONAL SIGNS
16887508,ROCK WALL
16887510,30 FT GUARDRAIL SCL/3 FT GUARDRAIL N C
16887520,JUMP RENTAL BICYCLE
16892984,METAL/WOOD BARRIERS
16892988,COMMUNICATION POLE/WIRE
16893004,BUILDING
16893055,FRONT OF BUILDING 1
16893062,LIGHT POLE   POLE# 362919
16893100,GUARDRAIL BARRIER
16893106,DAMAGE TO BUS STOP 325
16893169,2 TRAFFIC SIGNS KNOCKED OVER IN CENTER
16893177,TREE AND SHRUBS
16893187,PARKING LOT PERIMETER FENCING/POSTS
16893193,UTILITY POLE #272943
16893231,LIGHT POLE #358747
16893231,~20' GUARD RAIL
16893242,FENCING
16893277,CENTER GUARD WIRE
16893279,APPROXIMATELY 15' OF METAL FENCE
16893280,`10' GUARD RAIL
16895466,NO PARKING SIGN LOCATED AT SOUTH EAST
16895471,DRAINAGE DITCH (EROSION ROCK)
16895704,SHRUBS AND PLANTS
16895710,TREE/YARD
16895745,CHATEAU AVALON APARTMENTS
16897851,UTILITY POLE
16897851,LETTUCE FARM
16900214,YARD DECOR AND LANDSCAPING
16900214,LIGHT POLES AND WIRING
16900228,FENCE DESTROYED
16900230,9500 LISI ANN DR
16900268,PED CROSSING SIGNAL
16900299,STREET SIGN
16900299,15 FEET OF WOODEN FENCE
16900357,GUARD RAIL POLE
16906801,WATER FILLED TEMP BARRIERS / BARRELLS
16906932,FIRE HYDRANT
16906934,FLAGPOLE
16906945,YIELD SIGN
16906950,UTILITY POLE #251935
16906994,GUARDRAIL
16907002,WOODEN TELEPHONE POLE # 353648
16907068,LIGHT POLE
16907068,CABLE PROTECTIVE BARRIER
16908218,DO NOT ENTER SIGN
16908972,ROCK RETENTION WALL
16911316,3 TRAFFIC SIGNAL LIGHTS -WIREING
16911373,GUARDRAIL
16911378,WOODEN PRIVACY FENCE ~10FT
16911396,TREE IN FRONT YARD.
16911396,STOP SIGN AT THE INTERSECTION.
16911446,GUARD RAIL
16911498,FIRE HYDRANT BROKEN OFF.
16911498,POWER POLE #308652 SHEERED OFF AT GROUND
16911501,"CHAIN LINK FENCING, ELECTRONIC KEYPAD"
16912098,DAMAGE TO GUARDRAIL
16912363,GUARDRAIL DAMAGE
16913015,SMALL SCRATCH TO CENTER OF REAR BUMPER
16913624,PEDESTRIAN CONTROL DEVICE
16913628,30 FT GUARDRAIL W WOODEN POSTS
16913634,DAMAGE TO PED. CROSSING SIGN
16913635,STREET SIGN
16913644,ROAD SIGN
16913683,GAURD RAIL - 10-15 FT
16913754,HOUSE
16913754,HOUSE
16914987,MARQUEE SIGN
16917433,SMALL TREE
16917953,BARRIER
16918030,GAURD RAIL
16918085,TXDOT
16918099,BACK LOADER WITH NO DAMAGE
16918146,METAL/PLASTIC PYLONS NEAR WALKWAY
16918190,WATER BARRICADES.
16918198,EXIT SIGN AND CONSTRUCTION WARNING SIGN
16918209,CEMENT RETAINING WALL
16918227,DAMAGE TO FENCE
16918522,50 FEET GAURDRAIL DAMAGE WEST SIDE RDWY
16924054,UTILITY POLE
16924054,CONTRACTOR ADVERTISEMENT SIGN
16924054,TRAFFIC SIGN
16924054,FIRE HYDRANT
16924132,MAIL BOX
16924132,MAIL BOX
16924132,STREET LIGHT POLE #280185
16924141,COA JD ABRAMS WORK TRACTOR
16924146,10 FT OF TEMPORARY CHAIN LINK FENCE. 1 T
16924258,GUARD RAIL
16924364,A TOW AWAY SIGN
16924365,CHAIN-LINK FENCE
16924928,LIGHT FIXTURE
16930609,BUILDING SUPPORT POLES
16930653,1900 TERI RD
16930658,FENCE
16930708,CHAIN LINK FENCE
16930740,METAL RAILING
16930757,METAL GUARD RAIL
16930774,WOODEN UTILITY POLE 204278
16930774,GUARDRAIL
16930776,GUARDRAIL
16930790,BRICK MAILBOX (6408 RAIN CREEK PKWY)
16930791,NO PARKING SIGN
16930852,LIGHT POLE KNOCKED DOWN
16930858,CITY OF AUSTIN LIGHT POLE #259730
16930890,ELECTRIC METER
16930890,FENCE OF RESIDENCE
16932780,LARGE ROCKS
16932791,MINOR DAMAGE TO EAST SIDE OF HOME
16932821,FENCE AND LANDSCAPE DAMAGE
16932829,SIGN POST
16934765,DAMAGE TO HEDGE LINE
16936214,DAMAGE TO FENCE IN THE SOUTHWEST CORNER
16942179,BROWN TELEPHONE POLE...#252256.
16942249,NONE
16942262,COA ELECTRIC POLE 906048
16942268,BICYCLE
16942319,ONE WAY SIGN
16942321,GUARDRAIL APPROX 30FT
16942322,RAODSIE BARRIER
16942324,ELECTRICAL POLE 305416
16942343,ROCK RETAINING WALL AND OAK TREE
16942347,SECURITY GATE
16942373,STOP AND ROAD SIGNS
16942406,MAILBOX AND LANDSCAPING FRONT YARD
16942409,BIKE SIGN
16942425,SCRATCHES TO BRIDGE AND CURB
16942563,RESIDENTS MAILBOX
16942594,ELECTRIC POLE
16942594,ENTRANCE SIGN
16944399,TXDOT PILLARS FOR BIG STREET SIGNS
16946170,STONE PERIMETER WALL
16946174,3 FEET OF COLLAPSIBLE GUARD RAIL
16946203,FRONT GLASS AND WALL OF BUILDING
16946210,POSSIBLY MAIL BOX
16946285,RESIDENCE
16946295,DESTROYED MAILBOX
16949947,CITY OF AUSTIN WATER BARRIERS
16949950,TREE
16950011,LIGHT POLE # 407905
16950012,TELEPHONE POLE #210268
16950019,BLK/YELLOW STRIPED CAUTION SIGN
16950036,"DAMAGE TO CONSTRUCTION SITE, CONEX BOXES"
16950038,ELECTRIC POLE
16950081,"METAL POLE W/""NO U-TURN"" SIGN"
16950164,STREET LIGHT POLE
16952575,REAR HATCH AND BUMPER DAMAGE
16952575,MAJOR FRONT DAMAGE
16953937,FIRE HYDRANT DAMAGED
16954143,2 STREET SIGNS IN CENTER MEDIAN
16954151,TELEPHONE POLE #327673 DAMAGED.
16954167,TREE/CONCRETE PILLAR
16954215,UTILITY POLE 216422
16954616,STONE MAILBOX DESTROYED
16954617,LARGE METAL POLE IN THE PARKING LOT
16954715,TRANSFORMER
16954715,LIGHT POLE (357124)
16956467,TRAILER
16956471,BARK SCRAPED OFF TREE
16956489,GAURDRAIL DAMAGE
16956525,EAST SIDE OF HOUSE
16960645,60 FT GUARD RAIL
16960727,DAMAGED FENCE
16960890,LIGHT POLE #405922
16960890,2019 HONDA CR-V #7FARW1H56KE005630
16962825,STREET LAMP POLE 258651
16962825,PHONE LINE BOX 6745
16962882,FUJI BICYCLE
16962887,BUILDING 7 AND ELECTRIC METERS
16967334,SPEED LIMIT SIGN
16967335,GUARD RAIL
16967337,BUS STOP
16967358,ROCK MAILBOX AND TREE
16967405,UNIT 1 STRUCK THE GARAGE OF 7408
16967432,"PROPERTY FENCE, HOME, AND SHED"
16967434,TREE
16967456,LIGHT POLE #385506
16969281,DAMAGED TOOL SHED
16969284,DO NOT ENTER / EXIT RAMP SIGN AND POLE
16969291,GUARDRAIL/CONCRETE BARRIER
16969356,UNIT 1 RAN INTO BUILDING
16969361,FIRE HYDRANT
16969396,FIRE HYDRANT HIT BY UNIT 1
16971642,GAS METER DAMAGED
16971681,GUARDRAIL
16971696,PROPERTY FENCE
16971696,GUARDRAIL
16971722,BULL CREEK MANAGEMENT LLC
16971722,CITY OF AUSTIN
16975731,TURN ONLY SIGN
16975732,DAMAGE BACKYARD WOODEN FENCE LINE
16975882,CITY SIGN
16975892,MAILBOX
16975893,8107 RESEARCH BLVD SVRD NB
16979355,GUARD RAIL
16979532,CONSTRUCTION BARRIER
16979574,TELEPHONE POLE
16979772,FIRE HYDRANT
16979794,WALL OF DINER
16980011,AUSTIN ENGERY POLE-358872
16980030,GRASS AND DIRT FURROWING
16985759,STREET SIGN
16985969,FENCING OF CEMETERY
16985969,POSSIBLE HEADSTONE DAMAGE
16987049,BACK DAMAGE  CATEGORY 4
16991922,CITY FENCE AND TELEPHONE POLE
16991967,50FEET LENGTH OF 6 FOOT CHAIN LINKFENCE
16991979,WATER UTILITY POLE
16992000,RESIDENCE FENCE
16992043,SIGNAL LIGHT CONTROL CABINET
16992045,ROCK WALL AT CORNER LOCATION DAMAGED
16993466,GUARD RAIL
16993471,50 FEET OF SCRATCHED PAVEMENT
16993471,APPROXIMATELY 100 FEET OF CURTILAGE
16993471,6 FEET OF CURBLINE
16993476,FIRE HYDRANT STANDPIPE 530848
16993518,LARGE TREE
16998040,MAILBOX
16998043,GUARD RAIL
16998043,METAL UTILITY LIGHT POLE
16998051,LIGHT POLE # 207905
16998051,FENCE
16998052,UTILITY POLE
16998055,GUIDE WIRE TO POWER POLE
16998241,CEMENTED LAMP POST WWW.PPPRK.COM
16998244,FRONT LAWN AND GARDEN AND REAINING WALL
16998340,GUARDRAIL
16998343,LIMESTONE MAILBOX
16998397,TREES AND LANDSCAPING
16998412,MAILBOX
16998451,TOOL BOOTH DAMAGE
16998469,TRAFFIC SIGN POLE
16998503,SOUTH SIDE OF THE HOUSE
17001085,COMMERCIAL WINDOW
17001090,GUARD RAIL
17001091,SPRINKLER HEAD (POSSIBLY)
17001112,1 1/2 FT MESH/BLACK ERROSION FENCE
17001174,VEHICLE DAMAGED CHAIN LINK FENCE
17001229,DIVIDER WALL
17007221,ROCK WALL DAMAGED
17007262,GUARD RAIL DAMAGE
17007280,CROSSWALK SIGNAL
17007280,METAL FENCE
17007353,LIGHT POLE 220934
17007390,ONE WAY SIGN
17007433,U-TURN SIGN
17007435,5FT LANDSCAPE WALL
17007472,DOWNED TREES IN MEDIAN
17009180,TOLL BOOTH AND CURB
17014022,STREET SIGN
17014103,MEDIAN BARRIER FENCE
17014169,GUARDRAIL
17014205,FENCE
17014264,DAMAGED TREE AND BUSH
17014321,CROSSWALK LIGHT POLE KNOCKED DOWN
17014322,STOP SIGN SENDERO HILL PKWY/ALSACE TRL
17014331,WRONG WAY SIGN
17014383,STREET SIGNS
17014393,APARTMENT SIGN/FENCING
17017155,CONCRETE BARRIER
17017156,DAMAGE TO CUSTOM BUILT STEEL MAILBOX.
17017275,CONCRETE WALL
17017279,RESIDENTIAL GARAGE
17017286,DAMAGE TO VACANT BUILDING
17017295,MAILBOX
17017300,FIRE HYDRANT KNOCKED OVER
17021014,MISC TREES AND THINGS IN YARD
17021042,GRASS MEDIAN UPROOTED
17021043,GRASS MEDIAN UPROOTED
17021076,FENCE
17021079,STREET SIGN
17021086,GUARDRAIL
17021095,NO PARKING SIGN / REFLECTOR POST
17021189,POWERLINE # 306321
17026622,COA FIRE HYDRANT
17026739,APPROX 10 FT OF GUARDRAIL
17026817,WATER BARRELS
17026827,DAMAGE TO WOOD DECORATIVE FENCE
17026832,TRAFFIC METERING BOX DESTROYED
17026874,TRAILER
17026878,ONE WAY SIGN
17026879,30 FT IMPACT ATTENUATOR
17026881,FENCE AND GUARDRAILS
17026886,STREET
17029759,TRAFFIC LIGHT BOX
17029850,LIGHT POLE #357240
17038502,TRAFFIC CONTROL BOX
17038502,STONE WALL
17038977,YIELD SIGN
17039036,SLIPPERY WHEN WET STREET SIGN W/POST
17040540,1308 W 12TH ST AUSTIN TX
17040558,SW CURBLINE CROSSWALK POLE
17040574,TELEPHONE POLE
17040639,TREES AND FENCE
17043170,TELEPHONE POLE # 287706
17043172,BRIDGE OVER US 183
17043183,BACKYARD FENCE
17043183,25MPH SPEED LIMIT SIGN
17043190,GUARDRAIL AND FENCE DAMAGED
17043191,TEMPERARY BARRIER WALL
17045449,PHONE POLE
17045456,STOP SIGN
17045501,STONE PILLAR/WATER IRRIGATION SYSTEM
17045535,"TRAFFIC SIGN [NORTH, <--, LOOP 1]"
17052207,BARRICADE
17052279,BOX 3-6
17052288,SIGN AND FENCE.
17052291,20 FT OF METAL GUARDRAIL
17052293,SPEED LIMIT SIGN
17052394,TELEPHONE POLE GUIDE WIRE
17052394,SIGN AND TREES
17052411,CITY BUS STOP BENCH STOP ID # 1686
17052448,MAILBOX
17052479,LIGHT POLE/ELECTRICAL BOX
17052517,POLE #378746
17052522,TXDOT CRASH BARRIER
17052530,RAILING DAMAGED
17052540,EXIT SIGNAGE
17052576,ONE WAY SIGN
17052576,GAURDRAIL
17052586,LARGE TREE
17052600,METRO BUS STOP SIGN 1545
17052600,ROAD WARNING SIGNS
17052601,10'FENCING. SECURE ACCESS GATE
17052629,30 FT GUARD RAIL
17052633,ELECTRIC POLE 231961 DENT AND LEANING
17052638,TXDOT GAURDRAIL
17054413,TEMP CONSTRUCTION BARRIER
17056362,INTERSECTION STREET/STOP SIGN
17057172,MAILBOX
17057172,"MAILBOX, DECORATIVE"
17058821,UTILITY POLE
17059207,HWY SIGN SUPPORT POST
17061357,BARBED WIRE FENCE
17061371,LIGHT POLE IN 5000 BLK OF SH 71
17061452,70 FEET OF METAL FENCING
17061458,DAMAGE STOP SIGN
17064968,GUARD RAIL DAMAGE
17065070,GUARD RAIL
17065077,BARBWIRE FENCE
17065158,30 FEET WOODEN PRIVACY FENCE
17065236,GUARD RAIL
17065269,BARREL BUMPER
17067937,2 WAY PEDESTRIAN CROSSING LIGHT/POLE
17067986,LANE INDICATOR SIGN ON POLE
17067989,STREET SIGN NB 1ST NORTH OF RAMBLE LN
17070161,BROKEN LIGHT POLE 404674
17070271,CITY PROPERTY
17070274,30FT GUARDRAIL
17071730,ELECTRICAL BOX
17071730,WATER HYDRANT
17073372,POSTAL BOX
17073419,LIGHT POLE
17074257,DENT TO THE BACK LEFT PANEL.
17077459,TRAILER
17077465,CHAIN LINK FENCE
17077477,WOOD FENCE
17077484,DAMAGE TO TRANSMISSION POLE FOUNDATION
17077565,POLE 410902 DAMAGED CAUSING POWER OUTAGE
17077619,10 FEET OF GUARD RAIL
17079254,MAILBOX
17079305,FENCE AROUND APARTMENT COMPLEX
17081960,EL POLLO RICO
17081969,MAIL BOX DESTROYED
17083226,WROUGHT IRON FENCE
17083236,COLLAPSIBLE BARRIER AT CONCRETE DIVIDER
17083280,PEDESTRIAN CROSSING SIGNAL
17083293,HIGHWAY SIGN
17083298,MAIL BOX
17083353,CONSTRUCTION ARROW BOARD #2257
17083355,TRAFFIC BARREL
17083443,2 BENCHES COMPLETELY TAKEN OUT
17083443,MINOR DAMAGE TO TELEPHONE POLE
17083467,BUILDING #21 PILLAR
17085754,DAMAGED MAILBOX
17085823,FIRE HYDRANT
17088567,NEWSPAPER STAND
17088567,NEWSPAPER STAND
17088567,NEWSPAPER STAND
17088567,STREET SIGN
17090876,ROAD SIGN
17092239,CROSS WALK SIGN
17092242,RM2244 STREET SIGN
17092245,CHAIN-LINK FENCE
17092245,CHAIN-LINK FENCE
17092292,BROKEN WINDOW AND PARKING LOT PILLAR
17092306,3205 PLANTATION RD HIT BY VEHICLE
17092306,3207 PLANTATION RD HIT BY VEHICLE
17092326,INERSOLL RAND ATRICULATED DRUM ROLLER
17092326,SAKAI ARTICULATED DRUM ROLLER
17092349,MINOR SCRATCHES
17092399,PEDESTRIAN TRAFFIC CONTROL DEVICE
17092403,APARTMENT COMPLEX SIGN
17092422,METAL BLACK FENCE
17092444,"MAILBOX, CIRCLE K GAS STATION"
17092493,AROMA RELAX
17096519,PLAYGROUND EQUIPMENT
17096529,CROSSWALK SIGNAL
17096541,150 FEET OF FENCE
17096700,FIRE HYDRANT
17096709,GUARD RAIL
17098894,STREET SIGNAGE
17098908,CROSSWALK SIGN KNOCKED DOWN ON EAST SIDE
17098983,APARTMENT COMPLEX
17099019,BUILDING GLASS AND BRICK PILLAR
17102788,CITY POLE
17103786,LANDSCAPING AND ROAD MARKER
17103798,GUARDRAIL
17103892,CHEVRON GAS STATION WALLS
17103896,DAMAGED STONE WALL
17103909,ELECTRIC POLE
17103959,TREE STRUCK BY VEHICLE
17106156,FIRE HYDRANT
17106174,BUS STOP 3149
17106174,TREE NEXT TO BUS STOP
17106180,ELECTRICAL BOX
17106210,FRONT OF HOUSE
17106834,CINELLI TUTTO BICYCLE
17109471,PEDESTRIAN CROSSING SIGNAL
17109474,GUARDRAIL
17109509,FIRE HYDRANT
17109528,CABLE WIRE
17110572,CATTLE FENCING
17111457,LAND SCAPING
17111457,"LIGHT POLE, PRIVATE"
17115873,TREE KNOCKED DOWN
17118932,DAMAGE TO ROCK WALL IN FRONT
17118960,APPROX 15-20 FT OF YEL PLASTIC BARRIER
17118962,RESIDENCE MAILBOX
17119008,"MAILBOX RUN OVER, REMOVED FROM GROUND"
17119008,"HOUSE, CARPORT, BUSHES, GRASS"
17119100,4 FEET OF CONCRETE RETAINING WALL
17119195,BIKE ROUTE 41 SIGN KNOCK OVER. DAMAGED
17119258,FIRE HYDRANT
17119327,20 FT OF GUARD RAIL
17121408,RETAINING WALL
17127181,ELECTRICAL BOX IN FRONT YARD
17127192,GUARDRAIL - 40 FEET SB SHOULDER
17127367,LIGHT POLE
17127376,GARBAGE CAN
17127376,FIRE HYDRANT
17127410,"LIGHT POLE CENTER MEDIAN, POLE #369484"
17127425,TREE
17127442,2 SIGNS
17127442,WALL AND SHRUBS DAMAGED BY UNIT 1
17127488,LARG TREE AND YARD DECOR
17127533,FIRE HYDRANT
17127537,LIGHT POLE POLE #321232
17127540,CROSS WALK SIGN
17128118,POLE 229742
17128118,POLE 229832
17132110,30 YARDS GUARDRAIL ON WEST SIDE OF STREE
17132181,GUARD RAIL DAMAGE
17132181,MAILBOX
17132360,ROADWAY EXIT SIGN
17132360,ROADWAY GUARD RAIL
17132372,AT&T POLE 096
17132384,LIGHT POLE # 370134
17132430,FRONT YARD
17132430,SIGNAL LIGHT POLE
17132432,2 DAMAGED FENCE POSTS
17132432,ELECTRICAL BOX
17132433,"SOLAR UTILITY POLE, STREET SIGHS"
17134409,FENCE
17135619,CITY NO PARKING SIGN POLE KNOCKED OVER.
17135632,GUARDRAIL
17135697,FIRE HYDRANT #297
17135714,LIGHT POLE # 211771
17135714,TREE IN FRONT YARD
17135737,MAIL BOX
17135817,POLE/ WIRE DAMAGE 6000 BLK E SIDE ROAD
17136943,FENCING AND LAWN
17136978,UTILITY ELECTRIC POLE
17138213,TREE IN MEDIAN
17138216,ARROWBOARD MB110
17138216,ORANGE CONE
17138282,LIGHT POLE
17139932,ORBEA BICYLE
17140202,CHAIN LINK FENCE
17140204,GAURD RAIL
17140207,DOUBLE LAMP LIGHT POLE
17140229,FENCE
17140230,ENTRY GATE
17140242,TRAFFIC SIGNAL POLE
17140252,AUSTIN ENERGY POLE #337929
17140289,GUARD RAIL
17140316,PEDESTRIAN CONTROL DEVICE
17143863,AUSTIN ENGERGY POLE #401594
17143929,SLAUGHTER EXIT SIGN RIGHT POST BROKEN
17144010,"STOP SIGN, YIELD SIGN"
17144010,"2 STROAGE SHEDS,FENCE,AC,"
17144044,OFFICE BUILDING
17144044,ROD IRON FENCE
17144049,FENCE AROUND OUTSIDE OF PROPERTY
17144053,GUARDRAIL
17144099,CENTER PROTECTION BARRIER FENCE
17144183,POWER POLE
17144185,2 ROADSIDE SIGNS
17145961,60 FEET OF METAL FENCE
17145965,RESIDENCE
17145973,CROSSWALK SIGNAL LIGHT
17145979,POLE
17146149,SCHOOL FENCE DAMAGE.  APPROX $400.00
17147033,GUARD RAIL APPROXIMATELY 200 FT
17150114,WATER BARRIER
17150156,CONCRETE JERSEY BARRIER/WALL
17150442,CEMENT PILLAR
17152259,FIRE HYDRANT
17152270,APPROX 10 FEET GUARD RAIL
17152290,MAILBOX
17152311,UTILITY POLE
17152315,ONE WAY SIGN
17152335,GUARDRAIL
17152339,DAMAGE TO PRIVACY FENCE AT ADDRESS
17156390,GUARDRAIL ON LEFT SIDE OF ROADWAY
17157848,SCRAPES AND PAINT TRANSFER
17158035,TRAFFIC CONTROL DEVICE
17158433,PAINT TRANSFER TO CEMENT CEILING
17158724,GUARD RAIL AT I35 SB 6400 BLK
17158781,MAIL BOX
17158786,FENCING
17158786,AUSTIN ELECTRIC POLE # 240396
17158808,PRIVACY FENCE
17158808,STOP SIGN AT TOPPERWEIN DR/MACMORA RD
17158869,PEDESTRIAN CROSSING POLE SING
17158871,DAMAGE TO A FENCE ON WEST SIDE OF 2222
17158909,COMMUNITY MAILBOX
17158911,STOP SIGN
17158920,100' GUARDRAIL
17158922,PEC ELECTRICAL BOXES
17158922,AT&T COMMUNICATION BOX
17158936,COA LIGHT POLE #380140
17158939,40' GUARDRAIL IN 2000 BLK EB
17158940,CENTER MEDIAN (WIRE DIVIDER)
17158994,PLASTIC GUARD RAIL
17159055,APPROX. 20 FT OF GAURDRAIL
17159069,MOTION CENSORS X 2
17159137,SCUFFED REISED CURB / MEDIAN
17159143,FIRE HYDRANT / GRASS
17159263,GUARDRAIL
17159265,"TREE, CRAPE MYRTLE"
17159265,"MAILBOX, UNITED STATES POSTAL SVC"
17159270,FRONT YARD ACCESSORIES
17161660,UTILITY POLE
17164216,GUARD RAIL
17164221,GUARDRAIL DAMAGE IH35 SVRD NB/ TERRI RD
17164224,NORTH ENTRANCE GATE
17164239,MASONRY WALL
17164362,WINDOW DAMAGE AND POSSIBLE HOUSE DAMAGE
17164365,HANDICAP PARKING SIGN AND LANDSCAPING
17164415,STRUCTURAL DAMAGE TO HOUSE
17164416,FIRE HYDRANT
17168682,SECURITY GATE
17168684,POWER POLE 317220
17168768,TREE & IRRIGATION
17168769,GUARDRAIL
17168777,FENCE AT 1100 VASQUEZ ST
17168814,WALL AND MAILBOX
17168822,GUARD RAIL AND TXDOT POLE
17168824,WATER BARRICADES
17168848,CONSTRUCTION EQUIPMENT
17169336,"3FT BRICK WALL, SECURITY GATE, TREE"
17169336,FIRE HYDRANT
17169382,NFS POLE #209603
17169389,AVALON PALM SIGN
17169389,STOP/STREET SIGN
17170712,PEDESTRIAN CROSSING LIGHT ACTIVATOR
17172233,DENT TO POLE 35339
17172287,ROSE BUSHES/BUSINESS SIGN
17174202,APPROX 10 FEET OF 6 FOOT CEDAR FENCE
17174207,FIRE HYDRANT
17174207,STONE WALL
17179497,STREET SIGN AND TREES
17179505,GUARDRAIL
