Crash_ID,Unit_Nbr,Prsn_Nbr,Charge_Cat_ID,Charge,Citation_Nbr
16831805,2,1,,NO CHARGES,
16831806,1,1,,NO CHARGES,
16831807,1,1,,NO CHARGES,
16831808,1,1,,NO CHARGES,
16831808,2,1,,NO CHARGES,
16831809,1,1,,NO CHARGES,
16831811,1,1,,NO CHARGES,
16831812,1,1,,NO CHARGES,
16831813,1,1,,NO CHARGES,
16831814,1,1,,NO CHARGES,
16831816,1,1,,NO CHARGES,
16831817,1,1,,NO CHARGES,
16831856,1,1,,FAIL TO YIELD LEFT TURN,E1635555
16831856,1,2,,NO CHARGES,
16831856,2,1,,NO CHARGES,
16831856,3,1,,NO CHARGES,
16831856,4,1,,NO CHARGES,
16831858,1,1,,NO CHARGES,
16831858,2,1,,NO CHARGES,
16831858,3,1,,NO CHARGES,
16831858,3,2,,NO CHARGES,
16831858,3,3,,NO CHARGES,
16831860,1,1,,UNSAFE MOVEMENT LEFT,E16812605
16831860,2,1,,NO CHARGES,
16831860,2,2,,NO CHARGES,
16831860,3,1,,NO CHARGES,
16831861,1,1,,FAIL TO YIELD - STOP SIGN,E16707594
16831861,2,1,,NO CHARGES,
16831861,3,1,,NO CHARGES,
16831862,1,1,,NO CHARGES,
16831864,1,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,E16942539
16831864,1,2,,NO CHARGES,
16831864,2,1,,NO DL  / FTMFR,E16942538
16831865,1,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,E16782043
16831865,1,1,,NO DRIVERS LICENSE,E16782043
16831865,2,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,E16777033
16831866,1,1,,RAN STOP SIGN,E16885116
16831866,2,1,,NO CHARGES,
16831866,2,2,,NO CHARGES,
16831867,1,1,,NA,
16831868,1,1,,NO CHARGES,
16831869,1,1,,NO INSURANCE,E16855067
16831869,1,1,,NO DRIVERS LICENSE,E16855067
16831869,1,2,,NO CHARGES,
16831869,1,3,,NO CHARGES,
16831870,1,1,,NO CHARGES,
16831870,2,1,,NO CHARGES,
16831872,1,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,E16944086
16831872,1,1,,NO DRIVERS LICENSE,E16944086
16831872,2,1,,NO CHARGES,
16831878,1,1,,FAILED TO MAINTAIN ASSURED CLEARED DISTANCE,E16845569
16831878,2,1,,NO CHARGES,
16831885,1,1,,NO CHARGES,
16831888,1,1,,NO CHARGES,
16831890,1,1,,DWI,
16831891,1,1,,NO CHARGES,
16831891,2,1,,NO CHARGES,
16831892,1,1,,NO CHARGES,
16831893,1,1,,RAN RED LIGHT,E16710684
16831893,2,1,,NO CHARGES,
16831893,3,1,,NO CHARGES,
16831894,1,1,,NO CHARGES,
16831894,1,2,,NO CHARGES,
16831895,1,1,,NO CHARGES,
16831896,1,1,,UNSAFE MOVEMENT LEFT/RIGHT,E16771627
16831896,1,2,,NO CHARGES,
16831896,2,1,,NO CHARGES,
16831897,1,1,,UNSAFE MOVEMENT LEFT,
16831897,2,1,,NO CHARGES,
16831926,1,1,,NO DRIVERS LICENSE,E16989101
16831926,1,1,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,E16989101
16831926,2,1,,NO CHARGES,
16831927,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,E16776551
16831927,1,2,,NO CHARGES,
16831927,2,1,,NO CHARGES,
16831928,1,1,,UNSAFE TURN,E16818635
16831928,2,1,,NO CHARGES,
16831928,2,2,,NO CHARGES,
16831928,2,3,,NO CHARGES,
16831928,2,4,,NO CHARGES,
16831928,2,5,,NO CHARGES,
16831928,3,1,,NO CHARGES,
16831928,4,1,,NO CHARGES,
16831929,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE/ NO INSURANCE,190030314
16831929,2,1,,NO CHARGES,
16831930,1,1,,NO CHARGES,
16831931,1,1,,NO CHARGES,
16831932,1,1,,RAN RED LIGHT,E16955123
16831932,2,1,,NO CHARGES,
16831933,1,1,,AMC FOLLOWING TOO CLOSELY - COLLISION,E16717511
16831933,2,1,,NO CHARGES,
16831934,1,1,,NO CHARGES,
16831935,1,1,,FTYROW-LEFT TURN FROM PRIVATE DRIVE,14215175
16831935,2,1,,NO CHARGES,
16831936,1,1,,NO CHARGES,
16831936,2,1,,NO CHARGES,
16831937,1,1,,NO CHARGES,
16831937,3,1,,NO CHARGES,
16831937,3,2,,NO CHARGES,
16831937,3,3,,NO CHARGES,
16831937,3,4,,NO CHARGES,
16831937,4,1,,NO CHARGES,
16831938,1,1,,RAN REDLIGHT,E16910065
16831938,2,1,,NO CHARGES,
16831939,1,1,,FAILURE TO YIELD - LEFT TURN,E16
16831939,2,1,,NO CHARGES,
16831939,2,2,,NO CHARGES,
16831940,1,1,,NO CHARGES,
16831940,2,1,,NO CHARGES,
16831941,1,1,,FAILED TO YEILD RIGHT OF WAY,E16838064
16831941,2,1,,NO CHARGES,
16831942,1,1,,FAIL TO MAINTAIN ASSURE CLR DISTANCE,E16778059
16831942,2,1,,NO CHARGES,
16831943,1,1,,FAILED TO YIELD FROM PRIVATE DRIVE OR ALLEY,E16989102
16831943,2,1,,NO CHARGES,
16831944,1,1,,NO CHARGES,
16831944,2,1,,NO CHARGES,
16831945,1,1,,NO CHARGES,
16831945,2,1,,NO CHARGES,
16831945,3,1,,NO CHARGES,
16831945,4,1,,NO CHARGES,
16831946,1,1,,NO CHARGES,
16831946,2,1,,NO CHARGES,
16831946,2,2,,NO CHARGES,
16831946,2,3,,NO CHARGES,
16831946,2,4,,NO CHARGES,
16831946,2,5,,NO CHARGES,
16831947,1,1,,NO CHARGES,
16831948,1,1,,NO CHARGES,
16831949,1,1,,NO CHARGES,
16831949,1,2,,NO CHARGES,
16831953,1,1,,FALSE LOG-MAKING A FALSE REPORT,TX5CV39DAMV9
16831980,1,1,,NO CHARGES,
16831981,1,1,,FOLLOWING TOO CLOSELY - COLLISION,E16719511
16831981,1,1,,NO DRIVERS LICENSE,E16719511
16831981,2,1,,NO CHARGES,
16831982,1,1,,FTYROW- TURNING LEFT,E16865532
16831982,2,1,,NO CHARGES,
16831982,3,1,,NO CHARGES,
16831983,1,1,,NO CHARGES,
16831983,2,1,,NO CHARGES,
16832779,1,1,,PASSING IN NO PASSING ZONE,E16838544
16832779,2,1,,NO CHARGES,
16833413,1,1,,NO DRIVER'S LICENSE,BS00219524
16833413,1,1,,RAN RED LIGHT,BS00219524
16833413,2,1,,NO CHARGES,
16835326,1,1,,NO CHARGES,
16835326,2,1,,NO CHARGES,
16835326,2,2,,NO CHARGES,
16835326,2,3,,NO CHARGES,
16835326,2,4,,NO CHARGES,
16835326,2,5,,NO CHARGES,
16835327,1,1,,DWI,190012184
16835327,2,1,,NO CHARGES,
16835328,1,1,,NO CHARGES,
16835329,1,1,,NO CHARGES,
16835329,1,2,,NO CHARGES,
16835330,1,1,,NO CHARGES,
16835330,1,2,,NO CHARGES,
16835330,1,3,,NO CHARGES,
16835330,1,4,,NO CHARGES,
16835330,1,5,,NO CHARGES,
16835330,2,1,,NO CHARGES,
16835331,1,1,,FTMACD,E16944554
16835331,2,1,,NO CHARGES,
16835332,1,1,,FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY,E16879064
16835332,1,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,E16879064
16835332,2,1,,NO CHARGES,
16835333,1,1,,NO CHARGES,
16835333,1,2,,NO CHARGES,
16835334,1,1,,DWI,
16835334,2,1,,NO CHARGES,
16835334,3,1,,NO CHARGES,
16835335,1,1,,NO CHARGES,
16835335,2,1,,NO CHARGES,
16835335,3,1,,NO CHARGES,
16835336,1,1,,NO CHARGES,
16835336,1,2,,NO CHARGES,
16835336,1,3,,NO CHARGES,
16835336,1,4,,NO CHARGES,
16835345,1,1,,NO CHARGES,
16835345,2,1,,NO CHARGES,
16835345,3,1,,NO CHARGES,
16835345,4,1,,NO CHARGES,
16835347,1,1,,FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY,E16948082
16835348,1,1,,FTYROW LEFT TURN AT INTERSECTION,E16885526
16835348,2,1,,NO CHARGES,
16835393,1,1,,NO CHARGES,
16835394,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,E16938114
16835394,2,1,,NO CHARGES,
16835394,2,2,,NO CHARGES,
16835395,1,1,,NO CHARGES,
16835395,2,1,,NO CHARGES,
16835395,3,1,,NO CHARGES,
16835395,3,2,,NO CHARGES,
16835395,3,3,,NO CHARGES,
16835396,1,1,,RAN RED LIGHT/NO DL,E16808018
16835396,2,1,,NO CHARGES,
16835396,2,2,,NO CHARGES,
16835398,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16960563
16835399,1,1,,NO CHARGES,
16835399,2,1,,NO CHARGES,
16835400,1,1,,NO CHARGES,
16835400,2,1,,NO CHARGES,
16835402,1,1,,NO DRIVERS LICENSE,E16787558
16835402,1,1,,FTMACD,E16787558
16835402,2,1,,NO CHARGES,
16835402,2,2,,NO CHARGES,
16835402,2,3,,NO CHARGES,
16835402,2,4,,NO CHARGES,
16835403,1,1,,NO CHARGES,
16835403,2,1,,NO CHARGES,
16835404,1,1,,NO DL,E16958069
16835404,1,1,,FOLLOWING TOO CLOSELY- COLLISION,E16958069
16835404,1,1,,FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY,E16958069
16835404,2,1,,NO CHARGES,
16835432,1,1,,FAILURE TO YEILD TO STOP SIGN,E16849514
16835432,2,1,,NO CHARGES,
16835432,2,2,,NO CHARGES,
16835433,1,1,,FAILUER TO MAINTAIN AN ASSURED CLEAR DISTANCE,E16787044
16835433,2,1,,NO CHARGES,
16835434,1,1,,NO CHARGES,
16835434,2,1,,NO CHARGES,
16835434,3,1,,NO CHARGES,
16835434,3,2,,NO CHARGES,
16835435,1,1,,NO CHARGES,
16835435,2,1,,NO CHARGES,
16835436,1,1,,NO CHARGES,
16835436,2,1,,NO DRIVERS LICENSE,E16782551
16835437,1,1,,NO CHARGES,
16835438,1,1,,NO CHARGES,
16835439,1,1,,NO CHARGES,
16835439,2,1,,NO CHARGES,
16835439,2,2,,NO CHARGES,
16835440,1,1,,NO CHARGES,
16835440,2,1,,NO CHARGES,
16835442,1,1,,NO CHARGES,
16835442,1,2,,NO CHARGES,
16835442,2,1,,NO CHARGES,
16835442,3,1,,NO CHARGES,
16835442,4,1,,NO CHARGES,
16835442,4,2,,NO CHARGES,
16835443,1,1,,AMC FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16784545
16835443,2,1,,NO CHARGES,
16835444,1,1,,NO CHARGES,
16835444,2,1,,NO CHARGES,
16835445,1,1,,NO CHARGES,
16835445,2,1,,NO CHARGES,
16835447,1,1,,NO CHARGES,
16835449,1,1,,DWI,
16835449,1,2,,NO CHARGES,
16835450,1,1,,NO CHARGES,
16835451,1,1,,NO CHARGES,
16835451,1,2,,NO CHARGES,
16835451,1,3,,NO CHARGES,
16835452,1,1,,DISREGARD POSTED SIGN- LEFT TURN ONLY,E16843522
16835452,2,1,,NO CHARGES,
16835452,2,2,,NO CHARGES,
16835452,2,3,,NO CHARGES,
16835453,1,1,,NO CHARGES,
16835453,2,1,,NO CHARGES,
16835454,1,1,,NO CHARGES,
16835454,2,1,,NO CHARGES,
16835455,1,1,,RAN RED LIGHT,E16841515
16835455,2,1,,NO CHARGES,
16835455,3,1,,NO CHARGES,
16835455,4,1,,NO CHARGES,
16835456,1,1,,NO CHARGES,
16835456,2,1,,NO CHARGES,
16835456,2,2,,NO CHARGES,
16835456,2,3,,NO CHARGES,
16835457,1,1,,FAIL TO YIELD INTO PRIVATE DRIVE,E16839512
16835457,1,2,,NO CHARGES,
16835457,1,3,,NO CHARGES,
16835457,1,4,,NO CHARGES,
16835457,2,1,,NO CHARGES,
16835954,1,1,,UNSAFE LANE CHANGE,E16780559
16835954,2,1,,NO CHARGES,
16835955,1,1,,DWI,ARRESTED
16835955,1,2,,NO CHARGES,
16835955,2,1,,NO CHARGES,
16835955,2,2,,NO CHARGES,
16835956,2,1,,NO CHARGES,
16835957,1,1,,NO CHARGES,
16835957,2,1,,NO CHARGES,
16835957,2,2,,NO CHARGES,
16835957,2,3,,NO CHARGES,
16835957,2,4,,NO CHARGES,
16835958,1,1,,NO DRIVERS LICENSE,E16942073
16835958,2,1,,NO CHARGES,
16835959,1,1,,UNSAFE MOVEMENT- LEFT/COLLISION,E16909566
16835959,2,1,,NO CHARGES,
16835959,2,2,,NO CHARGES,
16835960,1,1,,FTMACD,E16941576
16835960,2,1,,NO CHARGES,
16835960,2,2,,NO CHARGES,
16835960,2,3,,NO CHARGES,
16835961,1,1,,DRIVING WHILE LICENSE INVALID,E16812608
16835961,1,1,,FAIL TO MAINTAIN AN ASSURED CLEAR DISTANCE,E16812608
16835961,2,1,,NO CHARGES,
16835961,2,2,,NO CHARGES,
16835962,1,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,E16820083
16835962,2,1,,NO CHARGES,
16835963,1,1,,NO DRIVERS LICENSE,E16782554
16835963,1,2,,NO CHARGES,
16835963,2,1,,FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY,E16804048
16835963,2,2,,NO CHARGES,
16835963,2,3,,NO CHARGES,
16835964,1,1,,FAILED TO YIELD - LEFT TURN INTERSECTION,E16909043
16835964,1,2,,NO CHARGES,
16835964,2,1,,NO CHARGES,
16835964,3,1,,NO CHARGES,
16835965,1,1,,LEAVING THE SCENE OF A COLLISION,190051435
16835965,2,1,,NO CHARGES,
16835965,2,2,,NO CHARGES,
16835965,3,1,,NO CHARGES,
16835965,3,2,,NO CHARGES,
16835966,1,1,,DRIVING WHILE INTOXICATED,19-0050082
16835966,2,1,,NO CHARGES,
16835967,1,1,,DRIVING WHILE INTOXICATED,190051387
16835967,2,1,,NO CHARGES,
16835967,2,2,,NO CHARGES,
16835967,3,1,,NO CHARGES,
16835967,3,2,,NO CHARGES,
16835968,1,1,,RAN RED LIGHT,E16814729
16835968,2,1,,NO CHARGES,
16835969,1,1,,FTMACD,E16820084
16835969,1,2,,NO CHARGES,
16835969,1,3,,NO CHARGES,
16835969,1,4,,NO CHARGES,
16835969,2,1,,NO CHARGES,
16835969,2,2,,NO CHARGES,
16835970,1,1,,NO CHARGES,
16835971,1,1,,NO CHARGES,
16835971,2,1,,NO CHARGES,
16835973,1,1,,DWI,NONE
16835973,2,1,,NO CHARGES,
16835973,2,2,,NO CHARGES,
16835974,1,1,,NO CHARGES,
16835974,2,1,,NO CHARGES,
16835976,1,1,,DWI,190060124
16835995,1,1,,NO CHARGES,
16835996,1,1,,NO CHARGES,
16835997,1,1,,NO CHARGES,
16835998,1,1,,IMPROPER TURN - UNSAFE,E16954134
16835998,2,1,,NO CHARGES,
16835999,1,1,,UNSAFE MOVEMENT LEFT,E16783553
16835999,2,1,,NO CHARGES,
16836000,1,1,,NO CHARGES,
16836000,3,1,,NO CHARGES,
16836000,3,2,,NO CHARGES,
16836000,3,3,,NO CHARGES,
16836000,3,4,,NO CHARGES,
16836000,3,5,,NO CHARGES,
16836000,4,1,,NO CHARGES,
16836000,4,2,,NO CHARGES,
16836001,1,1,,NO CHARGES,
16836002,1,1,,FTMFR,E16853028
16836002,1,2,,NO CHARGES,
16836002,2,1,,NO CHARGES,
16836002,3,1,,NO CHARGES,
16836002,3,2,,NO CHARGES,
16836003,1,1,,FAILURE TO YIELD R.O.W. - STOP SIGN,14212866
16836003,2,1,,NO CHARGES,
16836003,2,2,,NO CHARGES,
16836003,2,3,,NO CHARGES,
16836003,2,4,,NO CHARGES,
16836004,1,1,,NO CHARGES,
16836004,2,1,,NO CHARGES,
16836005,1,1,,NO CHARGES,
16836005,2,1,,NO CHARGES,
16836005,2,2,,NO CHARGES,
16836005,2,3,,NO CHARGES,
16836005,2,4,,NO CHARGES,
16836006,1,1,,NO CHARGES,
16836007,1,1,,DWI,
16836007,2,1,,NO CHARGES,
16836007,2,2,,NO CHARGES,
16836007,2,3,,NO CHARGES,
16836007,2,4,,NO CHARGES,
16836008,1,1,,NO CHARGES,
16836008,2,1,,NO CHARGES,
16836009,1,1,,NO CHARGES,
16836010,1,1,,DWI,2100
16836010,1,2,,NO CHARGES,
16836010,2,1,,NO CHARGES,
16836011,1,1,,NO CHARGES,
16836011,2,1,,NO CHARGES,
16836012,1,1,,UNSAFE TURN-LEFT,E16802529
16836012,2,1,,NO CHARGES,
16836013,1,1,,NO DRIVERS LICENSE,E16824269
16836013,1,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,E16824269
16836013,1,1,,FAIL TO YIELD RIGHT OF WAY LEFT TURN INTERSECTION,E16824269
16836013,2,1,,NO CHARGES,
16836014,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,E16813621
16836014,3,1,,NO CHARGES,
16836014,3,2,,NO CHARGES,
16836015,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,E16760578
16836015,2,1,,NO DIRVER'S LICENSE,E16770579
16836016,1,1,,NO CHARGES,
16836016,2,1,,NO CHARGES,
16836017,1,1,,FOLLOWING TOO CLOSELY COLLISION,E16800578
16836017,1,1,,FOLLOWING TOO CLOSELY COLLISION,E16800578
16836017,1,1,,FOLLOWING TOO CLOSELY COLLISION,E16800578
16836017,2,1,,DWLI,E16800577
16836017,2,1,,DWLI,E16800577
16836017,2,1,,DWLI,E16800577
16836018,1,1,,NO CHARGES,
16836018,2,1,,NO CHARGES,
16836018,3,1,,NO CHARGES,
16836021,1,1,,AMC FAILED TO YIELD - LEFT TURN INTERSECTION,E16717345
16836021,1,2,,NO CHARGES,
16836021,2,1,,NO CHARGES,
16836037,1,1,,NO CHARGES,
16836037,2,1,,NO CHARGES,
16836039,1,1,,FAILED TO CHANGE NAME/ADDRESS ON DL,E16959626
16836039,1,1,,UNSAFE MOVEMENT LEFT/RIGHT,E16959626
16836039,1,2,,NO CHARGES,
16836039,1,3,,NO CHARGES,
16836039,2,1,,NO CHARGES,
16836041,1,1,,NO CHARGES,
16836041,1,2,,NO CHARGES,
16836041,2,1,,NO CHARGES,
16836042,1,1,,RAN RED LIGHT,E16935127
16836042,2,1,,NO CHARGES,
16836042,3,1,,NO CHARGES,
16836043,1,1,,FAIL TO YIELD FROM PRIVATE DRIVE OR ALLEY,E16821065
16836043,1,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,E16821064
16836043,1,1,,NO DRIVER'S LICENSE,E16821064
16836043,1,2,,NO CHARGES,
16836043,2,1,,NO CHARGES,
16836046,1,1,,AMC FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16879065
16836046,2,1,,NO CHARGES,
16837522,1,1,,RAN RED LIGHT,E16939585
16837522,2,1,,NO CHARGES,
16837522,3,1,,NO CHARGES,
16837527,1,1,,NO CHARGES,
16837527,2,1,,NO CHARGES,
16837531,1,1,,AMC FOLLOWING TOO CLOSELY - COLLISION,E16712158
16837531,2,1,,NO CHARGES,
16837531,2,2,,NO CHARGES,
16837531,2,3,,NO CHARGES,
16837531,3,1,,NO CHARGES,
16837532,1,1,,NO CHARGES,
16837532,1,2,,NO CHARGES,
16837532,2,1,,NO CHARGES,
16837533,1,1,,DWI,
16837533,1,2,,NO CHARGES,
16837533,2,1,,NO CHARGES,
16837534,1,1,,RAN RED LIGHT,E16818081
16837534,2,1,,NO CHARGES,
16837534,2,2,,NO CHARGES,
16837535,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,E16820565
16837535,2,1,,NO CHARGES,
16837536,1,1,,NO CHARGES,
16837536,1,2,,NO CHARGES,
16837536,1,3,,NO CHARGES,
16837536,1,4,,NO CHARGES,
16837537,1,1,,NO CHARGES,
16837537,2,1,,NO CHARGES,
16837537,2,2,,NO CHARGES,
16837538,1,1,,FAILED TO MAINTAIN ASSURRED CLEAR DISTANCE,E16787560
16837538,2,1,,NO CHARGES,
16837539,1,1,,FTMACD,E16779591
16837539,2,1,,NO CHARGES,
16837540,1,1,,FTYROW - T INSTERSECTION,E16813077
16837540,2,1,,NO CHARGES,
16837541,1,1,,FAIL TO MAINTAIN CLEAR ASSURED DISTANCE AND NO INSURANCE,E16957049
16837541,2,1,,NO CHARGES,
16837542,1,1,,FAIL TO MAINTAIN AN ASSURED CLEAR DISTANCE,E16772630
16837542,2,1,,NO CHARGES,
16837542,3,1,,NO CHARGES,
16837543,1,1,,NO CHARGES,
16837544,1,1,,NO CHARGES,
16837544,1,2,,NO CHARGES,
16837544,1,3,,NO CHARGES,
16837544,1,4,,NO CHARGES,
16837544,1,5,,NO CHARGES,
16837544,1,6,,NO CHARGES,
16837544,1,7,,NO CHARGES,
16837544,1,8,,NO CHARGES,
16837544,2,1,,NO DL,E16865074
16837544,2,2,,NO CHARGES,
16837545,1,1,,FAIL TO YIELD RIGHT OF WAY - LEFT TURN INTERSECTION,E16772631
16837545,2,1,,NO CHARGES,
16837545,2,2,,NO CHARGES,
16837546,1,1,,NO CHARGES,
16837547,1,1,,NO CHARGES,
16837547,1,2,,NO CHARGES,
16837547,1,3,,NO CHARGES,
16837547,2,1,,NO CHARGES,
16837548,1,1,,OPEN CONTAINER,#E16865075
16837548,1,1,,DWLI,#E16865075
16837548,2,1,,NO CHARGES,
16837549,1,1,,IMPROPER RIGHT TURN - EXIT,E16939586
16837549,2,1,,NO CHARGES,
16837549,3,1,,NO CHARGES,
16837549,3,2,,NO CHARGES,
16837596,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,E16718988
16837596,2,1,,NO CHARGES,
16837596,2,2,,NO CHARGES,
16837596,3,1,,NO CHARGES,
16837596,3,2,,NO CHARGES,
16837596,3,3,,NO CHARGES,
16837596,3,4,,NO CHARGES,
16837597,1,1,,NO CHARGES,
16837597,2,1,,NO CHARGES,
16837598,1,1,,NO CHARGES,
16837599,1,1,,NO DL,E16949517
16837599,1,1,,FTMFR,E16949517
16837599,2,1,,NO CHARGES,
16837600,1,1,,NO CHARGES,
16837600,2,1,,NO CHARGES,
16837601,1,1,,"FTY-STOP SIGN, NO DL",190080380
16837601,2,1,,NO CHARGES,
16837601,2,2,,NO CHARGES,
16837602,1,1,,NO CHARGES,
16837602,2,1,,NO CHARGES,
16837603,1,1,,NO CHARGES,
16837603,1,2,,NO CHARGES,
16837603,2,1,,NO CHARGES,
16837604,1,1,,NO DRIVER LICENSE,E16785045
16837604,2,1,,NO CHARGES,
16837604,2,2,,NO CHARGES,
16837605,1,1,,NO CHARGES,
16837605,2,1,,NO CHARGES,
16837606,1,1,,FAILED TO MAINTAIN AN ASSURED CLEAR DISTANCE,E16752592
16837606,2,1,,NO CHARGES,
16837606,3,1,,NO CHARGES,
16837606,3,2,,NO CHARGES,
16837607,1,1,,NONE,
16837607,2,1,,NO CHARGES,
16837608,1,1,,NO CHARGES,
16837608,2,1,,NO CHARGES,
16838967,1,1,,FTMACD,E16733589
16838967,1,1,,AMC NO DRIVERS LICENSE,E16733589
16838967,1,2,,NO CHARGES,
16838967,2,1,,NO CHARGES,
16838967,3,1,,NO CHARGES,
16838967,4,1,,NO CHARGES,
16838967,5,1,,NO CHARGES,
16838967,6,1,,NO CHARGES,
16839355,1,1,,NO CHARGES,
16839355,2,1,,NO CHARGES,
16839355,3,1,,NO CHARGES,
16839356,1,1,,LTS,190010386
16839356,2,1,,NO CHARGES,
16839357,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16636047
16839357,2,1,,NO CHARGES,
16839357,2,2,,NO CHARGES,
16839358,1,1,,AMC FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16776552
16839358,2,1,,NO CHARGES,
16839358,3,1,,NO CHARGES,
16839358,3,2,,NO CHARGES,
16839358,4,1,,NO CHARGES,
16839359,1,1,,NO CHARGES,
16839359,1,2,,NO CHARGES,
16839359,2,1,,NO CHARGES,
16839360,1,1,,FOLLOW TOO CLOSELY,
16839360,2,1,,NO CHARGES,
16839360,2,2,,NO CHARGES,
16839360,2,3,,NO CHARGES,
16839361,1,1,,NO CHARGES,
16839361,2,1,,NO CHARGES,
16839362,1,1,,FMFR,E16948083
16839362,1,1,,FMFR,E16348083
16839362,1,1,,FMFR,E16948083
16839363,1,1,,NO CHARGES,
16839364,1,1,,FOLLOWING TOO CLOSELY-COLLISION,E16856035
16839364,2,1,,NO CHARGES,
16839364,2,2,,NO CHARGES,
16839365,1,1,,NO CHARGES,
16839365,2,1,,NO CHARGES,
16839365,3,1,,NO CHARGES,
16839366,1,1,,FAILED TO YIELD ROW FROM STOP SIGN,E16752591
16839366,2,1,,NO CHARGES,
16839367,1,1,,NO CHARGES,
16839367,2,1,,NO CHARGES,
16839368,1,1,,NO CHARGES,
16839368,2,1,,NO CHARGES,
16839368,2,2,,NO CHARGES,
16839369,1,1,,NO CHARGES,
16839369,2,1,,NO CHARGES,
16839370,1,1,,NO DRIVERS LICENSE,E16989123
16839370,1,1,,FAILED TO MAINTAIN ASSURED CLEAR DISTANCE,E16989123
