Crash_ID,Damaged_Property
13260912,GUARD RAIL
13260945,GUARD RAIL
13260947,CITY LIGHT POLE ON SOUTH GREEN
13267569,GAURD RAIL DAMAGE
13267571,GOUGE IN ROADWAY
13267580,"STREET SIGN-""RIGHT LANE MUST TURN RIGHT"
13267586,BICYCLE
13267599,MAILBOX (CONCRETE)
13267602,NO PARKING SIGN
13267616,DO NOT ENTER SIGN
13267626,LAMP POST
13267680,FENCE/SIGN IRON
13267711,BUS STOP SIGN/INFORMATION
13268100,GUARD RAIL ON ENTRANCE RA
13268411,PAINT ON POLE
13268424,TREE
13268424,LANDSCAPING
13268436,CITY OF AUSTIN POWER POLE #257677
13268472,GUARD RAIL
13268477,LIGHT POLE
13268491,UTILITY POLE #4108
13268493,CACTUS PLANTS
13268493,CITY SIGN & POLE
13268505,TRAFFI SIGN
13268505,STREET LIGHT
13276569,TOW SIGN
13276594,BUILDING 4
13276598,CITY LIGHT POLE 320050
13276605,FENCE (ALLIED FENCE)
13276616,EXIT 223 HWY SIGN (EXIT RAMP)
13276654,CAPITOL CHEVROLET GATE & RAILING
13276667,STABLE WIRES FOR LIGHT POLE
13276667,ELECTRICAL BOX
13276669,TREE
13276670,STONE WALL
13276689,GUARD RAIL DAMAGE
13276699,STOP SIGN
13276743,GUARD RAIL
13276747,"TREE, FENCE, COA PARK"
13276759,FIRE HYDRANT & LIGHT POLE
13276759,LANDSCAPE
13276788,UTILITY POLE-#263601
13276789,ELECTRIC POLE-394703
13284540,3 WIRE VEHICLE FENCE
13284834,20' OF PRIVACY FENCE
13284834,TREES X 2
13292015,TREE
13292042,WOOD SLOT FENCE
13292042,BUSHES
13292049,SIGNAL LIGHT BOX
13292061,WOOD/BRICK FENCE
13292067,BICYCLE
13292084,TELEPHONE/LIGHT POLE (#236120)
13292092,RESIDENTIAL FENCE
13292104,DAMAGE TO-2 TREES
13292111,MAIL BOX (BRICK)
13292112,MAILBOX
13292112,MAILBOX
13292119,LIGHT POLE
13292134,TELEPHONE POLE
13292135,CITY OF AUSTIN PED SIGNAL LAMP
13292154,POSTAL BOXES
13292159,CITY OF AUSTIN UTILITY POLE
13292162,HIGHWAY GUARD RAIL
13292169,THREE TREES
13292177,GUARD RAIL
13292187,RAIL ROAD SIGN
13292187,GAURAIL FOR RAIL TRACKS
13292188,RESIDENCE
13292190,CITY POLE 271795
13292227,FIRE HYDRANT
13292247,HWY DIVIDER SEPERATING PROPER FROM FLYOV
13292364,CONCRETE CENTER WALL
13292567,GAS LINE
13293428,FENCE
13293428,FLOWER POTS
13297399,YIELD SIGN KNOCKED OVER
13297400,LIGHT POLE #357168
13297447,"SIDING ON HOUSE, TREE"
13297447,"FENCE,BASKETBALL GOAL,SIDING ON HOUSE,TR"
13300478,STOP SIGN/NO PARKING
13300478,FIRE HYDRANT
13300485,POWER LINE UTILITY POLE #242641
13300516,STOP SIGN REMOVED
13300520,PUBLIC STORAGE GATE
13300525,LIGHT POLE #362890
13300527,PEDESTRAIN GUARDRAIL
13300548,BATH TOILET
13300548,HOUSE FRONT WINDOW
13300556,TXDOT HIGHWAY SIGN
13300558,UTILITY POLE #263570
13300560,POWER POLE #A2848
13300622,14' OAK TREE
13300649,SWB POLE T20C
13300657,5311 S. CONGRESS AVE
13300690,ONE WAY SIGN
13300692,YELLOW CAUTION SIGN (LEFT TURN 30 MPH)
13300785,GUARDRAIL
13300869,ONE WAY STREET SIGN
13300869,SIGNAL LIGHT POLE
13301320,MERGING SIGN
13301323,MAN HOLE COVER
13301330,GAS PUMP
13301333,FENCE
13301346,LIGHT POLE
13301349,ROD IRON FENCE
13301367,FIRE HYDRANT
13301368,GUARDRAIL/CONCRETE WALL
13301370,GUARDRAIL
13301390,GUARD RAIL
13302377,BICYCLE
13302393,TRAFFIC BOX AND SIGNAL
13302393,TELEPHONE POLE (#305803)
13302438,CUSTOM STONE DRAINAGE LINE
13302440,LIGHT POLE 363588
13302443,GUARDRAIL
13302451,CAR WASH
13302875,ROD IRON FENCE
13306934,GUARD RAILS ON HWY
13306939,TREE
13306980,FIRE HYDRANT
13306980,CURTILANE AT 3000 COHOBA DR
13309062,EXTERIOR SUPPORT BEAM
13309071,20FT OF GUARDRAIL
13309077,BAUERLE RANCH SIGN
13309077,CITY WARNING SIGN
13309108,FIRE HYDRANT
13309112,UTILITY POLE 284104
13309114,EXTERIOR STOREFRONT WALL
13309119,WARNING SIGN
13309213,BUILDING (BIKERACK & BRICKS)
13309213,"LANDSCAPING (TREE, BUSHES, FLOWERBED)"
13309217,LIGHT POLE
13309229,ROCK RETAINING WALL
13309236,"TIRE TRACKS ON BASEBALL FIELD, DAMAGE TO"
13309243,STOP SIGN AHEAD SIGN
13309243,FIRE HYDRANT
13309251,POLE PROTECTING GAS PUMP
13309254,MERGE SIGN
13309254,U-TURN SIGN
13309258,CONCRETE MEDIAN
13309264,BUILDING
13312103,CONCRETE BARRIERS
13312151,STREET SIGN
13312157,IRON FENCE AROUND APT COMPLEX
13312170,FIRE HYDRANT
13312171,GUARDRAIL 20'
13312175,BICYCLE
13312184,MR NATURAL SUPER MARKET
13312185,YELLOW DIRECTIONAL ARROW SIGN
13312193,GUARDRAIL
13312200,ROCK
13312211,WOOD UTILITY POLE
13312211,SMALL SHRUBS
13312213,"POWER POLE ""250431"
13312215,MAILBOX
13312215,FENCE/LANDSCAPING
13312226,PLASTIC WINSHIELD FLUID HOLDER
13317128,SIGN
13320701,POLE GATE POST AND POLE GATE
13320701,FIRE HYDRANT
13320707,CHAIN LINK FENCE
13320710,FENCE/SHED
13320710,FENCE/YARD
13320715,30 FEET OF CHAIN-LINK FENCE
13320716,GUARD RAIL
13321314,WOODEN RETAIL SIGN
13321316,CONCRETE CURBLINE (SCRATCHED)
13321317,CONCRETE ISLAND
13321326,WALL IN ALLEYWAY
13321358,MAIL BOXES
13321360,TREE
13321369,DO NOT ENTER SIGN
13321379,GUARD RAIL
13321383,STOP SIGN (5015 EVANS)
13321387,TREE
13321388,"FENCE, 9300 S IH 35"
13321391,UTILITY POLE & ELECTRIC LINES
13321427,SIGN POST-NO PARKING
13321427,GUARD RAIL (10 FEET)
13321442,8716 RESEARCH #100
13321484,PARKING LOT SIGN
13321517,2-STREET SIGNS
13321547,LARGE TREE/SPRINKLER SYST
13321548,CHAIN LINK FENCE
13321581,STREET LAMP #382532
13321585,GUARDRAIL DAMAGE
13326828,FENCE POST (1) TO PROPERTY LINE
13326831,GUARD RAIL
13326837,WOODEN TELEPHONE POLE
13326851,GUARDRAIL
13326875,GUARDRAIL
13326884,TREE
13326884,SPEED LIMIT SIGN
13333276,GUARD RAIL
13333278,IRRIGATION LINE
13333279,METAL RAILING
13333296,FIRE HYDRANT
13333303,CABLE BARRIER POST
13333304,FENCE
13333324,FENCE
13333341,CONCRETE FLOWER ENCLOSURE
13333702,FRONT LANDSCAPING
13334079,CENTER GUARD RAIL
13334080,ROAD REFLECTOR
13334087,GUARDRAIL
13334107,FLOWER BED/POST
13334107,RETAINING WALL
13334126,RESIDENTIAL FENCE
13334134,CITY ELECTRIC POLE (#204154)
13334137,FENCE AROUND PROPERTY
13334137,"""BIKE LANE ENDS"" SIGN"
13334145,STOP SIGN/STREET NAME SIGN
13334170,BRICK SIGN
13334176,LIGHT POLE
13334186,UTILITY POLE #211368
13334216,SUPPORT POSTS
13334217,BARRIER WALL/CONCRETE
13334241,GUARDRAIL
13334245,SIGN
13334255,40' GUARD RAIL
13343450,50 YARDS OF CABLE BARRIER
13343452,CONCRETE BARRIER
13343532,WATER LINE AT 6600 BURLESON RD
13343538,METAL CABLE BARRIER
13343548,ROD IRON FENCE
13343601,GUARD RAIL
13343616,FENCE
13343617,APPROXIMATELY 50 FT GUARDRAIL
13343654,MAILBOX CONCRETE
13343657,LIGHT POLE
13343663,GUARD RAIL
13343664,CITY LIGHT POLE #368359
13343667,GUARD RAIL
13343716,POWER/TELEPHONE POLE #?
13343718,LIGHT POLE 362301
13343735,ROCK WALL
13343735,HOUSE
13343746,STOP SIGN/STREET NAME SIGN
13343759,STOP SIGN @ S LAMAR
13343763,TANGLEWOOD NORTH APTS
13343773,PARKING SIGN
13343773,PARKING METER
13343774,OUTBOARD BOAT MOTOR
13343778,TREE
13349919,BICYCLE (GENESIS)
13351085,METAL FENCE
13351110,LIGHT POLE 365782
13351118,OVERHANG POLE
13351129,GAS LINE
13351129,BLOG STRUCTURE/FENCE
13351130,PEDESTRIAN SIGN AND POST
13351153,GUARDRAIL
13351165,SIGN
13351165,SIGN
13351258,TELEPHONE POLE
13351264,LANDSCAPING DAMAGE TO YARD
13351277,FENCE
13357905,METAL FENCE
13357906,MAIL BOX
13357914,15'-20' CABLE WIRE GUARD RAIL
13357945,APT BLDG #13
13357981,S/B BRIDGE VERY MINOR DAMAGE
13358013,TREE
13358013,TREE
13358024,FIRE HYDRANT
13358046,CENTER CABLE LINE
13358058,GUARD RAIL
13358070,40 FT OF FENCING
13358075,20-30 FT. SECTION OF GUARDRAIL
13358079,TRAFFIC CONTROL SIGNAL BOX
13358084,STOP SIGN
