Crash_ID,Unit_Nbr,Prsn_Nbr,Charge_Cat_ID,Charge,Citation_Nbr
12485247,2,3,,NO CHARGES,
12485248,1,1,,FTYROW LEFT TURN-PRIVATE DRIVE,13771909
12485248,2,1,,NO CHARGES,
12485248,2,2,,NO CHARGES,
12485252,1,1,,NO CHARGES,
12485252,1,2,,NO CHARGES,
12485255,1,1,,NO CHARGES,
12485257,1,1,,NO CHARGES,
12485257,2,1,,NO CHARGES,
12485258,1,1,,NO CHARGES,
12485258,2,1,,NO CHARGES,
12485264,1,1,,NO CHARGES,
12485264,2,1,,NO CHARGES,
12485264,2,2,,NO CHARGES,
12485264,2,3,,NO CHARGES,
12485271,1,1,,DWI,
12485271,1,2,,NO CHARGES,
12485271,1,3,,NO CHARGES,
12485271,1,4,,NO CHARGES,
12485271,1,5,,NO CHARGES,
12485271,1,6,,NO CHARGES,
12485271,1,7,,NO CHARGES,
12485271,2,1,,NO CHARGES,
12485271,3,1,,NO CHARGES,
12485272,1,1,,NO CHARGES,
12485272,2,1,,NO CHARGES,
12485273,1,1,,T.T.C.545.152-FAILURE TO YIELD RIGHT OF WAY TURNING LEFT,1377439
12485273,2,1,,NO CHARGES,
12485273,3,1,,NO CHARGES,
12485274,1,1,,NO CHARGES,
12485275,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE-COLLISION,13685784
12485275,2,1,,NO CHARGES,
12485275,3,1,,NO CHARGES,
12485275,3,2,,NO CHARGES,
12485275,4,1,,NO CHARGES,
12485275,5,1,,NO CHARGES,
12485275,5,2,,NO CHARGES,
12485276,1,1,,NO CHARGES,
12485276,1,2,,NO CHARGES,
12485276,2,1,,NO CHARGES,
12485277,1,1,,NO CHARGES,
12485277,2,1,,NO CHARGES,
12485278,1,1,,NO CHARGES,
12485278,1,2,,NO CHARGES,
12485278,2,1,,NO CHARGES,
12485279,1,1,,NO CHARGES,
12485279,2,1,,NO CHARGES,
12485280,1,1,,NO CHARGES,
12485280,2,1,,NO CHARGES,
12485281,1,1,,NO CHARGES,
12485281,2,1,,NO CHARGES,
12485281,2,2,,NO CHARGES,
12485285,1,1,,RAN RED LIGHT,13723705
12485285,2,1,,NO CHARGES,
12485287,1,1,,UNSAFE MOVEMENT-LEFT LANE CHANGE,13762149
12485287,2,1,,NO CHARGES,
12485287,2,2,,NO CHARGES,
12485290,1,1,,NO CHARGES,
12485292,1,1,,FTYROW INTERSECTION,13691597
12485292,2,1,,NO CHARGES,
12485296,1,1,,NO CHARGES,
12485296,2,1,,NO CHARGES,
12485296,3,1,,NO CHARGES,
12485300,1,1,,FTM ASSURED CLEAR DISTANCE,
12485300,2,1,,NO CHARGES,
12485302,1,1,,FTM ASSURED CLEAR DISTANCE,13721688
12485302,2,1,,NO CHARGES,
12485304,1,1,,FAILURE TO MAINTAIN ASSURED CLEAR DISTANCE,13770693
12485304,2,1,,NO CHARGES,
12485304,3,1,,NO DRIVERS LICENSE,13770692
12485305,1,1,,NO CHARGES,
12485305,2,1,,NO CHARGES,
12485307,1,1,,NO CHARGES,
12485307,2,1,,NO CHARGES,
12485307,2,2,,NO CHARGES,
12485307,2,3,,NO CHARGES,
12485308,1,1,,NO INSURANCE (EXPIRED),13759784
12485308,1,1,,NO DL,13759784
12485308,1,2,,NO CHARGES,
12485308,2,1,,NO CHARGES,
12485308,2,2,,NO CHARGES,
12485309,1,1,,NO CHARGES,
12485309,2,1,,NO CHARGES,
12485309,3,1,,NO CHARGES,
12485309,3,2,,NO CHARGES,
12485309,3,3,,NO CHARGES,
12485310,1,1,,NO CHARGES,
12485310,1,2,,NO CHARGES,
12485310,2,1,,NO CHARGES,
12485310,2,2,,NO CHARGES,
12485310,3,1,,NO CHARGES,
12485310,3,2,,NO CHARGES,
12485310,3,3,,NO CHARGES,
12485311,1,1,,NO CHARGES,
12485311,2,1,,NO CHARGES,
12485312,1,1,,FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY,13774193
12485312,1,2,,NO CHARGES,
12485312,2,1,,NO CHARGES,
12485313,1,1,,DRIVING WITHOUT DL,120012031
12485314,1,1,,DWI,
12485314,2,1,,NO CHARGES,
12485314,2,2,,NO CHARGES,
12485315,1,1,,NO CHARGES,
12485316,1,1,,NO CHARGES,
12485316,1,2,,NO CHARGES,
12485316,2,1,,NO CHARGES,
12485317,1,1,,RAN RED LIGHT,13775693
12485317,1,2,,NO CHARGES,
12485317,2,1,,NO CHARGES,
12485319,1,1,,NO CHARGES,
12485319,1,2,,NO CHARGES,
12485319,2,1,,NO CHARGES,
12485319,2,2,,NO CHARGES,
12485319,3,1,,NO CHARGES,
12485320,1,1,,NO CHARGES,
12485321,1,1,,NO CHARGES,
12485322,1,1,,FAIL TO YIELD RIGHT OF WAY TURNING LEFT @ INTERSECTION,13718994
12485322,2,1,,NO CHARGES,
12485322,2,2,,NO CHARGES,
12485322,2,3,,NO CHARGES,
12485323,1,1,,NO CHARGES,
12485323,1,2,,NO CHARGES,
12485323,2,1,,NO CHARGES,
12485325,1,1,,FAIL TO MAINTAIN AN ASSURED CLEAR DISTANCE,13774936
12485325,2,1,,NO CHARGES,
12485326,1,1,,"FTYROW, PRIVATE DRIVE",13776370
12485326,2,1,,NO CHARGES,
12485326,2,2,,NO CHARGES,
12485327,1,1,,RAN RED LIGHT,13762510
12485327,1,1,,DWLI,13762510
12485327,2,1,,NO CHARGES,
12485327,2,2,,NO CHARGES,
12486777,1,1,,NO CHARGES,
12486777,1,2,,NO CHARGES,
12486777,2,1,,NO CHARGES,
12486777,2,2,,NO CHARGES,
12486779,1,1,,NO CHARGES,
12486779,1,2,,NO CHARGES,
12486779,1,3,,NO CHARGES,
12486779,1,4,,NO CHARGES,
12486779,1,5,,NO CHARGES,
12486779,1,6,,NO CHARGES,
12486779,1,7,,NO CHARGES,
12486779,1,8,,NO CHARGES,
12486779,1,9,,NO CHARGES,
12486779,1,10,,NO CHARGES,
12487963,1,1,,UNSAFE LANE CHANGE,T686757
12487963,1,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,T686757
12487963,1,2,,NO CHARGES,
12487963,1,3,,NO CHARGES,
12487963,2,1,,NO CHARGES,
12497237,1,1,,NO CHARGES,
12497237,2,1,,NO CHARGES,
12498084,1,1,,NO CHARGES,
12498084,3,1,,NO CHARGES,
12498085,1,1,,NO CHARGES,
12498085,2,1,,NO CHARGES,
12498087,1,1,,FOLLOW TOO CLOSE,13610462
12498087,2,1,,NO CHARGES,
12498420,1,1,,FAIL TO YIELD ASSURE CLEAR DISTANCE,
12498420,2,1,,NO CHARGES,
12498624,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE COLLISION,13745689
12498624,2,1,,NO CHARGES,
12498625,1,1,,F.T.M.C.A.D.,13781692
12498625,2,1,,NO CHARGES,
12498627,1,1,,DISREGARD STOP AND GO LIGHT (RED LIGHT),13610152
12498627,1,2,,NO CHARGES,
12498627,2,1,,NO CHARGES,
12498630,1,1,,NO CHARGES,
12498630,2,1,,NO CHARGES,
12498632,1,1,,NO CHARGES,
12498632,2,1,,NO CHARGES,
12498632,3,1,,NO CHARGES,
12498633,1,1,,RAN RED LIGHT,13784934
12498633,2,1,,NO CHARGES,
12498635,1,1,,NO CHARGES,
12498635,1,2,,NO CHARGES,
12498635,2,1,,NO CHARGES,
12498636,1,1,,NO CHARGES,
12498636,1,2,,NO CHARGES,
12498636,2,1,,NO CHARGES,
12498638,1,1,,NO CHARGES,
12498638,2,1,,NO CHARGES,
12498640,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13758046
12498640,1,1,,EXPIRED MVI (12/11),13758046
12498640,2,1,,NO CHARGES,
12498650,1,1,,DWI,120121662
12498651,1,1,,FAIL TO YIELD RIGHT OF WAY-LEFT TURN,13772778
12498651,2,1,,NO CHARGES,
12498654,1,1,,NO CHARGES,
12498655,1,1,,EVADING IN A VEHICLE,12-0120687
12498655,1,1,,ROBBERY BY ASSAULT,12-0120687
12498655,2,1,,NO CHARGES,
12498656,1,1,,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,13626259
12498656,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13626259
12498656,1,1,,REPORT WRITTEN FOR DWLI,12-0120598
12498656,2,1,,NO CHARGES,
12498658,1,1,,F.T.M. FINANCIAL RESPONSIBILITY,13784874
12498658,1,1,,F.T.M. ASSURRED CLEAR DISTANCE,13784874
12498658,1,2,,NO CHARGES,
12498658,2,1,,NO CHARGES,
12498660,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13710239
12498660,2,1,,NO CHARGES,
12498660,3,1,,NO CHARGES,
12498660,3,2,,NO CHARGES,
12498660,3,3,,NO CHARGES,
12498660,3,4,,NO CHARGES,
12498662,1,1,,FAIL TO MAINTAIN FINACIAL RESPONSIBILITY,13750028
12498662,1,1,,RAN RED LIGHT,13750028
12498662,1,2,,NO CHARGES,
12498662,2,1,,NO CHARGES,
12498662,2,2,,NO CHARGES,
12498663,1,1,,NO CHARGES,
12498684,1,1,,FAIL TO MAINTAIN ASSURED CLR. DISTANCE,13715598
12498684,1,2,,NO CHARGES,
12498684,2,1,,NO CHARGES,
12498684,3,1,,NO CHARGES,
12498686,1,1,,NO MOTORCYCLE ENDORSEMENT,13756657
12498686,1,1,,FAILURE TO MAINTAIN AN ASSURED CLEAR DISTANCE,13756657
12498686,2,1,,NO CHARGES,
12498686,3,1,,NO CHARGES,
12498686,3,2,,NO CHARGES,
12498688,1,1,,NO CHARGES,
12498688,2,1,,NO CHARGES,
12498690,1,1,,NO CHARGES,
12498696,1,1,,FTYROW-TURNING LEFT (SIGNAL LIGHT),13776372
12498696,2,1,,NO CHARGES,
12498700,1,1,,DRIVING WHILE INTXOICATED,120151122
12498701,1,1,,NO CHARGES,
12498702,1,1,,LEAVING THE SCENE OF A COLLISON-PENDING DRIVER IDENTIFICATIO,
12498702,2,1,,NO CHARGES,
12498703,1,1,,NO CHARGES,
12498703,2,1,,NO CHARGES,
12498703,2,2,,NO CHARGES,
12498704,1,1,,NO CHARGES,
12498706,1,1,,NO CHARGES,
12498707,1,1,,NO CHARGES,
12498709,1,1,,NO INSURANCE,13762142
12498709,1,1,,NO DRIVER LICENSE,13762142
12498709,1,1,,FAIL TO YIELD RIGHT OF WAY LEF TURN,1376242
12498709,1,2,,NO CHARGES,
12498709,1,3,,NO CHARGES,
12498709,2,1,,NO CHARGES,
12498710,1,1,,NO CHARGES,
12498710,2,1,,NO CHARGES,
12498711,1,1,,NO CHARGES,
12498711,2,1,,NO CHARGES,
12498712,1,1,,NO CHARGES,
12498712,1,2,,NO CHARGES,
12498712,1,3,,NO CHARGES,
12498713,1,1,,NO CHARGES,
12498713,2,1,,NO CHARGES,
12498714,1,1,,RAN RED LIGHT,13761674
12498714,2,1,,NO CHARGES,
12498714,3,1,,FTMFR,1376165
12498715,1,1,,RAN RED LIGHT,13776236
12498715,1,1,,NO D.L,13776236
12498715,1,2,,NO CHARGES,
12498715,2,1,,NO CHARGES,
12498718,1,1,,FAIL MAINTAIN ASSURED CLEAR DISTANCE,13793410
12498718,1,1,,EXPIRED REGISTRATION,13793410
12498718,1,2,,NO CHARGES,
12498718,1,3,,NO CHARGES,
12498718,2,1,,NO CHARGES,
12498718,3,1,,NO CHARGES,
12498719,1,1,,UNSAFE MOVEMENT-LEFT,13768590
12498719,2,1,,NO CHARGES,
12498719,2,2,,NO D.L.,13755859
12498719,2,2,,FAIL TO MAINTAIN FIN. RESP.,13755859
12498720,1,1,,NO CHARGES,
12498720,2,1,,NO CHARGES,
12498721,1,1,,NO CHARGES,
12498721,2,1,,NO CHARGES,
12498725,1,1,,UNSAFE MOVEMENT LEFT,13730422
12498725,1,2,,NO CHARGES,
12498725,1,3,,NO CHARGES,
12498725,2,1,,NO DRIVER'S LICENSE,13730423
12498726,1,1,,DWI,120141492
12498726,2,1,,NO CHARGES,
12498726,2,2,,NO CHARGES,
12498727,1,1,,NO CHARGES,
12498727,2,1,,NO CHARGES,
12498727,2,2,,NO CHARGES,
12498727,2,3,,NO CHARGES,
12498727,2,4,,NO CHARGES,
12498727,2,5,,NO CHARGES,
12498727,2,6,,NO CHARGES,
12498728,1,1,,NO CHARGES,
12498728,2,1,,NO CHARGES,
12498729,1,1,,FAILURE TO YIELD RIGHT OF WAY-STOP SIGN,13730040
12498729,2,1,,NO CHARGES,
12498729,2,2,,NO CHARGES,
12498729,2,3,,NO CHARGES,
12498731,1,1,,FAILED TO MAINTAIN AN ASSURED CLEAR DISTANCE,13756188
12498731,2,1,,NO CHARGES,
12498732,1,1,,FAIL TO MAINTAIN AN ASSURED CLEAR DISTANCE,13782718
12498732,2,1,,NO CHARGES,
12498733,1,1,,D.W.I,
12498734,1,1,,UNSAFE MOVEMENT-RIGHT,13760713
12498734,1,1,,FTMFR-EXPIRED INSURANCE,13760713
12498734,2,1,,NO CHARGES,
12498743,1,1,,RAN RED LIGHT,13770694
12498743,2,1,,DRIVING WHILE LICENSE INVALID,067246
12498744,1,1,,FAILURE TO MAINTAIN ASSURED CLEAR DISTANCE,13767957
12498744,2,1,,NO CHARGES,
12498744,2,2,,NO CHARGES,
12498745,1,1,,NO CHARGES,
12498745,2,1,,NO CHARGES,
12498745,2,2,,NO CHARGES,
12498745,2,3,,NO CHARGES,
12498747,1,1,,NO CHARGES,
12498749,1,1,,NO CHARGES,
12498749,2,1,,NO CHARGES,
12498752,1,1,,RAN RED LIGHT,13718999
12498752,2,1,,NO CHARGES,
12498753,1,1,,NO CHARGES,
12498777,1,1,,CLARK WILLIAM FAIL TO KEEP CLEAR ASSURED DISTANCE,13768479
12498777,2,1,,NO CHARGES,
12498778,1,1,,UNSFAE MOVEMENT LEFT,13736364
12498778,2,1,,NO CHARGES,
12498779,1,1,,NO CHARGES,
12498779,1,2,,NO CHARGES,
12498779,1,3,,NO CHARGES,
12498779,2,1,,NO CHARGES,
12498780,1,1,,NO CHARGES,
12498780,2,1,,NO CHARGES,
12498781,1,1,,UNSAFE MOVEMENT LEFT,13728173
12498781,2,1,,NO CHARGES,
12498783,1,1,,NO CHARGES,
12498783,2,1,,NO CHARGES,
12498785,1,1,,FAIL TO YIELD RIGHT OF WAY TURNING LEFT @ INTERSECTION,13718996
12498785,2,1,,NO CHARGES,
12498785,2,2,,NO CHARGES,
12498786,1,1,,NO CHARGES,
12498786,2,1,,NO CHARGES,
12498787,1,1,,NO CHARGES,
12498787,2,1,,NO CHARGES,
12498788,1,1,,NO CHARGES,
12498788,2,1,,NO CHARGES,
12498789,1,1,,FAIL TO MAINTAIN CLEAR ASSURED DISTANCE,13776354
12498789,2,1,,NO CHARGES,
12498789,3,1,,NO CHARGES,
12498789,4,1,,NO CHARGES,
12498790,1,1,,NO CHARGES,
12498790,1,2,,NO CHARGES,
12498790,2,1,,NO CHARGES,
12498791,1,1,,DWI,120121761
12498792,1,1,,NO CHARGES,
12498792,2,1,,NO CHARGES,
12498792,2,2,,NO CHARGES,
12498793,1,1,,NO CHARGES,
12498793,2,1,,NO CHARGES,
12498793,2,2,,NO CHARGES,
12498795,1,1,,RAN RED LIGHT,13718998
12498795,2,1,,NO CHARGES,
12498795,3,1,,NO CHARGES,
12498838,1,1,,DWI,120070336
12498838,1,2,,NO CHARGES,
12498839,1,1,,NO CHARGES,
12498839,2,1,,NO CHARGES,
12498839,2,2,,NO CHARGES,
12498839,2,3,,NO CHARGES,
12498841,1,1,,NO CHARGES,
12498841,2,1,,NO CHARGES,
12498841,3,1,,NO CHARGES,
12498842,1,1,,NO CHARGES,
12498843,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13776174
12498843,2,1,,NO CHARGES,
12498843,3,1,,NO CHARGES,
12498844,1,1,,NO CHARGES,
12498844,1,2,,NO CHARGES,
12498844,1,3,,NO CHARGES,
12498844,1,4,,NO CHARGES,
12498844,1,5,,NO CHARGES,
12498844,1,6,,NO CHARGES,
12498844,1,7,,NO CHARGES,
12498844,2,1,,NO CHARGES,
12498844,2,2,,NO CHARGES,
12498844,2,3,,NO CHARGES,
12498846,1,1,,WRONG WAY ONE WAY,13775749
12498846,1,2,,NO CHARGES,
12498846,2,1,,NO CHARGES,
12498847,1,1,,NO CHARGES,
12498847,2,1,,NO CHARGES,
12498847,3,1,,NO CHARGES,
12498848,1,1,,FAIL TO MAINTAIN ASSURE CLEAR DIST,13753993
12498848,1,1,,NO DL,13753993
12498848,2,1,,NO CHARGES,
12498848,3,1,,NO CHARGES,
12498848,4,1,,NO CHARGES,
12498848,4,2,,NO CHARGES,
12498851,1,1,,FAILURE TO YIELD RIGHT OF WAY,120101278
12498851,2,1,,NO CHARGES,
12498876,1,1,,NO CHARGES,
12498876,2,1,,NO CHARGES,
12498876,2,2,,NO CHARGES,
12498878,1,1,,RAN RED LIGHT,13762817
12498878,1,2,,NO CHARGES,
12498878,1,3,,NO CHARGES,
12498878,2,1,,NO CHARGES,
12498880,1,1,,NO CHARGES,
12498881,1,1,,NO CHARGES,
12498882,1,1,,NO CHARGES,
12498882,1,2,,NO CHARGES,
12498882,2,1,,NO CHARGES,
12498882,3,1,,NO CHARGES,
12498882,3,2,,NO CHARGES,
12498883,1,1,,NO CHARGES,
12498883,2,1,,NO CHARGES,
12498884,1,1,,NO CHARGES,
12498884,2,1,,NO CHARGES,
12498886,1,1,,FTMACD,13751886
12498886,2,1,,NO CHARGES,
12498887,1,1,,AGGRAVATED ASSAULT MOTOR VEHICLE,12-0110220
12498888,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13772776
12498888,2,1,,NO CHARGES,
12498890,1,1,,"FTYROW, PRIVATE DRIVE",1368869
12498890,2,1,,NO CHARGES,
12498912,1,1,,NO CHARGES,
12498912,2,1,,NO CHARGES,
12498915,1,1,,FTYROW-STOP SIGN,13652859
12498915,1,1,,NO DRIVERS LICENSE,13652859
12498915,2,1,,NO CHARGES,
12498916,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,13771915
12498916,2,1,,NO CHARGES,
12498919,1,1,,F.T.Y.R.O.W.- PRIVATE DRIVE,13768158
12498919,2,1,,NO CHARGES,
12498921,1,1,,F.T.Y.R.O.W.-PRIVATE DRIVER,13770706
12498921,2,1,,NO CHARGES,
12498921,2,2,,NO CHARGES,
12498925,1,1,,FAIL TO MAINTAIN ASSURED CLR DIST,13783490
12498925,2,1,,NO CHARGES,
12498927,1,1,,NO CHARGES,
12498927,2,1,,NO CHARGES,
12498927,2,2,,NO CHARGES,
12498929,1,1,,FAIL TO YIELD RIGHT OF WAY-LEFT TURN,13773485
12498929,1,2,,NO CHARGES,
12498929,2,1,,NO DL,13772774
12498929,2,2,,NO CHARGES,
12498937,1,1,,NO CHARGES,
12498937,1,2,,NO CHARGES,
12498939,1,1,,FAILED TO CONTROL SPEED,13762513
12498939,1,2,,NO CHARGES,
12498941,1,1,,FAILURE TO MAINTAIN ASSURED CLEAR DIST.,13792110
12498941,1,1,,NO DL,13792110
12498941,2,1,,DWLI,13792111
12498954,1,1,,NO CHARGES,
12498956,1,1,,NO CHARGES,
12498958,1,1,,FTYROW-LEFT TURN,13725440
12498958,1,1,,NO DL,13725440
12498958,2,1,,NO CHARGES,
12498960,1,1,,FAIL TO YIELD RIGHT OF WAY LEFT TURN FROM PRIVATE DRIVE,13762778
12498960,1,2,,NO CHARGES,
12498960,2,1,,NO CHARGES,
12498962,1,1,,UNSAFE BACKING,13725845
12498962,1,1,,NO D.L.,13725845
12498962,2,1,,NO CHARGES,
12498964,1,1,,FTYROW FROM PRIVATE DRIVE,13762777
12498964,2,1,,NO CHARGES,
12498968,1,1,,FAIL TO MAINTAIN ASSURED CLEAR DIST,13754257
12498968,2,1,,NO CHARGES,
12498972,1,1,,NO CHARGES,
12498974,1,1,,NO CHARGES,
12498974,2,1,,NO CHARGES,
12498976,1,1,,FAIL TO YIELD ROW LEFT TURN @ INTERSECTION,13776209
12498976,1,2,,NO CHARGES,
12498976,2,1,,NO CHARGES,
12498978,1,1,,NO CHARGES,
12498980,1,1,,DWI,
12498980,2,1,,NO CHARGES,
12498982,1,1,,NO CHARGES,
12498982,2,1,,NO CHARGES,
12498986,1,1,,NO CHARGES,
12498986,1,2,,NO CHARGES,
12498986,2,1,,NO CHARGES,
12498987,1,1,,NO CHARGES,
12498988,1,1,,DRIVING WHILE INTOXICATED/FELONY,12-0091167
12498988,2,1,,NO CHARGES,
12498990,1,1,,NO CHARGES,
12498990,2,1,,NO CHARGES,
12498991,1,1,,NO CHARGES,
12498992,1,1,,FAIL TO YIELD RIGHT OF WAY-PRIVATE DRIVE / FTMFR,13770602
12498992,1,1,,FTMFR,13770602
12498992,1,2,,NO CHARGES,
12498992,1,3,,NO CHARGES,
12498992,2,1,,NO CHARGES,
12498992,2,2,,NO CHARGES,
12498992,2,3,,NO CHARGES,
12498996,1,1,,NO DL,13761539
12498996,1,2,,NO CHARGES,
12498996,1,3,,NO CHARGES,
12498996,1,4,,NO CHARGES,
12498997,1,1,,NO CHARGES,
12498997,2,1,,NO CHARGES,
12498998,1,1,,DWLI-2ND,120081632
12498998,2,1,,NO CHARGES,
12498998,2,2,,NO CHARGES,
